#Gene	P.Value	logFC
CCT5	0.11610708	-0.266355
NA	0.1163463	-0.289874
ATN1	0.11635269	-0.978141
ARF6	0.11652223	-0.383484
NDUFV3	0.11658585	-0.252242
F8	0.11664683	-0.347889
AKT1	0.1167658	-0.251967
HSPA1B	0.11678892	-0.600628
RANBP1	0.116804	-0.421796
GPR31	0.11697223	0.265077
PAFAH1B1	0.11702192	-0.286385
GADD45A	0.11714183	-0.5059
DYRK1A	0.11729096	-0.408203
HADHB	0.11776621	-0.585902
NA	0.11778777	-0.648992
SPOCK2	0.11779513	0.412916
PAPOLA	0.11803414	0.772735
ACADL	0.11806563	0.889284
RABEP1	0.11824971	0.687598
PCDHGB7	0.11836619	0.735013
NA	0.11856564	-0.365833
PGC	0.11861757	0.283054
DVL3	0.11888674	-0.272446
NT5C2	0.11892879	-0.306486
NA	0.11901362	0.771705
PRDM2	0.11902972	-0.58054
NA	0.11906826	0.662483
SLCO2A1	0.11912253	0.288558
GCDH	0.11915975	-0.202164
THBS2	0.11927172	0.832885
HLF	0.11930604	0.635344
CDH17	0.11948459	0.875767
HFE	0.11994643	-0.897628
SLC2A2	0.12007082	0.751657
GBAP1	0.12047455	-0.333036
RPL18A	0.1206747	-0.21214
NA	0.1208032	0.560303
CD86	0.12080489	-0.295004
TFPI2	0.12104387	0.846492
AHCY	0.12116624	-0.244396
ACAA2	0.12126679	-0.334281
TOP2B	0.12133215	1.422699
SART3	0.1213448	0.281517
NA	0.12148549	0.82072
ALB	0.12149928	0.582554
SLC15A2	0.12153288	-0.681824
RABIF	0.12153951	-0.29457
SGCD	0.12172752	0.839425
RGS3	0.1217607	-0.703069
OR1E1	0.12183807	0.933003
ANXA6	0.12185648	0.466492
CX3CR1	0.12192997	-0.517995
LOC100132620	0.12196266	-0.371427
SLPI	0.12207108	-1.130648
RAPGEF3	0.12224747	-0.352391
IGLV1-44	0.1222813	-0.49527
SELPLG	0.12252214	-0.207761
KCNK1	0.12255885	1.03297
NA	0.12278998	0.329693
NMB	0.12293933	-0.297375
NPR3	0.12300217	-0.664787
DYRK1A	0.12308072	0.803787
ST13	0.12356545	-0.283628
RAB3B	0.12378166	0.811951
CCDC6	0.12413519	0.895565
HLA-DQA2	0.1242594	2.513248
PCK1	0.12427433	0.634394
IFNA4	0.12431518	0.57698
TNFRSF25	0.12444146	-0.848192
CSF2	0.12490739	0.529879
NA	0.12508327	0.630447
UGP2	0.12521266	-0.243941
PTPN6	0.12524401	-0.440262
AIM1	0.12538509	-0.310712
PLP2	0.12553176	-0.235809
RAD54L	0.12579533	-0.600526
SLC39A7	0.12592949	-0.757349
AFP	0.12597162	0.680686
PTGIR	0.12616425	-0.286714
NA	0.12629643	0.790726
HIF1A	0.12646433	-0.318432
AQP6	0.12657015	-0.533278
MYOM2	0.1266674	1.606768
PPM1A	0.12691058	-0.281471
PSEN2	0.12694431	-0.700192
NA	0.12696737	-0.319826
ARFIP1	0.12700382	0.338816
PTPN1	0.12709443	-0.388571
ANP32A	0.12739795	0.970902
LGALS2	0.12750161	1.156132
SGCA	0.12761917	-0.603138
SF3A1	0.12768757	-0.373882
KRT10	0.12775429	-0.294377
NFKBIB	0.1278105	-0.635515
DNM2	0.12803269	-0.297282
ETS2	0.12812155	-0.569813
DNTTIP2	0.12831171	-0.307381
STIP1	0.12842994	0.34784
LY9	0.1285369	0.365974
GSTT1	0.128726	-0.552963
ATP6V1F	0.12896908	-0.182054
REEP5	0.12923423	-0.301488
ERVH-6	0.12924409	0.912989
OXA1L	0.12927267	-0.244413
EPHA3	0.12931343	0.614576
IGFBP6	0.12941682	0.57109
LIMS1	0.12946185	1.288965
CPN2	0.12950273	0.750237
NA	0.12950615	-0.283117
LYN	0.12958536	-0.302726
BIRC3	0.12969566	-0.493414
ATP12A	0.13015107	0.522204
MYH10	0.13016299	0.574262
GPR6	0.13019952	-0.926603
IL6R	0.13037295	1.284782
KCNAB2	0.130546	0.685759
PPP2R2A	0.13062543	-0.337873
AFAP1	0.13094339	-0.264917
SUMO1	0.13108839	-0.483658
CD47	0.13135471	-0.423516
NA	0.13150388	0.423781
CDKN2B	0.13174174	-0.629836
ANPEP	0.13175643	-0.339545
YLPM1	0.1317617	-0.859113
NA	0.13184564	1.010334
LOC442497	0.13210474	-0.35747
PLIN2	0.13227173	-0.292753
LOC100133662	0.13236203	2.669541
PPP2R1A	0.13250785	0.301592
ALDH9A1	0.13258613	-0.357122
STAT4	0.13259198	0.491242
FOLR2	0.1327041	-0.672577
CDKN1A	0.13270685	-0.420507
NA	0.13301285	-0.334495
PRPSAP1	0.1330858	-0.332789
CPB2	0.13317831	0.890551
ZNF516	0.13378558	-0.647455
NUP62	0.1340591	-0.561526
COL16A1	0.13406179	0.411065
HNF1A	0.13420733	-0.307645
PPP1R7	0.13458345	-0.317354
ERG	0.13463843	0.793604
PTGS2	0.13494979	-0.888147
NA	0.13499914	0.476565
LIPF	0.13508406	0.824121
PECAM1	0.13512894	-0.353622
HCCS	0.13518581	-0.20813
KCNA3	0.13528676	0.836848
MST1R	0.13536732	0.345698
GRSF1	0.1355299	-0.464114
DVL1	0.13576995	-0.436265
RELA	0.13582065	-0.357643
DDX5	0.13582845	-0.256797
NA	0.13596486	-0.478958
COL14A1	0.13608316	0.259122
EDNRA	0.13634966	0.985117
TLE3	0.13635638	-0.455021
VASP	0.13636169	-0.463695
COL5A2	0.13641096	0.573876
LTB4R	0.1364873	-1.007803
PSMD14	0.13663121	-0.345524
ABLIM1	0.13670926	0.510603
NA	0.13743694	-0.792423
LOC100133811	0.13749084	-0.401821
INPP5K	0.13779228	-0.335165
HLA-DMB	0.13791469	-0.283598
FAM168A	0.13807597	-0.268335
NFIB	0.13828139	-0.530536
DYNLT3	0.13838778	-0.285563
RGPD6	0.13842397	0.588242
FLNA	0.13848338	-0.464167
CACNA1C	0.138499	0.739451
HERPUD1	0.13866994	-0.442944
GYPC	0.13870711	-0.460389
CDK16	0.13872951	-0.338521
SLC25A1	0.13894766	-0.572488
ACOX2	0.13898356	-0.322681
THOP1	0.13900307	-0.471006
NA	0.13900369	0.973395
PPBPP2	0.13901128	0.686109
NFATC4	0.13920686	0.487564
TCOF1	0.13935484	-0.285383
NA	0.13941595	0.744482
DUSP5	0.13943932	-0.562676
SLC1A5	0.13964006	-0.337411
KRT4	0.13967671	-0.313425
IL12RB2	0.1397308	0.339381
CAMK2D	0.13977259	1.026261
INSM1	0.13991645	0.883865
PSD	0.14036912	-0.260461
LSS	0.14048165	1.016188
EIF2B5	0.14050745	-0.204539
PI4KA	0.14064203	-0.343953
CDSN	0.14070843	-0.355019
DEFA5	0.14101409	0.337961
MLF2	0.14122029	-0.255799
ARL1	0.14147577	0.312621
MUC5AC	0.14147837	-0.291583
KRT35	0.14151087	0.372412
TAF4	0.14152886	-0.34475
FKBP4	0.14158771	0.311668
RPA3	0.1419884	-0.225209
GJA5	0.14201311	-0.248331
NOP14-AS1	0.14217819	0.313581
TTPA	0.1422414	0.834377
FKBP1A	0.14253872	-0.295551
NA	0.14254011	0.557252
MPPED2	0.14282632	0.983338
AP3D1	0.14291753	-0.260006
DOK1	0.14356872	-0.408369
SLC26A3	0.14368865	0.797663
EXOC5	0.14376266	0.615909
DHX8	0.14378015	-0.219683
TRHR	0.14401297	-0.658139
NA	0.1441872	0.513208
IFI44L	0.1443638	-0.738057
2-Sep	0.14458	-0.293285
LAMA3	0.14463953	-0.470516
CCNC	0.14464611	0.42893
DCC	0.14475894	0.848083
CXCL11	0.14486808	0.910198
MAPT	0.14490162	-0.479639
PCCB	0.14490281	-0.33317
GRB10	0.14514251	-0.452683
NA	0.14529289	0.325141
RPS28	0.14532225	0.202446
NA	0.14532685	-0.633274
KIAA0368	0.14538776	-0.8449
NA	0.14546031	-0.37291
TAF13	0.14552945	-1.107611
TPTEP1	0.1458185	0.392048
TACR1	0.14584611	-0.431444
NA	0.14589764	0.535096
NOMO3	0.14599927	-0.339336
SNRPB2	0.1460762	-0.27625
GCLC	0.14611648	-0.259021
PDGFRL	0.14613168	0.679096
BCL9	0.14619856	0.429508
TRIP13	0.14623239	-0.584029
DSG1	0.14649609	0.750273
C7	0.14661474	-0.61848
PPP2CA	0.1466529	-0.293869
PLA2G5	0.14667468	-0.768971
UQCRC1	0.14668556	-0.265844
TNNC1	0.14677916	0.24481
CBR1	0.1468409	-0.329438
SLC15A1	0.14685353	0.437789
REST	0.14706476	0.686243
NA	0.14711712	0.425981
CTRB1	0.14750167	-0.455287
RPL3	0.14755481	0.176476
MTMR1	0.14779375	0.892183
MESDC2	0.14779658	0.759397
CFD	0.14784905	-0.61271
SF1	0.14791025	-0.278376
WNT7A	0.14793216	-0.521469
ARHGAP11A	0.14806997	-0.803028
IKZF1	0.14810611	0.535136
PURA	0.14824423	-1.044468
ARAF	0.14832016	-0.178047
NPTX2	0.14842059	-0.859854
DGCR14	0.14865925	-0.357115
PEX2	0.1487785	-0.222686
LPCAT3	0.14896062	-0.258493
FAS	0.14902196	-0.714249
NEUROD1	0.14907929	-0.645982
LSP1	0.14917643	-0.337964
PTPRA	0.14917913	-0.340794
HERC3	0.14951907	0.574696
NUDT2	0.14970324	0.50645
HLA-DPA1	0.14983933	-0.326193
RNF144A	0.1501507	0.331227
APOH	0.15021366	0.895323
SNRPA	0.15044197	-0.253036
RPS29	0.15066726	0.209077
RAP1A	0.1506891	-0.372414
MAN2A1	0.15087026	-0.297372
RRAD	0.15097696	-0.267654
IFI16	0.15124183	-0.291661
GBP2	0.15156266	-0.459469
NA	0.15169438	1.1965
PPP2R5A	0.15180518	-0.317276
FKBP1B	0.15183832	-0.33284
EPHB2	0.15190337	-0.738828
TP53I11	0.15252075	0.503616
LST1	0.15265928	-0.49635
GATA1	0.15270048	-0.416673
CDC25C	0.15294838	-0.573478
KHSRP	0.15295253	-0.240852
LEP	0.15296104	0.558757
SMS	0.15301857	-0.272241
TRIM40	0.15302234	-0.410539
CMC4	0.15335944	-0.745307
POLR2K	0.15341812	-0.361061
ATXN10	0.15345731	-0.314336
SLC18A3	0.15355411	-0.444279
IFNG	0.15361883	-0.616535
RASA1	0.15366812	-0.27586
TSFM	0.15367691	-0.196408
MTM1	0.15371309	0.358456
GAGE12D	0.15380297	1.019498
NA	0.15400279	0.47899
PTPN18	0.1542351	0.923522
COPS2	0.15424434	0.341841
CHERP	0.15440583	-0.324009
NA	0.15454778	0.225343
PDCD1	0.15485875	-0.344824
G6PD	0.15488222	-0.37985
TLK2	0.15491337	-0.223468
LHFPL2	0.15497685	-0.491514
GRAP	0.15498593	0.415287
SQLE	0.15499087	-0.25771
TBC1D31	0.15499156	0.522877
DBP	0.15505535	0.403799
HESX1	0.15525753	1.010774
FAM134C	0.15549297	0.281638
CD300C	0.15573538	-0.383983
CD19	0.15578225	-0.290544
CUL4A	0.15584053	-0.285188
PLK4	0.15596304	-0.320309
YIF1A	0.15600694	-0.775086
PLA2G1B	0.15618531	-0.624837
CTSA	0.15684607	-0.33619
IL16	0.15718765	0.252156
APLP2	0.1572309	-0.353313
GNG4	0.15761092	0.342
COL6A2	0.15781794	-0.336819
POFUT1	0.15790112	0.304471
NR0B1	0.15791682	-0.516044
GNGT1	0.15839913	-0.631745
IFNW1	0.15870767	0.793355
CLCN1	0.15922639	0.278351
SLC17A1	0.15922929	0.719748
CPM	0.15927592	-0.66722
NA	0.15936908	0.84681
NA	0.15977426	-0.735265
NA	0.15980582	-0.832314
NA	0.15996851	0.316177
NID1	0.16014065	-0.549889
PSMC1	0.16023347	-0.299181
RHO	0.16040317	-0.621505
PSMA4	0.16059529	-0.288476
ARHGEF2	0.16078782	0.393416
C1R	0.16081005	0.48558
EPCAM	0.16093273	0.643231
AKAP6	0.1609389	0.636102
NFKB2	0.16115905	-0.536705
NA	0.16125309	0.337749
TMPO	0.16143111	0.581195
DLGAP1	0.16145394	0.686344
PSPH	0.16155458	0.626509
AP1B1	0.16185646	-0.230128
NCBP1	0.16190567	-0.663351
PIGA	0.16209621	-0.502003
NA	0.16254138	0.239178
ADARB1	0.16259196	-0.403151
NA	0.16298549	-0.261233
CYP51A1	0.16318293	-0.371586
CEBPD	0.16319954	-0.525839
ITGB3BP	0.16353448	0.264273
SOD3	0.16362819	-0.392293
RXRB	0.16377045	0.519435
MS4A2	0.16382367	-0.95562
MAP2K5	0.1638795	-0.380018
KCNA5	0.16394482	0.630354
RABEPK	0.16417122	-0.208164
ACYP1	0.16422201	-0.332793
HOXB1	0.16424701	0.474585
NA	0.16426388	-0.345914
EPOR	0.16426852	-0.224747
GCNT1	0.16443553	-0.510326
NA	0.16478641	0.206095
RPS6KA1	0.16488928	-0.226048
RND2	0.16500187	-0.41419
IGJ	0.16501121	-0.428218
CALCRL	0.16530977	0.439862
GLG1	0.16536094	0.465552
IDUA	0.16555531	-0.255964
CHKA	0.16565345	-0.56501
SUMO1	0.16570927	0.242506
PDK3	0.16598539	-0.648648
RAD52	0.16626364	-0.66178
LAGE3	0.16637552	-0.308564
CHRNB3	0.16639947	-0.519905
KIAA0040	0.16654856	0.662842
TUG1	0.1669426	-0.193613
CLDN5	0.16700626	0.821789
UGT8	0.16701906	0.609011
NA	0.16706943	0.245759
CR1	0.16722563	-0.515167
PTGS2	0.16723958	-0.963816
BMP4	0.16724246	0.234513
POLR2F	0.16727919	-0.193042
WTAP	0.16730096	-0.352839
FNTA	0.16731093	-0.268726
SPRR2C	0.16731114	-0.385249
SNRPN	0.16756742	0.556331
MAML1	0.16815385	-0.270578
NA	0.16817102	0.721238
HLTF	0.16822058	0.552358
UFM1	0.16830128	0.344597
NA	0.16838539	0.561855
INPP4A	0.16844291	0.644627
HNRNPA1	0.1685723	-0.251212
ATP6V0B	0.16888578	-0.30323
NA	0.1688926	1.835071
TOP1	0.16901194	0.540666
FGF3	0.1692118	-0.548257
CRYBB2	0.16927524	-0.568275
PROX1	0.16928751	0.664947
RNASE1	0.16943678	-0.440849
NA	0.16964352	0.421544
PHF20	0.16967235	-0.941229
CXorf40B	0.17001967	0.715809
ELN	0.17004881	0.58679
GLMN	0.17050498	-0.814291
PRKCA	0.17067099	-0.385346
FGF9	0.17081423	0.484356
HLA-DOA	0.17114033	0.914636
NDRG1	0.17126141	-0.272537
TYR	0.171462	0.540206
FDXR	0.17153331	-0.416151
PSEN1	0.1716671	0.270494
TRAIP	0.17175543	0.564468
PPP1R1A	0.17227588	0.556365
GNA13	0.17229162	1.096674
NA	0.17243616	-0.655558
HSP90B1	0.17255181	-0.327201
TXN2	0.17284462	-0.31479
FXYD3	0.17292985	-0.436255
TAP2	0.17309272	-0.704822
ENTPD1	0.17318737	-0.306046
CENPE	0.17320157	-0.699785
BRE	0.17321628	-0.260541
NA	0.17338376	1.394213
VDAC2	0.17365934	-0.195227
NUP188	0.1738048	-0.213242
AGPAT1	0.17385397	-0.228794
GP1BA	0.17393815	-0.418765
ARFIP2	0.17425645	0.190212
GRK4	0.17441378	0.451227
SNRPD1	0.17445537	0.214603
ROS1	0.17453346	-0.778221
AGXT	0.1747305	-0.41033
NPAS1	0.17477893	-0.581748
MGLL	0.1748505	-0.498185
LOXL1	0.17504373	0.519853
NDUFA12	0.17533438	-0.12188
MALL	0.17560809	-0.825456
SERPINA1	0.17574261	-0.395357
SNTA1	0.17585818	-0.395278
LOC100506699	0.17599347	0.436815
MAZ	0.17615107	1.111298
TMPO	0.17641545	0.782311
GNAI1	0.17644403	0.632147
NA	0.17664095	0.649244
CDS1	0.17679672	0.722128
RBM6	0.17685736	0.442471
CNN2	0.17692515	-0.206268
IL13	0.17704614	-0.537915
DTNA	0.17724564	-0.633842
SLC9A6	0.17840405	-0.233376
USPL1	0.17855447	-0.505853
NUP160	0.17857639	0.416674
RPS6KA3	0.17858851	0.509954
PIK3CA	0.17899488	0.384387
SEPW1	0.17927282	-0.285461
PNP	0.17985943	-0.31364
PAX2	0.18012699	-0.325898
CTNND1	0.18040602	-0.328361
PPP2R5D	0.18046839	-0.379824
GRIN2A	0.18076283	-0.54493
SLK	0.18090025	0.191355
EPHA5	0.18096018	-0.624942
HTR2A	0.18100966	-0.562655
CDC123	0.18123569	-0.316151
CCL23	0.18139024	0.613227
CPA2	0.18144156	-0.251216
ACTG2	0.18165536	0.827474
DDOST	0.1822085	0.290183
COMMD1	0.18226911	-0.276949
ACTB	0.18226928	-0.560576
F5	0.18254594	-0.542526
PSMA2	0.18258338	-0.267535
OAT	0.18272584	-0.283
APPBP2	0.18273355	0.325606
PARP1	0.1829587	-0.319698
PLA2R1	0.18307673	0.837225
CD4	0.18308337	0.725294
NA	0.18329472	0.369499
SAA2	0.18336289	0.321767
ADAR	0.18338051	-0.275946
ZNF165	0.18345972	0.813422
GAB1	0.18356713	0.550534
NA	0.18361582	0.203468
MAP1A	0.18433429	-0.688137
NEK4	0.18462213	-0.42853
SLC18A1	0.18508456	0.602883
MMP17	0.1851046	-0.474164
CASP10	0.18522622	-0.525687
NA	0.185317	0.354718
NA	0.18532334	0.660478
AQP1	0.18538459	-0.553345
GUCA1A	0.18543035	0.564288
TIAL1	0.1855053	-0.538987
HNRNPC	0.18568204	-0.251391
PCK1	0.18597032	-0.641264
SNRK	0.18598025	1.665318
GTF3C2	0.18598258	0.287196
HSP90AB1	0.18634132	0.336988
ERCC5	0.18663309	-0.286162
PEX12	0.18684394	0.73308
CIR1	0.18687123	-0.264474
COMP	0.18691221	-0.507361
LSR	0.18729872	0.751049
NA	0.18745601	1.078641
ANGPT1	0.18809417	0.343743
GRM5	0.18822441	0.417253
MVK	0.18853354	-0.205279
RAB33A	0.18862279	0.246754
ITGA3	0.18863003	-0.444048
NA	0.18877061	0.727918
NA	0.18885129	-0.430952
ZNF32	0.18906871	-0.312491
GANAB	0.18913682	0.17707
CYTH2	0.18919277	-0.258722
SUCLG1	0.18931242	0.168111
THBS4	0.18931658	0.601982
MCFD2	0.18940657	-0.174827
LGALS4	0.18948833	0.379471
CHRM3	0.18967757	0.664621
MMRN1	0.18979563	-0.654519
SLC6A6	0.18981858	-0.761289
LYST	0.18989472	0.399423
EED	0.18993218	-0.335119
NME2	0.19031414	-0.283686
SMARCA4	0.19053762	-0.2938
LPIN1	0.1906148	-0.319666
RBPMS	0.1907472	0.283388
DMC1	0.19081672	0.739452
MMP19	0.19112115	-0.374849
PPP2R4	0.19117997	-0.863769
STAC	0.19120707	0.660841
FABP5P2	0.19120888	-0.297679
ZNF212	0.19131389	-0.18905
ADCY1	0.19140064	0.306808
PABPC4	0.191529	-0.279104
DEFA6	0.19158927	0.437912
RDX	0.19165487	0.729797
ARHGDIB	0.19168491	-0.169452
PRPS1	0.19170377	-0.196048
GYPA	0.19191886	-0.917124
IFITM1	0.19241831	-0.24886
ABCB5	0.19257669	0.463868
THPO	0.19280354	0.630099
HCFC1	0.1928134	-0.245966
LMAN2	0.19304808	-0.328017
E2F3	0.1930788	-0.322641
ERF	0.19312722	-0.747545
PHKG1	0.19314699	-0.297957
NA	0.19338172	-0.214939
GJA4	0.1934417	-0.516721
NA	0.19350964	0.779216
SMARCC1	0.19378406	0.200189
PAH	0.19383402	0.618512
RPL4	0.19426831	0.220053
DHH	0.19441855	0.471349
THRB	0.19456598	0.645875
COL4A3	0.19480688	-0.8159
PDE4A	0.19496624	-0.579528
CACNA1C	0.19502112	0.350894
LAMA2	0.19528647	-0.718163
POR	0.19549653	-0.274746
PTCH1	0.19555751	0.445929
NA	0.19564334	-0.504175
ADAM11	0.19566006	0.330258
EHHADH	0.19573239	-0.715837
MYL3	0.19607311	-0.311189
MMP15	0.1963091	0.261272
NRF1	0.19635278	0.45889
TFDP1	0.19640207	-0.519612
ESR1	0.19653883	-0.68395
NA	0.19657293	-0.371269
GLRA1	0.19671944	0.48526
AGTR2	0.19675856	0.709063
CREBBP	0.19686597	-0.282642
THRA	0.19695517	0.279111
MST1L	0.19700202	0.4971
LOC100133773	0.19769171	-0.180236
MGAT3	0.19782489	0.368952
PDGFRB	0.19802534	0.676985
NA	0.19831118	-0.23167
RBMY1J	0.19838511	0.814827
TTYH2	0.19884516	0.522726
KPNA5	0.19890988	0.559232
CCT2	0.199011	0.336438
TGFB3	0.1992152	-0.335482
SLC22A16	0.19954195	-0.539537
FAM13C	0.19971534	-0.875545
TCP1	0.19993001	0.236815
S100A4	0.20054454	-0.351641
HSPB2	0.20066542	-0.322997
LRRC41	0.20066751	-0.24061
NA	0.20079828	0.185099
NA	0.20084169	0.440241
CRYZ	0.200985	0.421803
NA	0.20122765	0.866482
GRM5	0.20140174	0.562722
GALNT1	0.20144111	-0.20798
FBXW4P1	0.20228011	0.654333
NMT1	0.20254632	-0.233849
RPP38	0.20291199	0.273025
RAP1GAP	0.2029717	-0.664667
SMARCC2	0.2030785	0.400446
ATP5O	0.20308332	0.197452
ITGAD	0.20315707	0.431591
CHRNA2	0.20320078	-0.518406
VBP1	0.20349534	-0.214184
MCL1	0.20373973	-0.281802
PAX5	0.2039959	-0.455832
IL9	0.20402602	0.599821
PIK3CD	0.20402993	0.739573
EVX1	0.20406846	-0.589851
CTBS	0.20442108	-0.278666
ZNF137P	0.20470044	0.300993
RAG2	0.20478653	-0.681534
FGF7	0.20478797	-0.807822
IDH3B	0.20505556	-0.331962
LLGL1	0.20509409	-0.475352
RGP1	0.20531938	0.151886
HTRA1	0.20535714	-0.441022
MAP2K4	0.20540633	0.35153
USP8	0.20542125	0.288592
PIAS1	0.20564706	0.21051
GNPDA1	0.20585421	-0.217791
ADRB3	0.20608268	-0.160896
NA	0.20609955	0.765966
SMR3B	0.20616679	0.770983
NCOA2	0.20652748	0.600436
KLHDC10	0.20658829	0.603202
HIST1H3F	0.2068533	0.577353
NA	0.20687557	-0.470937
COL16A1	0.20690768	0.266511
NA	0.20757691	-0.456775
HSPD1	0.20766026	0.24587
MFAP2	0.20775446	-0.454611
CKB	0.20796715	-0.607575
DNAH8	0.20798278	-0.9255
GAD1	0.20812523	-0.624274
KLK1	0.20861075	-0.67471
RPS27AP16	0.20864133	-0.160952
TM9SF1	0.20872292	-0.26616
NR2F2	0.20877058	-0.754541
SSBP1	0.20884143	-0.180374
WASF3	0.2089179	-0.819106
BCKDHB	0.20910695	0.500348
USP4	0.20922979	-0.223964
TFF3	0.20938319	-0.455403
GTF2H4	0.20953025	-0.464141
SLC25A16	0.20959179	-0.569174
PLCG1	0.2096357	0.307345
ATP1B2	0.21063366	-0.440721
PEPD	0.21067358	-0.250824
PDE3A	0.21112911	0.676496
PDE6B	0.2112501	0.42683
GNB3	0.21129153	0.379296
GPX3	0.21159786	0.326591
TAB1	0.21160102	-0.386837
LCN1	0.21162667	-0.495837
SCGB1A1	0.21178088	-0.523575
CRABP1	0.2118551	-0.613867
CCT6B	0.21194401	-0.517447
INS-IGF2	0.21240335	-0.342704
RPS5	0.21246671	0.187637
PPIC	0.21246824	0.513481
CD7	0.21256928	0.391826
BST1	0.21285012	-0.279272
PHLDA1	0.21354233	-0.564202
TRDN	0.21371156	-0.816914
ADRA1D	0.21387621	0.287156
GCK	0.21416015	-0.259024
NA	0.21419244	-0.480413
PKP1	0.21421951	-0.46905
RELA	0.21428464	0.76162
ARHGEF7	0.21442264	-0.245348
NAE1	0.21454206	-0.315179
RAB9A	0.21461401	-0.254292
CDH12	0.21483961	0.856873
CDK17	0.21492786	0.739364
NA	0.21529913	-0.569402
COL6A3	0.21545553	-0.911334
CDKN1C	0.21551916	-1.066265
STX4	0.2156042	-0.231075
MVD	0.2157031	-0.200261
CP	0.21584642	0.55876
TMED1	0.21615193	-0.313364
NA	0.21634877	0.432378
MXD1	0.21700628	-0.734221
NA	0.21703888	-0.20627
NCSTN	0.21713777	-0.191267
SMN2	0.21724275	-0.276143
CD1A	0.21743985	-0.460154
SPR	0.21748604	0.309921
HDAC1	0.21762542	-0.201941
NCOR2	0.21774477	0.477099
ART3	0.21778523	0.899686
ALPPL2	0.21784176	-0.343645
NA	0.21789694	-0.248564
ORM1	0.21793384	-1.279565
OAZ1	0.21795648	-0.148058
PLA2G16	0.21802201	-0.466328
SLC30A1	0.21802702	-0.258271
CYP3A43	0.21811547	0.621924
BGLAP	0.21821048	-0.631271
TOP1	0.21827036	-0.356036
RLF	0.21873249	-0.275164
ADD1	0.21892381	1.281044
PSMD6	0.21894619	-0.250451
CYP2A6	0.21909234	-0.351241
TIAM1	0.21929411	-0.381046
RPS7	0.21932902	-0.161344
URB2	0.21974325	0.348107
PSMC6	0.22003281	-0.256763
PLAU	0.2204106	-0.417142
LCK	0.22042904	0.560189
NPR2	0.22056358	-0.472588
HMGB1	0.22065992	0.292735
TNFRSF11B	0.22073439	0.560609
ATP2B1	0.22084725	-0.467615
TRAF5	0.22086997	0.439916
B2M	0.22093878	-0.14442
SSRP1	0.22115247	-0.238074
GNAO1	0.2215856	-0.264081
CDK6	0.22183161	0.302416
GFRA2	0.22205786	-0.49621
PCSK6	0.22223399	-0.50032
GEM	0.22228282	0.574531
EIF4A1	0.22262765	-0.22122
PDK1	0.22264963	0.628288
EMP3	0.22276582	-0.25799
NA	0.22333852	0.570452
UBE3C	0.22335904	-0.280009
CYP2A6	0.22351993	0.46169
GPR176	0.22372512	-0.404932
SSTR3	0.22375063	0.472538
APBA1	0.2239504	0.362448
CXCR4	0.22420333	-0.360878
PTOV1	0.22427562	-0.26196
COX10	0.22427835	-0.183669
UBA7	0.22440937	-0.229145
FOLR3	0.2244713	-0.681696
NA	0.22449999	0.430056
R3HDM1	0.22487935	-0.190729
POU3F1	0.22488945	-0.53299
NA	0.22516417	0.495875
COL10A1	0.22521322	0.686495
IGF1	0.22521823	0.657758
TNXB	0.22528127	0.26268
HSD17B3	0.22542553	0.537115
MC4R	0.22549083	0.404236
APRT	0.22558272	-0.318931
ARF5	0.22570498	-0.203204
NDN	0.22588653	-0.417554
IDO1	0.22629656	-0.252209
OPN1MW2	0.22632767	0.33822
FCGBP	0.22640664	0.634975
MLN	0.22696579	-0.320873
CSTF1	0.22697719	0.367272
SCAF11	0.22697963	0.325383
NA	0.22711471	-0.462389
COL11A1	0.22714933	0.409987
TERF1	0.22718311	0.363753
NA	0.22718825	0.39757
AFF1	0.22720399	-0.188836
AP3M2	0.22722723	-0.291987
LOC100133623	0.2272966	-0.964221
TFRC	0.22730361	0.413532
C8A	0.22738925	0.597731
NRL	0.2274556	-0.625269
GABPB1	0.22778259	-0.248571
IL10	0.22783694	-0.475477
SKP2	0.2279531	0.555372
BPTF	0.22810837	0.532081
DTYMK	0.22812726	-0.217234
ASNS	0.2281824	-0.23874
IL6	0.22824763	0.885893
LAMP1	0.22828627	0.882468
CYP21A2	0.2284743	0.226078
NA	0.22871952	-0.198469
KDM5D	0.22885654	1.562619
HUMBINDC	0.22906516	-0.275124
VRK1	0.22907693	0.355625
GNAI3	0.22926283	-0.281995
ME3	0.22926729	-0.487656
SMARCA1	0.22955876	0.279106
N4BP2L1	0.22992536	-0.324125
ZFX	0.22995909	-0.794827
DCTN6	0.23006825	-0.208175
AKT3	0.23023296	-0.639868
PRPF4B	0.23046632	0.339286
PPP6C	0.23046865	-0.298945
NA	0.23049227	-0.570494
TRIM28	0.23052116	-0.17506
PHB2	0.23057743	0.153662
SNX19	0.2306332	0.182622
PMS2P3	0.23068456	0.2595
GRB7	0.2307485	-0.514158
AMD1	0.23084724	0.362029
TRIM26	0.23089028	-0.174546
IL11RA	0.23100192	-0.380981
PXDN	0.23133442	0.488783
TF	0.23143803	0.625863
IL2RA	0.23195985	0.660388
DUSP2	0.23207856	-0.432519
TAF15	0.23212782	-0.514758
MAT2A	0.23249021	0.568948
MAP2K1	0.23292961	-0.246263
MELK	0.23297115	-0.576271
ARSD	0.23309959	-0.297072
SLC1A3	0.23329912	0.898131
PCK2	0.23359013	-0.233415
SRSF7	0.23374616	0.258595
