#Gene	P.Value	logFC
LY9	2.72E-04	0.709651
DYRK2	2.72E-04	0.3823299
CDC5L	2.72E-04	0.3339398
PNMAL1	2.72E-04	-0.5353194
DAZAP2	2.73E-04	-0.1633035
GOLGA3	2.73E-04	0.4836572
NKX2-5	2.74E-04	-0.7982195
SNRNP27	2.75E-04	0.3403013
S100PBP	2.76E-04	0.3159944
CACTIN	2.76E-04	0.4094312
TNS1	2.77E-04	-0.9684131
PDXDC1	2.78E-04	0.1917826
MAP3K12	2.78E-04	0.4613874
PYCRL	2.78E-04	-0.5567318
NEIL1	2.79E-04	0.4292271
NDUFA4L2	2.80E-04	-0.5327791
LRCH3	2.82E-04	0.370597
GOLGA8DP	2.83E-04	0.4251317
C2CD2	2.83E-04	0.5796902
COIL	2.84E-04	0.9844662
RSL1D1	2.84E-04	0.3828183
HOXB2	2.84E-04	0.4726535
ARL3	2.85E-04	-0.2692469
NUP160	2.86E-04	0.3671436
NBAS	2.86E-04	0.2608085
INADL	2.87E-04	0.8258503
ARL4C	2.87E-04	0.6436236
SUCLG2	2.87E-04	0.5955998
B3GAT3	2.87E-04	0.4722979
ARPC3	2.87E-04	-0.3028468
CHRNE	2.88E-04	-0.3345507
PLK2	2.88E-04	-0.7962922
CYLD	2.89E-04	0.5385947
RPS19	2.89E-04	0.2286048
TRAM2	2.89E-04	0.2538882
LTK	2.90E-04	0.4760192
BTBD18	2.91E-04	0.9570989
ZFC3H1	2.91E-04	0.2646648
AP1M2	2.92E-04	-0.551724
SPRED2	2.93E-04	-0.6147901
UBTF	2.93E-04	0.3125976
DCTN5	2.94E-04	0.2934113
PCSK5	2.94E-04	0.3003757
STX16	2.95E-04	0.2783321
ICE1	2.95E-04	0.3381343
RANBP9	2.95E-04	0.2402904
TTC3	2.96E-04	0.7035946
MTRR	2.96E-04	0.2997858
RANBP1	2.96E-04	0.3021961
BHLHE40	2.99E-04	0.4935209
KLRC4	2.99E-04	0.6965406
PTENP1	2.99E-04	-0.3169035
TGM2	3.00E-04	-0.9624129
RORA	3.00E-04	0.6130772
LRP5L	3.01E-04	0.8465397
DBP	3.01E-04	0.4553167
COPS3	3.02E-04	0.2649483
PPP6R2	3.02E-04	0.3884976
NA	3.02E-04	0.5980939
POLR3D	3.02E-04	0.6377963
NA	3.03E-04	-0.3380332
RHOBTB1	3.04E-04	-0.7899119
IFI44	3.04E-04	0.4938231
PTPRCAP	3.05E-04	0.6842614
SLC39A1	3.06E-04	-0.5603271
SPHK1	3.06E-04	-0.5060281
HOXA10	3.06E-04	0.8330101
SMARCA2	3.07E-04	-0.7639883
CCHCR1	3.07E-04	0.602043
FAM21D	3.08E-04	0.2361775
TNXB	3.09E-04	0.7263306
MAP3K8	3.09E-04	-0.5968875
MKRN1	3.10E-04	-0.3155989
GPX3	3.11E-04	-0.5516126
TPP1	3.11E-04	0.5147183
SAPCD1	3.11E-04	0.7787409
BCKDK	3.12E-04	-0.4166501
CBFA2T2	3.12E-04	0.5919428
FOXO1	3.13E-04	0.514975
IQCE	3.13E-04	-0.5759586
MBOAT7	3.13E-04	-0.8331611
SLC16A3	3.14E-04	-0.565345
FAM50A	3.15E-04	0.2708149
LIF	3.16E-04	-0.7403624
GPATCH1	3.16E-04	0.7934725
TFB1M	3.16E-04	0.3302323
ARPC5	3.18E-04	-0.4066265
NAGK	3.18E-04	0.4666261
SNRPF	3.18E-04	0.3094556
ERP44	3.19E-04	-0.252635
FSCN1	3.19E-04	-0.8220802
LRRC20	3.19E-04	0.6169371
ICAM1	3.20E-04	-0.5730691
POLR2F	3.20E-04	0.4553722
UBAP2L	3.20E-04	0.282491
COTL1	3.20E-04	-0.268807
ITGB1BP2	3.23E-04	0.7888739
UNG	3.23E-04	0.4358084
DLAT	3.23E-04	0.281534
IRF4	3.24E-04	0.3137577
ZNF24	3.24E-04	0.2844383
RPL6	3.24E-04	0.2522817
NPFF	3.24E-04	0.6289619
NACA	3.25E-04	0.2134173
TRIM24	3.25E-04	-0.2717339
DHX30	3.25E-04	0.303006
MTF2	3.25E-04	0.3950582
STX8	3.26E-04	0.3357244
IRF3	3.26E-04	0.5190883
SYN2	3.26E-04	-0.2918003
VPS52	3.27E-04	0.5896537
MED6	3.28E-04	0.4937801
TMEM194A	3.28E-04	0.7954339
8-Mar	3.29E-04	-0.5320267
LAIR2	3.29E-04	0.5053605
RSRC2	3.30E-04	0.3018826
TRIM10	3.31E-04	-0.5298502
KISS1	3.31E-04	-0.4997621
ST6GALNAC2	3.33E-04	-0.7426463
A4GALT	3.34E-04	-0.6382411
PFKFB3	3.36E-04	-0.5088901
AKAP1	3.36E-04	0.7118898
SNX3	3.36E-04	-0.2709198
TAF9B	3.36E-04	0.3300195
NA	3.37E-04	-0.4097138
SPCS1	3.37E-04	-0.2071298
PHGDH	3.37E-04	-0.3194434
PCSK6	3.39E-04	-0.6058773
SP140	3.39E-04	0.4095404
KCNH2	3.40E-04	-0.3569614
PIGH	3.40E-04	0.318293
PTEN	3.41E-04	-0.3293886
SMC6	3.41E-04	0.3801115
MMP19	3.42E-04	-1.0047149
RAE1	3.42E-04	0.2643029
CHGA	3.43E-04	-0.6230464
ARHGEF12	3.44E-04	-0.4076623
SF3B1	3.44E-04	0.5366031
TBCB	3.44E-04	0.3978051
ECI2	3.45E-04	0.3559116
PUF60	3.46E-04	0.2474688
COL11A2	3.46E-04	-0.2875931
PRLH	3.47E-04	-0.378041
CD2AP	3.47E-04	0.4706389
NPIPB5	3.48E-04	0.5138714
SFI1	3.48E-04	0.6566626
PURA	3.49E-04	0.4417936
TCTN3	3.50E-04	0.27739
AP3D1	3.50E-04	-0.2146316
TGDS	3.50E-04	0.2480648
CHD4	3.50E-04	0.2737892
YPEL5	3.51E-04	-0.2461129
TUBA1C	3.52E-04	-0.279606
NOLC1	3.53E-04	0.3010354
KIR2DL2	3.53E-04	0.7428386
KRT33B	3.54E-04	-0.3354893
ACAD10	3.55E-04	-0.3889084
FAM208A	3.56E-04	0.458825
BLNK	3.58E-04	0.5822423
HEATR3	3.59E-04	0.4981779
PTBP1	3.59E-04	0.2340909
NR2C1	3.61E-04	0.7867636
SPTSSA	3.61E-04	-0.2983593
SYT11	3.62E-04	0.2974126
MAP1LC3B	3.62E-04	-0.3681032
TM4SF1	3.62E-04	-0.991769
RRN3P1	3.64E-04	0.8880923
AKAP13	3.64E-04	1.0802731
MCM5	3.64E-04	0.6766508
RPL10A	3.65E-04	0.2377586
PDS5A	3.65E-04	0.3783001
DNAJA2	3.65E-04	0.2853534
BPGM	3.65E-04	-0.5309804
ANXA8L1	3.67E-04	-0.2510288
APOM	3.67E-04	-0.288067
MIPEP	3.69E-04	0.6932893
CEACAM1	3.69E-04	-0.3349468
PAIP1	3.70E-04	0.3703729
PDS5A	3.72E-04	0.306108
MEPE	3.73E-04	-0.5145949
MCF2	3.73E-04	0.8109871
EIF1AX	3.75E-04	0.536542
SPSB3	3.75E-04	0.2540639
SMARCA5	3.76E-04	0.4523299
NA	3.77E-04	0.3307639
CDK13	3.77E-04	-0.5016379
PSMD12	3.78E-04	0.2566371
GDF5	3.78E-04	-0.5172277
C19orf53	3.78E-04	0.2782806
NELFA	3.80E-04	0.2669273
HEXIM1	3.81E-04	0.7213994
DIS3	3.82E-04	0.4163887
GRK1	3.83E-04	-0.5875021
CTCFL	3.83E-04	0.2992898
HMGN3	3.84E-04	0.3798811
CYFIP2	3.84E-04	0.3357741
TMEM223	3.85E-04	0.6625982
ACTG2	3.85E-04	-0.3325471
NETO2	3.85E-04	-0.4729132
SEL1L	3.85E-04	-0.2158705
TGM2	3.86E-04	-0.4136357
MBNL1	3.86E-04	-0.2447038
DGKZ	3.86E-04	0.4505582
UTP14A	3.87E-04	0.2561309
UPF1	3.88E-04	0.4841141
TMEM123	3.89E-04	-0.2646715
GEMIN4	3.89E-04	0.7389662
SON	3.89E-04	0.2485682
DDX54	3.89E-04	0.2316417
KIR3DL2	3.89E-04	0.7262129
MRPL48	3.90E-04	0.330097
HNF1B	3.91E-04	-0.4401033
IFITM1	3.93E-04	-0.2892003
IL1RN	3.94E-04	-0.6529729
GIPR	3.95E-04	-0.7768775
SMA5	3.95E-04	1.0654504
SLC48A1	3.98E-04	-0.3581639
ASAP3	3.98E-04	-0.8224845
COX7A1	3.98E-04	-0.5850694
CASP6	3.99E-04	0.6337714
CDK10	3.99E-04	0.9259251
SLC38A7	4.01E-04	0.5625254
KIR2DL5A	4.03E-04	0.3852388
IFNAR1	4.03E-04	-0.5821857
UBE2D4	4.04E-04	-0.1655671
TARS	4.05E-04	0.2600126
NA	4.05E-04	0.4970634
SUV420H1	4.06E-04	0.4108558
MAP4K5	4.06E-04	0.2996134
NASP	4.06E-04	0.2054104
MKL2	4.07E-04	0.3504443
ITGB3	4.08E-04	-0.4165128
CAND2	4.08E-04	0.4313528
CD72	4.08E-04	0.8145783
GK	4.09E-04	-0.8396215
GYPE	4.09E-04	-1.0164
POLDIP3	4.09E-04	0.3400457
PHLPP2	4.10E-04	0.2477901
MC3R	4.13E-04	-0.7412212
F3	4.16E-04	-1.0335049
SLC16A3	4.16E-04	-0.7057617
CDCP1	4.18E-04	-0.7420543
ZNF93	4.19E-04	0.2643055
PSMF1	4.19E-04	-0.3895833
CLASP2	4.19E-04	0.285123
TRMT1	4.20E-04	-0.8870855
MDH1	4.20E-04	0.2367243
MUC1	4.21E-04	-0.3430038
EIF1AX	4.21E-04	0.4161501
RCHY1	4.21E-04	0.3490915
RPL23	4.22E-04	0.2306302
MFN1	4.22E-04	0.5072675
MED18	4.24E-04	-0.5719192
ADAM8	4.24E-04	1.0457093
CLIP1	4.26E-04	-0.2845909
HAND1	4.27E-04	-0.3693126
CLIP2	4.28E-04	-0.4223864
INPP5E	4.28E-04	0.3750999
NCR2	4.28E-04	-0.2941197
FAM20B	4.28E-04	-0.2684416
RNF40	4.29E-04	-0.4032113
NA	4.29E-04	-0.7088557
ZNF273	4.31E-04	0.3632587
HKDC1	4.31E-04	-0.6295879
SLCO3A1	4.31E-04	-0.2709817
ZNF14	4.32E-04	0.4017172
LPCAT4	4.33E-04	1.0404032
GPRC5D	4.33E-04	-0.2624244
PPP3CC	4.33E-04	0.3201781
MAN1A1	4.34E-04	-0.312761
BTN3A2	4.34E-04	0.6220992
AGK	4.35E-04	0.4489129
ARHGEF3	4.35E-04	0.2728378
AKTIP	4.37E-04	0.4713407
UBTF	4.37E-04	0.8251551
GIMAP5	4.38E-04	0.5780423
EIF3J	4.39E-04	0.2401873
PDLIM4	4.39E-04	-0.8380946
SRC	4.40E-04	-0.8865371
PPP1R11	4.40E-04	-0.3076714
ATP2A2	4.42E-04	0.3121341
LARS	4.44E-04	0.3767126
GTF3C1	4.45E-04	0.3681275
CALR	4.45E-04	0.6905836
CCDC9	4.46E-04	-0.2346662
HCLS1	4.46E-04	-0.2932013
CPSF4	4.48E-04	0.2207131
CLDN15	4.48E-04	0.6240798
SPOCK2	4.48E-04	0.4499872
FAM117A	4.49E-04	-0.407325
LTBP4	4.49E-04	0.6254207
RORA	4.49E-04	0.5245116
CCND1	4.50E-04	0.7495718
ACLY	4.50E-04	0.2409154
FAM111A	4.51E-04	0.4514369
MC2R	4.53E-04	-0.374793
GMIP	4.54E-04	-0.4556628
FAH	4.56E-04	-0.3563137
RAB3GAP2	4.57E-04	0.2587819
RBM26	4.57E-04	0.3255927
NA	4.58E-04	1.1156017
CTBS	4.58E-04	-0.3821379
SLC7A6	4.58E-04	0.3561866
LOC440434	4.59E-04	0.1939298
FGF13	4.60E-04	-0.9710345
SCAF4	4.61E-04	0.5466837
KPNA4	4.61E-04	-0.2451573
ROCK2	4.62E-04	0.6350549
LTK	4.62E-04	0.700456
EGR1	4.63E-04	-0.7362403
HMG20B	4.63E-04	0.5319473
CPD	4.64E-04	-0.4194036
CRY1	4.65E-04	0.5951426
NACA	4.65E-04	0.2050602
FKBP3	4.65E-04	0.4040841
U2SURP	4.65E-04	0.3864382
TIPRL	4.66E-04	0.6920405
MIS18A	4.67E-04	0.3218622
NA	4.68E-04	0.6234762
LASP1	4.68E-04	-0.2465658
NLRP3	4.70E-04	-1.026823
NA	4.71E-04	-0.435101
ZNF227	4.72E-04	0.8787098
FXN	4.73E-04	0.2632168
RAD21	4.73E-04	0.2921442
RPARP-AS1	4.73E-04	0.4045641
POGK	4.73E-04	0.2579457
MAP3K4	4.73E-04	0.3520056
SRSF11	4.73E-04	0.3519212
NUDT4P1	4.73E-04	0.2313048
THOC2	4.74E-04	0.6167686
RNF170	4.74E-04	0.9544058
SLC31A2	4.76E-04	-0.3541116
ILF3	4.80E-04	0.2641135
NUP93	4.80E-04	0.659206
RAD50	4.80E-04	0.7632249
FBXO42	4.80E-04	0.8069968
ZNF518A	4.80E-04	0.4511747
CUL4B	4.82E-04	0.4995008
MERTK	4.83E-04	-0.4034241
MUC3A	4.84E-04	-0.340016
ALCAM	4.84E-04	-0.3301313
CCNI	4.85E-04	0.2725369
N4BP2L1	4.85E-04	-0.2581669
CACNB3	4.85E-04	0.5694166
CLINT1	4.87E-04	0.2543926
UBA3	4.87E-04	0.2865123
TSC1	4.88E-04	0.2239091
REPS2	4.88E-04	-0.7295177
PPAP2C	4.88E-04	-0.8300926
KANK2	4.88E-04	-0.4414335
ARHGAP32	4.88E-04	0.6013526
TNPO1	4.88E-04	0.2714492
TNRC6B	4.89E-04	0.4747498
EIF1AX	4.89E-04	0.4335863
DDX17	4.91E-04	0.4101481
ZNF184	4.91E-04	0.7106155
BAIAP2	4.93E-04	-0.5762077
PMS2P1	4.93E-04	0.2184762
INS-IGF2	4.94E-04	-0.4876703
PDHB	4.94E-04	0.4367238
FECH	4.95E-04	-0.8298243
SMARCC1	4.97E-04	0.231401
ITPK1	4.97E-04	-0.3046875
SNRPD2	4.97E-04	0.3605276
DLX5	4.97E-04	-0.9535247
UPF3A	4.99E-04	0.3006837
NFATC4	4.99E-04	-0.7656223
JAG2	4.99E-04	-0.2589335
ICAM1	5.00E-04	-0.5370697
CHKA	5.00E-04	0.4462329
MRPS18B	5.01E-04	0.3773486
LILRB2	5.02E-04	-0.444671
STK4	5.02E-04	0.4741729
MMP14	5.09E-04	-0.4766862
PRKDC	5.09E-04	0.2764371
HIST1H2BM	5.10E-04	-0.8464657
ATXN2L	5.11E-04	0.8799595
RIN2	5.11E-04	-0.4744628
TEF	5.12E-04	-0.8195949
YY1	5.12E-04	0.5922041
NA	5.16E-04	-0.6296338
N4BP1	5.17E-04	-0.2213772
ZNF224	5.17E-04	0.4222469
HBG2	5.18E-04	-0.9805212
CASP2	5.19E-04	-0.5651514
STAT1	5.20E-04	-0.4123828
DMPK	5.21E-04	-0.5144796
RGS6	5.21E-04	-0.5345026
ISG20L2	5.22E-04	0.2848297
AMZ2	5.24E-04	0.1772179
NMT1	5.24E-04	1.0190686
NOL9	5.25E-04	0.312798
ZNF358	5.25E-04	-0.5769886
OSBPL3	5.25E-04	0.3061081
B4GALT5	5.26E-04	-0.4542967
MTERF4	5.26E-04	-0.2183897
IL13RA2	5.28E-04	-0.7123096
UBE2B	5.28E-04	-0.3414437
OTUB1	5.30E-04	0.5150367
RAB27B	5.30E-04	-0.637937
CCHCR1	5.31E-04	0.4986486
GLTSCR2	5.31E-04	0.218002
DNAJC8	5.34E-04	0.1798163
HAUS3	5.35E-04	0.4874129
CLPP	5.36E-04	0.3212124
DLX2	5.36E-04	-0.3703948
TSGA10	5.37E-04	0.8514662
MRPL28	5.37E-04	-0.2365837
HERC2	5.37E-04	0.3463791
TAF1D	5.37E-04	0.3208893
MBD4	5.39E-04	0.3768955
CTDSPL	5.40E-04	-0.8038198
ABHD8	5.40E-04	-0.7083879
ADCK4	5.41E-04	-0.6198463
NA	5.41E-04	0.387936
COL6A1	5.46E-04	0.5629717
CDK14	5.47E-04	-0.3252084
HSFX2	5.47E-04	-0.812067
PTMA	5.47E-04	0.351724
MN1	5.48E-04	-0.68447
CYP1A2	5.48E-04	-0.3058211
CUX1	5.48E-04	-0.3641844
TPI1	5.49E-04	-0.2698044
SCD	5.50E-04	-0.5074655
C2orf68	5.50E-04	0.467023
TBC1D4	5.52E-04	0.4065022
EFCAB2	5.52E-04	-0.909569
DCAF8	5.52E-04	0.3483679
NA	5.53E-04	0.3279664
PTPRH	5.53E-04	-0.3732469
CALM1	5.55E-04	0.322845
NLRP2	5.56E-04	0.8099724
CPQ	5.57E-04	-0.2968808
SETD2	5.57E-04	0.2679945
SETD4	5.57E-04	0.8108484
SLC10A1	5.58E-04	-0.582727
NFE2L2	5.58E-04	-0.3836474
AQP3	5.58E-04	0.6584299
C7orf26	5.59E-04	0.4356213
ZKSCAN1	5.61E-04	0.5440042
SCTR	5.64E-04	-0.7275124
MSRB1	5.64E-04	-0.9631761
UBXN2B	5.66E-04	-0.4791048
BRAP	5.67E-04	0.8183873
GK3P	5.67E-04	-0.7216375
TRPM4	5.69E-04	-0.3936579
MAPRE3	5.70E-04	-0.4604286
YWHAQ	5.70E-04	0.1940249
JMJD6	5.71E-04	-0.373795
SLC25A24	5.71E-04	-0.4247611
ZCCHC6	5.72E-04	-0.3842787
ITGA6	5.72E-04	0.506678
CPSF1	5.73E-04	0.4543419
TCF3	5.73E-04	0.7960126
TFDP1	5.74E-04	-0.3548796
DZANK1	5.74E-04	0.6141152
ZNF692	5.74E-04	0.3292132
MBP	5.74E-04	-0.4691541
GNPTAB	5.75E-04	0.4058484
PTPN21	5.76E-04	-0.4241251
DIAPH1	5.77E-04	0.3513052
CUL1	5.79E-04	0.2493495
TRAT1	5.80E-04	0.5175892
GNAO1	5.80E-04	-0.3322618
PLCD1	5.84E-04	0.3877561
SOCS5	5.84E-04	0.3465639
ZMYM6	5.84E-04	0.5403754
NA	5.84E-04	0.4766357
PTCH1	5.85E-04	0.5220743
EEF1D	5.85E-04	0.3050487
EBAG9	5.86E-04	0.276251
NUDCD3	5.86E-04	-0.3928773
MAP2K5	5.88E-04	0.4686191
ESPL1	5.88E-04	-0.4242526
GSTK1	5.89E-04	0.2889118
FAM162A	5.90E-04	0.3326445
AGO2	5.92E-04	-0.3785589
ORAI3	5.93E-04	-0.2771601
KLHL9	5.93E-04	0.2417909
CHMP1A	5.94E-04	-0.3454507
IPO5	5.95E-04	0.2702644
FLJ20712	5.96E-04	-0.5687841
RRM2	5.96E-04	-0.5001453
XPA	5.96E-04	0.3293786
NDUFV1	5.96E-04	0.2019267
NOMO3	5.99E-04	0.233476
IL12RB2	6.01E-04	0.828627
ACOT1	6.03E-04	0.3232724
COL1A1	6.03E-04	-0.3060072
PRB1	6.04E-04	-0.517581
VNN1	6.05E-04	-1.1179477
IL16	6.06E-04	0.2337913
HPGD	6.07E-04	-0.4017364
CPT1A	6.09E-04	-0.3958439
GRIN1	6.10E-04	-0.5156734
PRMT1	6.10E-04	0.2876403
TTLL3	6.11E-04	0.4335719
TMPO	6.12E-04	0.6973825
TARP	6.15E-04	0.5284117
SSSCA1	6.15E-04	0.6000568
TMEM115	6.16E-04	0.6695798
NAP1L4	6.17E-04	0.239065
DSTN	6.17E-04	0.2748716
CIZ1	6.18E-04	0.4098948
POLR2H	6.22E-04	0.2599727
CIR1	6.22E-04	0.2966876
BLK	6.23E-04	0.7773983
RNGTT	6.24E-04	0.2849733
SAV1	6.26E-04	-0.2695219
ZCCHC10	6.27E-04	0.3258371
PLA2G5	6.27E-04	-0.4044739
G6PC2	6.30E-04	-0.3084424
DRAP1	6.30E-04	0.2262931
FTSJ3	6.30E-04	0.2613335
LRRC40	6.31E-04	0.3204405
NA	6.31E-04	-0.3552938
DNM3	6.34E-04	-0.3435957
SYN1	6.34E-04	-1.029661
PPM1G	6.35E-04	0.379692
SLC25A14	6.36E-04	0.2320813
GBP2	6.38E-04	-0.3371765
NIP7	6.39E-04	0.5255868
PPP1R12A	6.39E-04	0.6618181
BZW2	6.39E-04	0.2636917
RAD21	6.40E-04	0.3910117
CDK11A	6.40E-04	0.2880217
PINK1	6.40E-04	-0.4503266
ECI1	6.40E-04	0.704852
SHOC2	6.42E-04	-0.1961371
NA	6.43E-04	-0.4186176
HDHD1	6.44E-04	-0.2988737
NUP54	6.44E-04	0.3953786
PRRC2C	6.45E-04	0.2759263
HHEX	6.46E-04	0.3868818
HDGF	6.47E-04	-0.3165454
FAM60A	6.48E-04	0.2352193
ZGPAT	6.49E-04	0.3280163
CAPZB	6.50E-04	-0.2227636
FAM90A1	6.50E-04	-0.3079549
HPS4	6.51E-04	0.4236887
KCNQ2	6.52E-04	-0.3564691
MAPK4	6.52E-04	-0.6543435
ZPBP	6.53E-04	0.6800819
ZRSR2	6.53E-04	0.3368331
ASB1	6.54E-04	0.3072541
CSPG4P1Y	6.55E-04	-0.4521198
PSMA3	6.56E-04	0.3011029
AKIRIN1	6.57E-04	0.4608937
PPIA	6.59E-04	0.5709559
6-Mar	6.59E-04	0.7308038
TSC22D3	6.59E-04	0.6368305
CD40LG	6.61E-04	0.7083162
CSNK1A1	6.61E-04	0.3435312
TERF1	6.63E-04	0.3659371
CROCCP2	6.64E-04	0.352442
AGA	6.67E-04	0.2665227
MTX2	6.68E-04	0.3070241
FAM21D	6.68E-04	0.1792404
KIAA0226	6.69E-04	-0.254771
GPR17	6.71E-04	-0.4935208
PHF20	6.72E-04	0.4294119
ARID1A	6.72E-04	0.200215
NDUFA6	6.73E-04	-0.2267265
SRSF10	6.74E-04	0.503965
NA	6.75E-04	0.4420275
ARRB1	6.75E-04	0.3350327
NFYB	6.76E-04	0.2193598
ADRBK2	6.78E-04	-0.2804858
RSRC2	6.83E-04	0.3795303
NA	6.83E-04	-0.2428941
CCDC28A	6.85E-04	0.2544804
CLIC1	6.87E-04	-0.2385
ATP2A2	6.88E-04	0.4181024
LILRB3	6.89E-04	-0.6034961
CEMIP	6.90E-04	0.6362845
SACM1L	6.92E-04	0.3735754
RTEL1	6.92E-04	0.296543
NA	6.93E-04	-0.5683301
MRE11A	6.94E-04	0.9024554
MYL12B	6.97E-04	-0.2083228
RPL5	6.97E-04	0.2520988
PTPRA	7.00E-04	0.6298835
TOPORS-AS1	7.01E-04	-0.5563646
ZC3H15	7.01E-04	0.3052183
MAPK7	7.01E-04	-0.3477628
RCHY1	7.02E-04	0.3216382
OR7C2	7.03E-04	-0.3895639
RBL2	7.04E-04	0.7227264
RABEP2	7.05E-04	0.3234188
MICAL2	7.07E-04	-0.5113253
SLC43A3	7.07E-04	-0.4306764
RPL4	7.07E-04	0.2655279
RPLP0	7.10E-04	0.1894879
CUL3	7.11E-04	0.2686219
TLE4	7.11E-04	0.5823364
PRODH	7.13E-04	-0.619194
GALNT10	7.15E-04	0.2376397
MAGED2	7.15E-04	-0.3479458
CCKAR	7.17E-04	-0.494738
CR1	7.18E-04	-0.6680702
ULK2	7.18E-04	0.2408096
ZNF592	7.18E-04	-0.2213256
LINC00963	7.18E-04	-0.9362881
PER3	7.19E-04	0.4902136
SLC52A2	7.21E-04	0.4607894
TMEM40	7.21E-04	-0.3173618
CASP8	7.21E-04	0.3469925
ZRSR2	7.23E-04	0.3181856
MAP4	7.24E-04	0.4474206
CHKB-CPT1B	7.24E-04	0.3863663
AVPI1	7.25E-04	-0.2728012
6-Sep	7.28E-04	0.3038634
IPO7	7.29E-04	0.2530462
UQCC1	7.29E-04	0.6523969
GNAQ	7.29E-04	-0.2761916
MEGF8	7.30E-04	-0.7901954
SLC7A11	7.30E-04	-0.7938168
SNRNP27	7.31E-04	0.3325265
CLSTN1	7.32E-04	0.2451403
YWHAE	7.34E-04	-0.3432972
XPOT	7.35E-04	0.2892096
PEX3	7.35E-04	0.7857729
PDGFD	7.35E-04	0.3305842
CCR1	7.36E-04	-0.6705105
PTGDR2	7.36E-04	0.5746238
FCGR3B	7.37E-04	-0.8273187
HIST1H4A	7.38E-04	-0.6561766
MC2R	7.38E-04	-0.8388149
RUNX1	7.39E-04	-0.4807574
SLC23A2	7.40E-04	-0.2877187
ARG2	7.41E-04	-0.5404334
WWTR1	7.41E-04	-0.4382584
LOC100507328	7.42E-04	-0.4026668
IGFBP7	7.45E-04	0.8500734
ATP6V1A	7.45E-04	-0.2739833
MCAM	7.46E-04	0.2897006
LRCH4	7.48E-04	0.4292765
SAFB2	7.49E-04	0.2613091
RTF1	7.50E-04	0.2645323
MUM1	7.52E-04	0.8800786
GLYAT	7.53E-04	-0.375406
H3F3B	7.54E-04	0.2890157
COL4A1	7.54E-04	-0.305593
PHC1	7.55E-04	0.3564332
SLC35B1	7.58E-04	-0.2418296
MAP1A	7.59E-04	-0.3475843
STC1	7.59E-04	-0.3927142
CRYBG3	7.59E-04	0.5181689
TMEM63A	7.60E-04	0.6167998
ARL4A	7.60E-04	-0.4397494
ZNF337	7.60E-04	0.2043195
PIK3IP1	7.61E-04	0.4739048
GAS7	7.62E-04	-0.2646844
EXO1	7.63E-04	-0.7108697
NA	7.65E-04	-0.6778915
PTPN22	7.65E-04	0.5004286
RASA3	7.65E-04	0.8061568
FBLN1	7.66E-04	-0.3685931
ST8SIA5	7.68E-04	-0.6551138
KPNA1	7.68E-04	-0.3086466
ENTPD1	7.69E-04	-0.3713288
B3GNT1	7.69E-04	-0.234902
NA	7.70E-04	-0.4553281
PDCD11	7.70E-04	0.3810907
TPD52	7.72E-04	0.7673967
WDR70	7.72E-04	0.2872444
NA	7.73E-04	0.5958482
SIRT7	7.73E-04	0.2815772
NA	7.75E-04	-0.8757195
LINC00312	7.79E-04	-0.2849557
EXOC1	7.79E-04	0.3153141
PPM1A	7.79E-04	-0.6543647
ARID1A	7.79E-04	0.5081246
IRAK1	7.79E-04	-0.2762062
PTS	7.80E-04	0.3275226
TIE1	7.80E-04	-0.623434
MYB	7.82E-04	0.256417
CUL5	7.82E-04	0.2317041
ICMT	7.82E-04	0.3171306
CC2D1A	7.85E-04	0.2588565
NUMA1	7.86E-04	0.9884357
GTF2F1	7.87E-04	0.632857
KANSL2	7.91E-04	0.3315845
RPL13A	7.91E-04	0.1895821
FAIM3	7.95E-04	0.605815
PRKD3	7.96E-04	0.4066251
CDC42EP2	7.96E-04	-0.3353524
CDC25C	7.97E-04	-0.4558501
PDLIM7	7.97E-04	-0.6243961
CD2BP2	7.97E-04	0.3491889
ARFRP1	7.98E-04	0.6209954
TAF11	8.00E-04	0.289589
DNAJC10	8.01E-04	0.2963795
NUP160	8.03E-04	0.3431489
ABCC4	8.04E-04	-0.4744228
NA	8.06E-04	0.2912192
EIF3A	8.07E-04	0.2355318
NUP188	8.07E-04	0.4197383
TRIM33	8.08E-04	0.5239992
CDC42EP2	8.11E-04	-0.457613
MYCBP	8.11E-04	-0.6429672
FASTKD2	8.13E-04	0.2125032
DDX17	8.19E-04	0.5629127
NTRK3	8.21E-04	-0.3340657
SLC6A4	8.22E-04	-0.524356
A1CF	8.22E-04	-0.2991472
PTPRF	8.22E-04	-0.7544152
ZAK	8.23E-04	-0.4979177
CD164	8.23E-04	0.299348
PHIP	8.24E-04	0.2981887
NCAPD3	8.25E-04	0.3291386
CAPN3	8.27E-04	0.309997
SLC25A36	8.31E-04	0.2514949
NA	8.36E-04	-0.9356414
ARPC1A	8.37E-04	-0.1818176
CEACAM3	8.38E-04	-0.2627204
PRRG3	8.39E-04	-0.5069364
USP32	8.39E-04	-0.3299887
ARID1A	8.39E-04	-0.6863833
TROAP	8.40E-04	-0.2741491
MMP24	8.42E-04	-0.7334447
C16orf58	8.42E-04	0.8785031
MAZ	8.43E-04	0.70599
AGAP7P	8.43E-04	0.2432031
VTI1B	8.45E-04	-0.2508963
POLR2J3	8.46E-04	0.6344647
FTL	8.48E-04	-0.1793695
ZNF767P	8.49E-04	0.3141904
RPS6KA5	8.50E-04	0.5556598
CCNF	8.51E-04	-0.5588435
