#Gene	P.Value	logFC
CSPG5	2.14E-07	0.67332
APH1A	2.14E-07	-0.906001
EIF4E2	2.14E-07	-1.291323
ETFA	2.15E-07	-1.480633
KRT34	2.15E-07	0.887889
NARS	2.16E-07	-1.096105
LINC00599	2.17E-07	0.968801
NA	2.17E-07	0.614648
SSB	2.18E-07	-1.491047
ABI3BP	2.18E-07	0.717446
CTNNB1	2.19E-07	-1.110017
CLIC1	2.19E-07	-0.865662
SIRT7	2.20E-07	-0.83231
CEP250	2.21E-07	0.714825
OR12D3	2.22E-07	1.185789
PAPOLA	2.22E-07	-1.651859
MCM5	2.22E-07	-1.404032
PWP1	2.22E-07	-0.77721
XRCC5	2.23E-07	-1.041698
USP4	2.23E-07	-0.949592
PPIA	2.23E-07	-0.635498
C16orf3	2.23E-07	0.643139
MED14	2.23E-07	0.744142
ZNF3	2.24E-07	0.704483
NADK	2.24E-07	-0.898023
DUT	2.24E-07	-1.205511
PFKFB2	2.25E-07	0.609493
TRAPPC9	2.25E-07	0.570816
HBBP1	2.25E-07	0.862355
SPG20	2.26E-07	0.922846
NA	2.26E-07	0.718308
PHEX	2.26E-07	0.693034
PLIN1	2.26E-07	0.90575
LOC100293553	2.27E-07	0.802531
ARL3	2.27E-07	0.693443
GYPB	2.27E-07	0.664778
SEC23B	2.27E-07	-1.006929
MAS1	2.27E-07	0.86889
NA	2.29E-07	0.782181
BCAP31	2.30E-07	-1.265859
GNAL	2.30E-07	0.693291
SET	2.30E-07	-1.07855
GOLPH3	2.30E-07	-1.320881
STOML2	2.32E-07	-1.109196
SPINT2	2.32E-07	-1.327524
CTNNA1	2.32E-07	-1.093113
YLPM1	2.33E-07	0.624529
ADPRH	2.33E-07	0.758837
RPL21P28	2.34E-07	0.685048
SLC30A9	2.34E-07	-1.185707
ULK4	2.35E-07	0.833894
AZIN1	2.35E-07	-1.533274
PDE4DIP	2.35E-07	0.715007
PCK2	2.36E-07	-0.83195
FBXO11	2.36E-07	-1.023203
F7	2.37E-07	0.715393
PCDHA6	2.37E-07	0.737272
SHOX	2.37E-07	0.763871
ASCL3	2.38E-07	0.862431
TFG	2.38E-07	-0.756866
NEUROD6	2.38E-07	0.825664
PPP1R12B	2.39E-07	0.901097
DLEC1	2.40E-07	0.819966
FAM49B	2.40E-07	0.574434
PAPSS1	2.40E-07	-0.874935
RIC3	2.40E-07	0.698041
AGMAT	2.41E-07	0.956161
IGSF9B	2.41E-07	0.733948
NA	2.42E-07	0.678151
NA	2.42E-07	0.596073
FOXP3	2.43E-07	0.752121
ANK1	2.43E-07	0.705087
NDNF	2.44E-07	1.206658
NA	2.44E-07	0.745194
ADNP	2.44E-07	-1.368086
STRN3	2.45E-07	0.70324
DNASE2	2.46E-07	-0.611476
CALCA	2.46E-07	0.581434
PDHA1	2.48E-07	-0.908189
KIAA1614	2.48E-07	0.771422
HBE1	2.48E-07	0.64113
IFT122	2.49E-07	0.746865
ATP5G2	2.49E-07	0.7766
CPS1-IT1	2.50E-07	0.518907
CSNK1A1	2.51E-07	-1.165872
MGC4859	2.53E-07	0.627052
H2AFV	2.53E-07	-1.104362
YIF1A	2.55E-07	-0.772539
KLK12	2.57E-07	0.638938
PTPN22	2.57E-07	0.674803
HTR1F	2.57E-07	0.958422
TMEM147	2.58E-07	-0.94219
FGL1	2.58E-07	0.635116
ARF4	2.59E-07	-1.332349
NTNG1	2.59E-07	0.817784
PTPRO	2.60E-07	0.720703
SMARCB1	2.60E-07	0.743323
CCDC33	2.61E-07	0.723014
PPP2R5E	2.62E-07	-1.49429
MTX1	2.62E-07	-0.798986
UPB1	2.63E-07	0.684256
PSMA4	2.64E-07	-1.371682
QKI	2.64E-07	0.594053
GDF5	2.65E-07	0.698119
ITGB1	2.65E-07	-1.011637
TRAC	2.66E-07	0.627154
MASP1	2.67E-07	0.59973
NONO	2.67E-07	-0.957092
TNKS2	2.67E-07	-1.053816
TSPYL2	2.67E-07	0.612689
SYNGR4	2.68E-07	0.757539
SRP9	2.68E-07	-1.654046
PKNOX2	2.70E-07	0.786993
DNAJC22	2.70E-07	0.742197
USP49	2.73E-07	0.831779
MAP2	2.74E-07	0.711719
NA	2.74E-07	0.592715
KARS	2.75E-07	-1.16846
SOX11	2.75E-07	0.592089
DIO2	2.76E-07	0.629961
RAP1B	2.76E-07	-1.165828
SRP72	2.77E-07	0.622062
NOX1	2.77E-07	0.877129
CLCN5	2.77E-07	0.61047
SLC8A1	2.78E-07	0.700226
MMP16	2.78E-07	0.857111
MAMLD1	2.79E-07	0.803684
DNAJB1	2.79E-07	-1.180109
MAPK10	2.80E-07	0.555381
DDX3X	2.80E-07	-1.460366
NA	2.81E-07	0.809041
NPEPPS	2.81E-07	-1.27293
SPO11	2.81E-07	0.770526
STK32B	2.81E-07	0.714448
RBM26	2.81E-07	0.834084
NA	2.82E-07	0.815322
NA	2.82E-07	0.678158
NCAM1	2.82E-07	0.975045
BMP10	2.82E-07	0.621468
TRPC3	2.84E-07	0.698898
HMGB1	2.84E-07	-0.81121
BZW2	2.85E-07	-1.11298
RFPL1S	2.85E-07	0.67502
HFE	2.86E-07	0.618456
TYR	2.86E-07	0.83224
EDIL3	2.87E-07	0.737331
MS4A5	2.87E-07	0.963148
IGHMBP2	2.87E-07	0.755929
OPRM1	2.87E-07	0.922784
RET	2.87E-07	0.581713
MTMR7	2.87E-07	0.557921
IGSF1	2.89E-07	0.694905
NA	2.89E-07	0.740688
TMEM50A	2.89E-07	-1.030451
ARHGAP44	2.89E-07	0.534101
OR2H1	2.89E-07	0.656767
PSG5	2.90E-07	0.827451
CACNB2	2.90E-07	0.789146
GNAS	2.90E-07	-0.787852
TIMP4	2.90E-07	0.679271
TRIM29	2.90E-07	0.672735
PDCD5	2.91E-07	-0.988047
PART1	2.91E-07	0.857273
CSE1L	2.91E-07	0.78391
NA	2.92E-07	0.740067
SLC25A44	2.92E-07	-0.83166
HBEGF	2.93E-07	0.515879
GRIK1	2.94E-07	0.782836
VPS13B	2.95E-07	0.672278
KIRREL	2.95E-07	0.7272
YME1L1	2.95E-07	-1.251756
TTPA	2.96E-07	0.592977
IFNAR2	2.97E-07	0.771151
NA	2.99E-07	0.75198
CIB1	2.99E-07	-1.099584
TECR	2.99E-07	-1.09521
PLCB1	3.00E-07	0.939615
NA	3.00E-07	0.880804
ZNF713	3.01E-07	-1.111662
PPIA	3.01E-07	-0.617715
SFTPC	3.01E-07	0.739249
SFTPC	3.02E-07	0.682083
GPR52	3.03E-07	1.01885
NR5A2	3.03E-07	0.705073
PKNOX2	3.03E-07	0.623041
NA	3.05E-07	0.676248
NA	3.06E-07	0.875754
STON1-GTF2A1L	3.06E-07	0.626742
WBSCR22	3.06E-07	-1.073494
ARF4	3.06E-07	-1.414096
OR2B2	3.07E-07	0.806217
LOC93432	3.07E-07	0.668848
GPR19	3.07E-07	0.892047
TAS2R4	3.07E-07	0.848256
MKRN3	3.10E-07	0.565278
ZNF419	3.10E-07	0.551096
ZFP36L2	3.10E-07	-1.295911
CAND1	3.11E-07	-1.208641
EDF1	3.11E-07	-1.191689
C11orf48	3.12E-07	-0.727906
TPR	3.14E-07	-1.471005
BAIAP2L2	3.15E-07	0.770619
BMP5	3.15E-07	1.020165
CKS2	3.15E-07	-1.885952
SMARCA4	3.16E-07	-1.163306
PGLS	3.16E-07	-1.034381
MCTS1	3.16E-07	-1.236583
TOMM70A	3.16E-07	-0.998948
DTNA	3.16E-07	0.615441
GUCY1A2	3.16E-07	0.697191
PEX5L	3.18E-07	0.905491
HTR2A	3.18E-07	0.737656
TUBA1C	3.18E-07	-1.006803
SYT13	3.18E-07	0.826452
SLN	3.19E-07	0.792381
RAE1	3.19E-07	-1.057523
GFRA4	3.20E-07	0.798655
SLC13A3	3.20E-07	0.835771
SLC7A2	3.21E-07	0.809444
NA	3.21E-07	0.808219
ATPIF1	3.21E-07	-1.235003
FBXL18	3.22E-07	0.601616
PCDHGA9	3.22E-07	0.824786
HRC	3.22E-07	0.633392
STK38	3.25E-07	0.90998
MCM3AP	3.25E-07	0.717696
KLK10	3.25E-07	0.834504
ETV1	3.26E-07	0.753556
SERPINC1	3.26E-07	0.656151
FAM120A	3.26E-07	-1.128914
ANK1	3.26E-07	0.747771
SERPINA6	3.27E-07	0.669054
SDF4	3.27E-07	-1.548541
IFT20	3.28E-07	-0.937337
HSBP1	3.28E-07	-1.120215
NA	3.28E-07	0.694482
HARS	3.28E-07	-0.926562
NAV3	3.29E-07	0.683626
DES	3.30E-07	2.860942
RBM47	3.30E-07	-1.457772
HRH3	3.31E-07	0.851547
SCTR	3.31E-07	0.721694
DHX16	3.32E-07	-0.770792
FTSJ3	3.32E-07	-0.708031
CLCN4	3.32E-07	0.661426
LOC100287927	3.33E-07	0.861777
LINC00588	3.33E-07	0.441487
CA10	3.34E-07	0.541402
CARKD	3.35E-07	-0.93184
RERGL	3.35E-07	0.606778
CADPS	3.36E-07	0.607608
CD3EAP	3.36E-07	0.851192
CHRM3	3.36E-07	0.659546
CYP3A4	3.37E-07	0.862062
TBC1D30	3.39E-07	0.746527
KCNJ4	3.39E-07	0.844319
WDR1	3.41E-07	-0.949587
EIF4G2	3.42E-07	-1.119015
CDH6	3.42E-07	0.880926
HAX1	3.43E-07	-0.713588
IL25	3.43E-07	0.684782
ECRP	3.43E-07	0.762819
ETV3	3.43E-07	0.772533
PCDHB17	3.44E-07	0.740182
APLP2	3.45E-07	-1.187258
IFFO1	3.46E-07	0.617632
NA	3.47E-07	0.718939
STAC	3.47E-07	0.991812
PSG9	3.48E-07	0.801853
KRT9	3.48E-07	0.640958
SLC30A6	3.48E-07	0.976807
SLC24A2	3.48E-07	0.901441
GUCA1A	3.49E-07	0.771419
OR7C1	3.51E-07	0.776418
RPS6KA6	3.51E-07	1.035493
SCAND1	3.51E-07	-1.141785
BICC1	3.52E-07	0.835334
SFTPB	3.53E-07	0.895897
FHL5	3.53E-07	0.631129
FADD	3.53E-07	-0.913449
LGI2	3.54E-07	0.702759
NA	3.54E-07	0.770882
NA	3.54E-07	0.701328
NA	3.54E-07	1.027331
GPR98	3.54E-07	1.06218
CFLAR	3.54E-07	0.876842
POU6F1	3.55E-07	0.713906
MLC1	3.55E-07	0.664341
NA	3.56E-07	0.644592
AQP8	3.57E-07	0.824242
SIX2	3.57E-07	0.701752
PLXNA2	3.58E-07	0.760171
GYPA	3.58E-07	0.824231
OGG1	3.58E-07	0.671481
FKBP2	3.58E-07	-0.703097
NCR3	3.59E-07	0.737665
KCTD14	3.59E-07	0.787522
SERPINB13	3.59E-07	0.758945
LINC00652	3.60E-07	0.893471
OR7E19P	3.61E-07	0.774644
MKNK2	3.61E-07	-1.291545
CRB1	3.62E-07	0.787999
THOC7	3.62E-07	-1.287228
LMOD1	3.64E-07	0.777352
SNRPE	3.65E-07	-1.212786
GABRA5	3.66E-07	0.618289
PKNOX2	3.66E-07	0.843775
DRP2	3.66E-07	0.812535
COPA	3.67E-07	-1.332934
USP33	3.68E-07	0.870118
SCUBE3	3.69E-07	0.942157
OR2B6	3.70E-07	0.57411
NA	3.70E-07	0.628776
CCDC177	3.70E-07	0.711434
NA	3.71E-07	0.76911
KIAA1324	3.72E-07	0.461066
LINC00667	3.72E-07	0.794372
KLK3	3.72E-07	0.818284
CYP2D6	3.73E-07	0.822992
AIP	3.73E-07	-0.639845
IFNA5	3.75E-07	0.827834
IFNB1	3.75E-07	0.693111
APRT	3.76E-07	-0.997533
NA	3.78E-07	0.914752
LRRN3	3.78E-07	0.685268
HMGA1	3.78E-07	-1.241101
GAD2	3.79E-07	0.562533
NPAS3	3.79E-07	0.630507
KLF15	3.79E-07	0.600441
PRPF31	3.80E-07	-0.781547
EZR	3.80E-07	-1.461866
TGFA	3.81E-07	0.698519
FAM107A	3.81E-07	0.810937
RQCD1	3.82E-07	0.805475
TSPAN32	3.84E-07	0.724477
LAIR2	3.84E-07	0.837827
NA	3.85E-07	0.850508
PHB2	3.85E-07	-0.913213
SF3B5	3.85E-07	-1.074143
NA	3.86E-07	0.804956
SERHL2	3.86E-07	0.512808
BPNT1	3.87E-07	0.621468
ARF1	3.88E-07	-1.490341
SUCLG2	3.89E-07	0.685
AGFG2	3.90E-07	0.611359
ARHGEF12	3.91E-07	0.716314
ETFB	3.91E-07	-0.876114
SRRT	3.91E-07	0.762567
EPB42	3.93E-07	0.804383
LEFTY2	3.94E-07	0.729934
ZNF706	3.94E-07	-1.430924
DICER1	3.95E-07	-1.5668
TPR	3.95E-07	-0.799605
BTN2A2	3.96E-07	0.521126
DLGAP4	3.96E-07	-0.779107
WDR26	3.97E-07	-0.883913
GORASP2	3.97E-07	-1.194863
RLIM	3.97E-07	-1.12128
CDH10	3.97E-07	0.754369
NA	3.98E-07	0.853547
CPS1	3.98E-07	0.831386
GPR15	3.99E-07	0.624869
NA	4.00E-07	0.703781
NA	4.00E-07	-0.845272
NA	4.02E-07	0.686833
CD4	4.03E-07	0.81773
NDUFC2	4.03E-07	-1.240765
TCF3	4.04E-07	0.717684
KLF1	4.05E-07	0.769741
NOL4	4.05E-07	0.761565
SSX4B	4.06E-07	1.124767
SMG1P3	4.06E-07	0.596973
PGLS	4.06E-07	-1.169727
NRP2	4.07E-07	0.756125
MRPL49	4.09E-07	-0.662754
GDPD5	4.09E-07	0.636778
TCP10L	4.12E-07	0.820892
NUDT7	4.12E-07	0.960047
USP29	4.14E-07	0.682923
ARF3	4.17E-07	-0.700076
DYNLRB1	4.17E-07	-0.993474
FAM96B	4.19E-07	-0.942669
YIPF3	4.19E-07	-1.033866
NA	4.20E-07	0.775989
GUSBP11	4.21E-07	0.762067
NFKBIA	4.22E-07	-1.038806
HNRNPC	4.23E-07	-1.00971
CHFR	4.23E-07	-0.781495
TBX5	4.23E-07	0.790939
TTTY9B	4.24E-07	1.011758
IFNG	4.26E-07	0.816369
FGF23	4.26E-07	0.665311
NOMO3	4.27E-07	-1.265958
UTP3	4.27E-07	-0.978154
IL4	4.27E-07	0.711083
ATG12	4.28E-07	-1.312751
RGS7	4.28E-07	0.744087
GJC2	4.28E-07	0.693274
SPTB	4.28E-07	0.686533
ROS1	4.29E-07	0.581844
NA	4.29E-07	0.717193
GRIK3	4.31E-07	0.829738
HRG	4.32E-07	0.989803
LDHA	4.33E-07	-1.542124
NA	4.34E-07	0.92494
ERVH-6	4.34E-07	1.051579
MTF2	4.35E-07	-0.880378
PAX5	4.36E-07	0.716476
HHLA1	4.37E-07	0.727069
GAPDH	4.38E-07	-1.003129
CNOT7	4.39E-07	-0.970057
CDIPT	4.39E-07	-0.827406
TMED2	4.43E-07	-1.445748
TOMM6	4.44E-07	-0.719325
CA5B	4.45E-07	0.77253
ZNF24	4.45E-07	-0.66374
SNX29	4.45E-07	0.800493
ARPC1B	4.47E-07	-1.44893
NA	4.48E-07	0.700753
LINC01482	4.48E-07	0.744983
CNTLN	4.48E-07	0.797148
ANK1	4.50E-07	0.687104
HSP90B1	4.50E-07	-1.301217
XCL1	4.52E-07	0.624096
MKRN2	4.52E-07	0.659235
AHSP	4.54E-07	0.809025
COPB2	4.56E-07	-1.041655
HPX	4.57E-07	0.67523
PRKG1	4.57E-07	0.849035
ABI2	4.57E-07	0.61919
NA	4.58E-07	0.715106
PPIF	4.58E-07	-1.275754
MTA1	4.58E-07	-1.303387
FAM115A	4.58E-07	-0.603015
MRPS12	4.60E-07	-1.55623
PRB1	4.60E-07	0.85509
NF1	4.61E-07	0.570362
GRM3	4.61E-07	0.800976
SMO	4.64E-07	0.740553
PKLR	4.65E-07	0.677567
RAB33A	4.68E-07	0.66583
EPOR	4.68E-07	0.676239
WDR1	4.69E-07	-0.853295
PTGIS	4.69E-07	0.60583
PNLIPRP2	4.69E-07	0.515142
SPTBN1	4.70E-07	0.688995
WDR45	4.71E-07	-1.005976
ASB4	4.73E-07	0.739178
PIN4	4.74E-07	0.621521
WT1	4.74E-07	0.625318
NUDT11	4.75E-07	0.851204
GPLD1	4.75E-07	0.590534
ANKRD55	4.76E-07	0.615959
GUSBP11	4.77E-07	0.795001
RIMS1	4.78E-07	0.779696
NEBL	4.78E-07	0.703175
LOXL2	4.81E-07	0.83993
TCP11L1	4.81E-07	0.643648
ATP5J	4.81E-07	-1.169368
PCGF3	4.84E-07	-1.179864
NET1	4.84E-07	-1.862465
PTPN12	4.84E-07	0.770447
PTGDR2	4.84E-07	0.542176
OSBPL10	4.85E-07	0.796186
RNF6	4.88E-07	-1.756671
NPFF	4.89E-07	0.762035
ODF1	4.89E-07	0.846365
BMP15	4.89E-07	0.864845
SRI	4.89E-07	-1.283053
CHST3	4.92E-07	0.769349
MYH11	4.93E-07	2.892032
CLDN17	4.93E-07	0.689636
UBE2S	4.94E-07	-1.781903
CTSA	4.94E-07	-1.089693
NA	4.95E-07	0.751044
LYPLA1	4.95E-07	-1.494569
MPL	4.95E-07	0.778476
ARRB1	4.95E-07	0.767086
IPO5	4.96E-07	-1.154753
AAK1	4.97E-07	0.766353
KCNJ6	4.97E-07	0.621701
REG1P	4.99E-07	0.880669
MAGOH	4.99E-07	-1.137059
ZC3H15	5.00E-07	-1.283547
KCNH2	5.00E-07	0.792334
NA	5.04E-07	0.484387
SALL2	5.04E-07	0.799097
CCDC81	5.04E-07	0.709395
NA	5.04E-07	0.709842
IQSEC3	5.05E-07	0.758342
PRDX3	5.05E-07	0.705159
GLO1	5.07E-07	-0.976672
DNAJA1	5.08E-07	-1.258913
NOL11	5.08E-07	-1.119413
COL4A3	5.09E-07	0.504973
CYP7A1	5.09E-07	0.512145
CYP2A7P1	5.11E-07	0.716827
NA	5.13E-07	0.781571
PEA15	5.13E-07	-1.170464
OSBPL2	5.14E-07	-1.212503
NUP62	5.15E-07	-0.840675
QARS	5.15E-07	-1.13194
TKT	5.17E-07	-1.182701
CHMP2B	5.20E-07	-1.400624
CD47	5.21E-07	0.6859
ZNF217	5.21E-07	-1.269699
KLHL11	5.21E-07	0.804827
RARB	5.22E-07	0.808066
NELFA	5.22E-07	-0.874728
PRKDC	5.23E-07	-1.056755
EEF1D	5.24E-07	-1.347047
MAPKAPK5-AS1	5.25E-07	-1.038442
MCUR1	5.27E-07	-1.378228
DLK2	5.28E-07	0.66814
PSMD7	5.28E-07	-1.010089
ZNF292	5.29E-07	-1.281479
ZNF804A	5.30E-07	0.63865
ACTR2	5.30E-07	-1.652381
SCAPER	5.30E-07	0.795581
GAPDH	5.31E-07	-1.357998
SLC52A2	5.31E-07	-0.820341
TUBA1C	5.34E-07	-0.934295
LGALS14	5.35E-07	0.733573
SRP19	5.35E-07	-1.239083
P2RY4	5.36E-07	0.775635
ELK1	5.37E-07	0.73296
HUWE1	5.38E-07	-0.902235
PTPRN2	5.39E-07	0.723166
CHAT	5.42E-07	0.592506
SLC25A44	5.43E-07	-0.620371
NA	5.44E-07	0.658893
LIFR	5.44E-07	0.526134
TALDO1	5.45E-07	-0.977591
PSMA5	5.45E-07	-0.656886
PSG7	5.47E-07	0.823571
CACNG1	5.47E-07	0.742452
BAZ1A	5.49E-07	-1.1763
IFFO1	5.51E-07	0.730853
GRP	5.54E-07	0.697151
ZIM2	5.58E-07	0.768245
CA7	5.58E-07	0.663696
MTDH	5.59E-07	-1.43135
ACTG1	5.60E-07	-0.71326
GOLGA5	5.62E-07	-0.950129
ALDOA	5.63E-07	-1.118372
GLP1R	5.64E-07	0.953852
PTPRF	5.65E-07	-1.839686
TUBA1B	5.65E-07	-0.965941
MZT2A	5.66E-07	-1.252686
TAGLN2	5.67E-07	-1.281734
SKP2	5.68E-07	-1.386553
GPX5	5.68E-07	0.655615
SF3A1	5.71E-07	-0.757394
AFF1	5.72E-07	-1.05106
GTF3C2	5.72E-07	-0.709896
EFNA5	5.74E-07	0.795406
RCOR1	5.75E-07	-1.12551
TNFRSF8	5.76E-07	0.553681
APBA1	5.76E-07	0.88008
YTHDF2	5.76E-07	-1.110277
ADARB1	5.78E-07	0.528458
LUC7L3	5.79E-07	-1.708136
ZIC1	5.82E-07	0.772933
PLXNB2	5.82E-07	0.680093
DDX23	5.83E-07	-0.537361
MTDH	5.84E-07	-1.28787
OGFOD3	5.86E-07	0.481709
MBNL2	5.87E-07	-1.00297
CCNC	5.87E-07	-1.375509
NA	5.89E-07	0.857814
RBBP7	5.89E-07	-1.177982
CBFB	5.89E-07	-1.232174
HOXC11	5.90E-07	0.818612
CAPZB	5.92E-07	-0.679897
NA	5.92E-07	0.544496
JTB	5.92E-07	-0.724435
GALNT1	5.93E-07	-1.492731
ABCD4	5.93E-07	0.80344
T	5.93E-07	0.75001
PCNXL2	5.94E-07	1.012175
KIR3DL3	5.94E-07	0.692969
AKR1A1	5.96E-07	-0.7056
GPRC5D	5.97E-07	0.730244
RBM25	5.97E-07	-0.951394
HNRNPDL	5.98E-07	-0.925133
RANBP9	5.98E-07	-1.275015
H3F3B	5.99E-07	-1.001276
GP1BA	6.00E-07	0.658608
CAPN2	6.01E-07	0.63123
ABL2	6.02E-07	0.559699
CPB1	6.03E-07	0.861809
SLC14A2	6.03E-07	0.793675
FASLG	6.04E-07	0.736195
LAMP5	6.04E-07	0.869642
GLRA1	6.06E-07	0.653181
PPP1R17	6.06E-07	0.785157
RFXANK	6.06E-07	-0.787374
RHOBTB3	6.07E-07	0.630357
SMR3A	6.07E-07	0.634611
NDUFB7	6.09E-07	-1.280046
PQBP1	6.10E-07	-0.981275
CSPG4P1Y	6.12E-07	0.473434
NA	6.12E-07	0.883317
DHRS7	6.12E-07	0.630917
MPL	6.13E-07	0.729925
CSH1	6.13E-07	0.548826
COPB1	6.14E-07	-1.136605
DDX47	6.16E-07	-0.920473
ASIC2	6.17E-07	0.716435
USP4	6.17E-07	-0.848988
F9	6.17E-07	0.783833
SUMO3	6.18E-07	-0.869234
ZNF148	6.20E-07	-0.859326
KLHL1	6.21E-07	0.669727
ELOVL2	6.22E-07	0.702291
STARD7	6.22E-07	-0.924186
SDHAP1	6.22E-07	-0.657034
PSMA1	6.24E-07	-0.957312
RNASEH1	6.24E-07	-0.874294
SUMO1	6.27E-07	-1.014866
SPCS1	6.31E-07	-1.189185
TACC1	6.32E-07	0.788323
EYA3	6.33E-07	0.594157
NA	6.33E-07	0.565322
HTATSF1	6.34E-07	-1.384594
SCML2	6.37E-07	0.916798
NOX3	6.37E-07	0.595378
GPR107	6.39E-07	0.571919
OTC	6.40E-07	1.055261
ASXL2	6.40E-07	-0.792968
DRAP1	6.40E-07	-1.052114
ACTG1	6.40E-07	-0.728726
HEBP1	6.41E-07	-1.222255
CDRT1	6.45E-07	0.713109
GUK1	6.45E-07	-1.142162
NA	6.48E-07	-1.437441
PRG2	6.48E-07	0.692455
GNG3	6.49E-07	0.59826
YY1	6.50E-07	-1.44074
KMT2D	6.50E-07	0.74126
NA	6.53E-07	0.852794
KDELR2	6.53E-07	-0.971521
PGPEP1	6.57E-07	0.625177
NXF3	6.57E-07	0.838117
MED14	6.58E-07	0.762247
PAPOLG	6.59E-07	0.708728
LUZP2	6.59E-07	0.786184
CARS2	6.60E-07	-0.696175
NA	6.61E-07	0.681132
GP2	6.62E-07	0.696557
AHCYL1	6.63E-07	0.690093
GCNT2	6.64E-07	0.522396
NA	6.64E-07	0.837794
EPM2A	6.64E-07	0.719075
KLF5	6.64E-07	-1.586534
TRPC4	6.64E-07	0.595323
DNAH3	6.65E-07	0.841425
C4BPB	6.65E-07	0.717489
NPY2R	6.67E-07	0.765912
TMEM160	6.69E-07	-0.84734
KIR2DS4	6.73E-07	0.628752
NA	6.73E-07	0.877773
ARMCX6	6.74E-07	-0.920042
BMPR1B	6.76E-07	1.047168
MCF2	6.77E-07	0.543847
PDLIM5	6.78E-07	0.695646
FMO4	6.79E-07	0.771348
UBE2D2	6.82E-07	-0.876799
PQBP1	6.84E-07	-1.243172
FCAR	6.86E-07	0.52491
SUPT20H	6.86E-07	1.480955
PSG1	6.88E-07	0.720484
MPRIP	6.88E-07	0.773722
TUBB3	6.89E-07	-1.048969
ACSBG2	6.89E-07	0.859661
SRRM2	6.92E-07	-1.645613
DR1	6.93E-07	-1.405332
KIAA0319	6.93E-07	0.709577
MSR1	6.95E-07	0.634223
GRIN1	6.97E-07	0.733421
CAPN10	6.99E-07	0.48455
CSF1	7.00E-07	0.819397
MLEC	7.00E-07	-1.162993
CLTA	7.04E-07	-1.110923
COPZ1	7.06E-07	-0.683263
MC2R	7.06E-07	0.717779
KDM1A	7.06E-07	-0.818631
EPS15L1	7.07E-07	0.625702
GPM6B	7.08E-07	0.595342
CDK5R2	7.09E-07	0.634362
FRMD4B	7.09E-07	0.466208
NA	7.10E-07	0.639134
NA	7.12E-07	0.784507
RIN3	7.13E-07	0.78493
LOC79160	7.14E-07	0.654899
API5	7.14E-07	-1.019393
GJA9	7.16E-07	0.628951
KXD1	7.16E-07	0.635949
PDE3B	7.16E-07	0.709214
AOC4P	7.17E-07	0.748428
PSG6	7.18E-07	0.826819
MYOC	7.20E-07	0.738323
RIMBP2	7.23E-07	0.809381
KCNK15	7.25E-07	0.694632
KIR3DL2	7.26E-07	0.848839
LINC01314	7.26E-07	0.916456
DRD2	7.28E-07	0.673332
PDHA2	7.29E-07	0.695972
BBS9	7.29E-07	0.597411
FAM193A	7.35E-07	-0.705149
HNRNPD	7.35E-07	-0.937618
ZNF197	7.36E-07	0.594294
GYPE	7.36E-07	0.56643
VPS45	7.40E-07	-0.971707
APLP2	7.40E-07	-1.377155
ATP12A	7.42E-07	0.910534
LHX3	7.43E-07	0.760206
CALCA	7.45E-07	0.831118
HRH2	7.46E-07	0.601089
MEA1	7.46E-07	-0.827932
IFNA21	7.47E-07	0.834857
HEXA	7.49E-07	-0.806819
COA3	7.50E-07	-0.916253
GLP1R	7.55E-07	0.800113
C18orf25	7.56E-07	0.768445
MPP3	7.57E-07	0.749886
PA2G4	7.61E-07	-0.733212
ATP5E	7.61E-07	-1.11838
VNN3	7.61E-07	0.907286
SEL1L	7.62E-07	0.63708
AURKAIP1	7.64E-07	-0.801045
NA	7.64E-07	0.625845
MAPT	7.65E-07	0.931284
CCT5	7.66E-07	-0.829579
MSR1	7.66E-07	0.587463
OSBPL10	7.67E-07	0.721002
CYP3A43	7.68E-07	0.725952
EXOSC2	7.69E-07	0.562288
AMPD1	7.69E-07	0.759251
GAS7	7.70E-07	0.700721
GSN-AS1	7.71E-07	0.597053
CPNE3	7.72E-07	-1.143656
WNT8B	7.73E-07	0.727252
NA	7.73E-07	0.742506
ADCY1	7.74E-07	0.781217
HAAO	7.75E-07	0.530488
SYNJ1	7.79E-07	0.736823
MAGOH	7.79E-07	-0.977632
ACAA1	7.79E-07	-1.336449
RND2	7.79E-07	0.620407
AKAP9	7.83E-07	0.767957
GPX5	7.84E-07	0.769347
RDH8	7.84E-07	0.583477
LPAR1	7.84E-07	0.57029
EMC3	7.85E-07	-0.899267
TOP3A	7.86E-07	0.568991
OR2F2	7.87E-07	0.65596
DMRT1	7.96E-07	0.582879
MYL4	7.98E-07	0.552067
ABCE1	7.99E-07	-1.005374
NA	8.00E-07	0.835755
RHO	8.01E-07	0.807985
H2AFX	8.03E-07	0.57334
TNN	8.04E-07	0.63708
ART3	8.04E-07	0.613227
PKDREJ	8.06E-07	0.621867
ZFP36L2	8.08E-07	-1.544103
FLII	8.09E-07	-0.795201
TXNL4A	8.13E-07	-1.021785
MXD3	8.13E-07	0.645049
AKAP7	8.14E-07	0.642569
LRIT1	8.17E-07	0.553965
PHC1	8.18E-07	0.688292
PPP1R7	8.19E-07	-1.15087
NA	8.21E-07	0.575811
HIVEP3	8.23E-07	0.582832
SOX4	8.28E-07	-1.247522
NA	8.28E-07	0.80219
FGF1	8.29E-07	0.799362
MYH8	8.29E-07	0.617299
NDUFS8	8.30E-07	-1.167743
