#Gene	P.Value	logFC
NA	0.054036499	-0.152651515
GMFG	0.054036588	0.466565657
PMS2L2	0.054063956	0.215681818
KRT6C	0.05410931	-0.750984848
EFCAB3	0.054111685	-0.115530303
FAM198B	0.05414955	0.175252525
NA	0.054156641	-0.111414141
GTF2H3	0.054223328	0.135909091
KRT15	0.054249314	0.328358586
TOMM20	0.054251123	0.089267677
TLR2	0.054256785	0.262449495
DDIT4L	0.054290199	0.330681818
PPM1K	0.054320841	-0.196161616
ZEB2	0.05434038	0.196590909
RNPC3	0.054347454	-0.177348485
RAC2	0.054360877	0.380580808
TTLL12	0.054510817	-0.198787879
HSP90AA5P	0.054521072	-0.151111111
DDI2	0.054544795	-0.159494949
SLC22A23	0.054562739	-0.222070707
FLJ43390	0.054590187	0.159065657
SPINK5	0.054619447	-0.418611111
PRR5L	0.05464298	-0.196085859
MUC4	0.054645619	-0.269722222
PLCE1	0.054654492	-0.207222222
RASAL2	0.054667164	-0.181287879
SPSB4	0.054673117	-0.198156566
NA	0.054698549	-0.142171717
AMICA1	0.054718021	0.31969697
ZNF350	0.054745943	0.110151515
C10orf137	0.054766196	-0.11959596
CTU1	0.054864667	-0.104191919
TSPO2	0.054888365	-0.139343434
MAFA	0.054897027	-0.153434343
CKM	0.054943148	0.16209596
LRFN3	0.054951127	-0.165353535
PPP2R5B	0.05499523	-0.158813131
NAPG	0.055018351	-0.161287879
NA	0.055048488	-0.135126263
RNF7	0.055068043	0.141338384
KLHDC9	0.055070452	0.293535354
CCRL1	0.055089623	0.191237374
NACA	0.055182942	0.131313131
PXMP2	0.055240301	0.174545455
NR4A2	0.055259772	-0.241186869
LOC388152	0.055262672	-0.18229798
UGT2B7	0.055262787	-0.397171717
NA	0.0553034	-0.203914141
NPHP3	0.05531348	-0.194242424
ABHD8	0.055328284	-0.095580808
BNIP3L	0.055342029	-0.206439394
EML1	0.055408296	0.282828283
CTAGE4	0.05544166	-0.117525253
CLOCK	0.055511203	-0.101363636
TNXB	0.055524581	-0.154772727
AP4M1	0.055527576	0.210328283
EDEM3	0.055544569	-0.217878788
RABGAP1	0.055570899	-0.174015152
RPL29	0.055571683	0.111818182
ARHGAP4	0.055605538	0.352323232
PROCR	0.055613751	-0.207777778
NA	0.055635257	-0.159116162
NLRX1	0.055655563	-0.118207071
SGMS2	0.05569803	-0.168787879
WDR77	0.055716059	0.157676768
ZNF550	0.055782656	-0.154924242
CKLF	0.055788609	0.145176768
HIPK1	0.055867254	0.181414141
NA	0.055877126	-0.228156566
ZNF326	0.055878537	-0.139974747
MTMR10	0.055882371	-0.194318182
ZNF200	0.055893748	0.195151515
GAA	0.055922031	-0.191994949
MAP4K2	0.056015823	0.134772727
ADCK5	0.056071287	-0.118181818
NA	0.05607816	-0.123737374
P4HB	0.056121083	-0.116111111
DENND1B	0.056204213	-0.144343434
RNASE1	0.056206108	-0.383535354
RPS20	0.056213043	0.119090909
ARFRP1	0.056215014	-0.1525
OSTF1	0.056223399	-0.115782828
NA	0.056247264	-0.194116162
MICA	0.056248326	-0.157348485
ZNF347	0.056366658	-0.120075758
BRD7	0.056373053	0.068005051
NA	0.056395963	-0.226414141
NFKBIB	0.056427334	0.17989899
PPP6R3	0.056458906	0.096287879
SNRPD1	0.056487743	0.093914141
SARDH	0.056499067	0.205454545
PDLIM5	0.056575747	-0.137121212
NA	0.056591505	-0.186969697
ARID5A	0.056602389	0.250757576
TP53INP1	0.056611007	0.158257576
CHAF1A	0.056695123	0.208383838
TCF7	0.056763389	0.229671717
PGM5	0.056767331	0.13760101
TSEN34	0.056868711	0.11540404
PHYH	0.056959281	-0.216994949
ITPRIPL2	0.056963724	-0.134747475
LOC100129596	0.057048184	-0.161515152
NA	0.057052887	-0.136616162
LRRFIP2	0.057089816	-0.139242424
PTPRT	0.057101564	0.243838384
FAM83F	0.057103847	-0.186893939
C12orf35	0.05710657	0.216641414
NA	0.057113988	0.378712121
NA	0.057168206	-0.147323232
ANO7	0.057225491	-0.148484848
NXN	0.057233953	0.179090909
OR1L6	0.057258608	-0.138939394
DYNLT3	0.05726459	-0.189545455
NA	0.057270118	-0.142171717
RRS1	0.057270746	0.146944444
ADARB1	0.057272573	0.249217172
GHRL	0.057339045	0.166666667
NA	0.057345048	-0.231590909
NA	0.057359186	-0.175530303
C9orf68	0.057420324	0.237121212
C5orf25	0.057545407	-0.129217172
HSPA1A	0.057626346	-0.204267677
C20orf201	0.057680196	0.538989899
DMD	0.057715766	0.346590909
EFCAB7	0.057784921	0.221388889
NA	0.057800809	-0.136212121
IRAK2	0.057844525	0.28270202
P2RY6	0.05787982	-0.307676768
MYO1F	0.057931685	0.364924242
AHNAK	0.057939464	-0.183156566
RAMP1	0.057959697	0.291691919
XLOC_008373	0.057968008	-0.285328283
PLAGL2	0.057982522	0.106111111
NICN1	0.057997545	0.147550505
RALGAPB	0.058032249	-0.107878788
TPD52L1	0.058052726	-0.259848485
FLNB	0.05807299	-0.159621212
GABPB1	0.058114006	-0.176994949
NA	0.058134925	-0.174368687
JUND	0.058146468	-0.140479798
XKR8	0.05817149	-0.124621212
KLK7	0.05817329	-0.593560606
MFNG	0.058212942	0.275555556
NA	0.058218481	0.114141414
EDEM3	0.058224617	-0.181262626
TBC1D15	0.058233482	-0.131515152
GNG4	0.058288276	-0.330050505
TJP2	0.058296207	-0.165429293
PTGER4	0.058301679	-0.205808081
FGF11	0.058307844	-0.135530303
FAM135A	0.058312903	-0.130454545
BCL2	0.05831495	0.141085859
NA	0.058326563	-0.186969697
AHCTF1	0.058447026	-0.140580808
BIRC2	0.05845389	-0.09270202
CDC25B	0.058598459	0.213712121
EGFR	0.058635688	-0.120631313
HMGA2	0.058647587	-0.141085859
C10orf116	0.058667875	-0.355808081
IGF2-AS	0.058673394	-0.140656566
CFLAR	0.058798536	-0.21489899
SPATA4	0.058842916	0.291944444
COL27A1	0.05886489	-0.103207071
S100A5	0.058892434	-0.248005051
TMEM138	0.058895983	0.17979798
SLC50A1	0.058930613	-0.175075758
SLMAP	0.058979604	-0.181313131
UBE2Q2P1	0.058995958	-0.140858586
NA	0.059000275	0.366489899
ZNF770	0.059043251	-0.115580808
HIST1H2AL	0.05904884	0.179090909
SPR	0.059115022	0.142121212
CD151	0.059117248	-0.157979798
MPZL1	0.059252247	-0.159267677
RPP25	0.059393447	-0.120454545
MOB1B	0.05946601	0.163888889
TCTE1	0.059467402	0.26270202
PVR	0.059481735	-0.119393939
GADD45G	0.059529678	-0.216161616
LTF	0.059530753	0.651111111
NA	0.059562604	-0.13020202
NA	0.059675038	-0.256868687
HMMR	0.059786409	0.202323232
KRTAP1-3	0.059862708	-0.197954545
MLL5	0.059914524	-0.198510101
RASAL1	0.059922118	-0.2425
NA	0.059924553	-0.223080808
NA	0.059941758	-0.200959596
METTL21A	0.059954099	-0.256515152
CAMK1D	0.059957395	-0.170681818
ZDHHC13	0.060042099	-0.176666667
WDFY4	0.060057245	0.464090909
HIST1H2BG	0.060062199	-0.153585859
NA	0.060063544	-0.173232323
NA	0.060067028	-0.139065657
BCL2L12	0.060067184	0.099570707
TMEM30A	0.060082119	-0.143712121
IL2RG	0.060087581	0.338131313
GCLM	0.060108189	-0.160454545
LOC100509490	0.060153157	-0.166944444
NA	0.060178214	-0.261818182
SIRT5	0.060211363	0.228181818
NA	0.060241455	0.244141414
C9orf102	0.060318932	-0.137222222
FAM21C	0.060319625	-0.156212121
TPM2	0.060343094	0.300151515
RPL32	0.060365657	0.096035354
SETDB1	0.060376561	0.238585859
RPL31	0.060385729	0.103080808
ZADH2	0.060452021	-0.116717172
GSTA4	0.060467794	0.248080808
EFNA1	0.060468932	-0.263005051
RPL37	0.060547122	0.13280303
NA	0.060594429	-0.220277778
NARFL	0.060608925	-0.114823232
HSF4	0.060692695	-0.138838384
NA	0.060719875	-0.378282828
NA	0.06074078	-0.1925
FRYL	0.060751707	-0.196969697
NA	0.060780554	-0.178712121
GPR137	0.060786908	0.138964646
GNG11	0.060841018	0.214974747
MUC5AC	0.06086752	-0.348787879
SNHG8	0.060883955	0.139217172
C1QTNF9B-AS1	0.060901273	-0.256035354
NA	0.060935804	0.155580808
HYAL3	0.061019909	-0.219494949
MOB3B	0.061060188	0.207323232
LOC645553	0.061106925	-0.195555556
NA	0.061118352	-0.180656566
SPTBN2	0.061142629	-0.175
MFSD1	0.06118228	-0.120580808
SP140	0.061281323	0.360909091
PECR	0.061305152	0.131742424
C8orf73	0.061309885	-0.166161616
CCL18	0.061362039	-0.345176768
LOH12CR2	0.061400434	0.135909091
METAP2	0.061454585	0.097828283
PPP1R21	0.061459953	0.128712121
TAL1	0.061470382	-0.214343434
CD274	0.061529213	-0.229444444
ARFGEF2	0.061544036	-0.128409091
ZNF254	0.061579918	-0.136414141
SPIRE1	0.061605476	-0.148636364
CALM3	0.061618908	0.181262626
STARD10	0.061671775	-0.138383838
IGFBP7	0.061772762	0.447424242
TST	0.061776154	0.134873737
NA	0.061797426	-0.184545455
PTPRH	0.061844938	-0.229242424
EIF2C1	0.061862021	-0.188560606
TMEM57	0.061868512	-0.182474747
SIX1	0.06192677	-0.127424242
RECQL5	0.061930471	-0.167676768
NA	0.061998217	-0.129646465
TTLL13	0.06203013	0.172626263
RBCK1	0.062030397	0.151767677
RNF39	0.062034006	-0.237449495
NA	0.062057905	0.627676768
CHCHD8	0.062062109	0.18489899
PMS2P5	0.062077622	-0.118308081
FLJ42627	0.062108647	-0.138939394
NA	0.062147189	0.377323232
LYPLA2	0.062276062	-0.088409091
HJURP	0.062376927	0.190227273
NA	0.062597347	-0.199292929
CCR7	0.062621227	0.486641414
NA	0.062622446	-0.170353535
NA	0.062636696	-0.235227273
MATN2	0.06267366	-0.18959596
PRB3	0.062688089	-0.718661616
NA	0.062707499	-0.170808081
RNF213	0.0627276	0.178232323
CLDN7	0.062744923	-0.119015152
TAZ	0.062795498	-0.09739899
RPS19	0.062807364	0.113888889
ERBB3	0.062838998	-0.197146465
CELF2	0.062874656	0.224469697
NA	0.062914121	-0.129166667
MYLK	0.062952611	0.28219697
PODXL	0.063012166	-0.155833333
DENND1C	0.063067308	0.271237374
RAB23	0.063132984	-0.170075758
RPL41	0.063228447	0.141868687
KRTCAP3	0.063247036	-0.166590909
RPL37A	0.063394614	0.113939394
PSMD11	0.063424763	-0.095580808
PECAM1	0.063427265	0.251641414
MON1B	0.063494055	-0.234671717
TPM4	0.063498796	-0.227449495
RABEP2	0.063499842	-0.111414141
ITGB2	0.06353783	0.361085859
PTPN11	0.063541288	-0.187373737
PRMT5	0.063542817	0.136313131
FLI1	0.06354378	0.243636364
SNORA62	0.063612521	-0.136893939
NA	0.063637223	-0.188434343
ARIH1	0.063673254	-0.119621212
NA	0.063719408	0.357727273
ETV2	0.063735928	-0.192020202
STEAP3	0.063844539	-0.227575758
MRC2	0.063854284	0.264873737
CDC40	0.063871685	0.150681818
LMBR1L	0.06388383	-0.135227273
RP9P	0.063912538	-0.144722222
ZNF579	0.063939869	-0.109242424
FANCE	0.063949008	-0.125025253
DDX55	0.06397034	0.103005051
IL4R	0.064066665	-0.228333333
NA	0.06410095	-0.172626263
NA	0.064111358	-0.151691919
LONRF2	0.064114496	-0.125656566
NA	0.064156036	0.194015152
NA	0.064161008	-0.156616162
C19orf73	0.064206505	-0.105353535
NA	0.064245042	0.257424242
SPPL2A	0.064284001	-0.121893939
TMPRSS2	0.064286308	-0.212020202
NA	0.064323211	-0.221414141
NA	0.064328453	-0.272222222
F11R	0.064335536	-0.162575758
VNN1	0.064387623	0.299646465
NA	0.064398557	-0.12280303
ATG16L1	0.064463736	-0.152651515
KIAA0125	0.064487361	0.615732323
CXCL1	0.064500709	0.43709596
SLC35E1	0.064567087	-0.146085859
FAM26F	0.064577156	0.318055556
C19orf43	0.064641513	0.094974747
B3GALNT2	0.06468922	-0.133232323
NA	0.064744956	-0.132121212
NA	0.064753651	0.46739899
MORN4	0.064909599	0.164545455
FAM84A	0.064912344	-0.23969697
NA	0.064929791	0.115
FAM117B	0.064964636	-0.092828283
IPO4	0.064968118	0.188611111
MLLT4	0.064982498	-0.171616162
UGCG	0.065005532	-0.124267677
CREM	0.065048255	-0.155984848
TCF25	0.065052005	-0.137777778
KLF12	0.065086048	0.22540404
NA	0.065131033	-0.143207071
CALML5	0.06513275	-0.62010101
NA	0.065171023	1.080075758
TTC27	0.065203037	0.195505051
UHRF1	0.065220952	0.151893939
A2M	0.065223558	0.425732323
LTB	0.065237264	0.510025253
EPS8L3	0.065288713	0.301262626
CXorf57	0.065292832	0.210984848
NA	0.065330807	0.162424242
ASB10	0.065354379	-0.129166667
LAG3	0.065390964	0.403611111
TRAF3IP2	0.06554911	0.148686869
SBNO2	0.065559905	-0.258232323
NA	0.065572902	-0.195606061
TMEM119	0.065595892	0.306767677
EVPLL	0.065609976	0.352550505
TSNARE1	0.06561835	-0.105606061
RASA3	0.065619605	0.235530303
TOMM20L	0.065658062	-0.16770202
HOXB2	0.065658639	0.199267677
C19orf50	0.065664462	0.233914141
DOCK6	0.065679492	-0.109949495
TEX13B	0.065707401	-0.105883838
NA	0.065716199	-0.195606061
KIAA1919	0.065725256	-0.125252525
PLD1	0.065749813	0.128257576
HSP90AB1	0.06579594	0.131414141
RNF19B	0.065870957	-0.223308081
FBXL22	0.065905383	0.150126263
APBA1	0.065921366	-0.166186869
CTDSP2	0.065930445	0.10040404
NA	0.065939678	0.20040404
PRKACB	0.065948904	0.225681818
TMEM116	0.066001284	-0.126590909
NA	0.066103472	0.097878788
PTPLAD2	0.066191486	0.263282828
NA	0.066191626	-0.172070707
SCYL2	0.066194281	-0.149166667
LTK	0.066196994	-0.252752525
RUVBL1	0.066230949	0.211641414
PCDHB14	0.066368944	-0.208333333
CARM1	0.066399215	-0.148510101
RASEF	0.066557737	-0.178914141
GON4L	0.066578405	0.172121212
PLEKHM1	0.066583728	-0.116161616
FAM174B	0.066591356	-0.131641414
C1orf35	0.066591469	-0.163510101
CYBASC3	0.06662459	0.287247475
NA	0.066717293	-0.129545455
C2orf74	0.066778247	0.252626263
ADAM10	0.066794566	-0.158838384
PTPRC	0.066808436	0.157651515
CNDP2	0.06683974	0.133383838
FAM208B	0.066871848	0.267449495
NA	0.067000036	0.196969697
KIAA1908	0.067004903	0.218737374
ZNF167	0.067010507	-0.120505051
TAOK2	0.067018756	-0.171818182
NA	0.06703372	-0.20040404
SCRN2	0.067057157	0.160555556
CAMK2N1	0.067146494	-0.279924242
FXYD5	0.067166386	0.262777778
SDR16C5	0.067181134	-0.198409091
CASC5	0.067257631	0.128964646
RNASEH2B	0.067325834	0.130050505
EWSR1	0.067359098	0.119722222
TFRC	0.06737429	0.185151515
RAI1	0.067436231	-0.15959596
LRP3	0.067444529	-0.156818182
AGPS	0.067455384	-0.140075758
GOT1	0.067487393	-0.107146465
CACNA2D2	0.067499998	0.128560606
PRKAR1B	0.0675047	0.365606061
NA	0.067530013	-0.11739899
EHD3	0.067545847	-0.176616162
CEL	0.067547947	-0.230151515
DCAF16	0.067554886	0.131489899
ENTPD3	0.067575863	-0.166212121
PRPF18	0.067587432	-0.123838384
RPL13AP17	0.067587449	-0.098964646
ZNF451	0.067593814	-0.186691919
PTAFR	0.067619568	-0.217954545
C6orf1	0.067675303	0.135227273
TACSTD2	0.067678361	-0.156313131
ARSG	0.067877693	0.128686869
C12orf48	0.067893038	0.128813131
CDC42BPG	0.067944148	-0.152121212
ERCC8	0.06796693	0.098863636
SLC25A23	0.06804695	-0.148737374
KIAA0922	0.068065799	0.201212121
NA	0.068066871	-0.117929293
PCBP2	0.068098749	0.111186869
ABLIM3	0.068110818	-0.166515152
SF3A1	0.068182074	0.136212121
E2F3	0.068198548	0.152575758
NA	0.068240045	0.461616162
POLL	0.068314739	0.148106061
SPAG7	0.068326565	0.147348485
MALL	0.068342863	-0.320176768
GTF3C5	0.068422951	-0.10760101
IKZF2	0.068458598	-0.190757576
XLOC_006925	0.068517099	-0.127348485
NR1D2	0.068529514	0.182727273
TRA2B	0.068561509	-0.165934343
MLLT6	0.068572002	0.139040404
LAMP1	0.068617768	-0.124393939
NA	0.068715105	-0.142070707
ACADVL	0.068716622	-0.108813131
STAG3	0.068776889	0.338383838
UTRN	0.068812248	-0.208863636
ENOX2	0.068835383	0.105176768
EXOSC2	0.068854931	0.23729798
HCLS1	0.068867789	0.180909091
GNB4	0.068911003	0.220833333
NR4A3	0.068913941	-0.370681818
PAX9	0.068924674	-0.160555556
NA	0.069059262	-0.231338384
COL18A1	0.069098174	0.215707071
XLOC_011185	0.069123224	-0.146944444
JPH2	0.069151886	-0.16719697
RASGRP1	0.069153407	0.211388889
ZNF813	0.069174237	-0.096388889
RAMP1	0.069278828	0.285959596
MFSD4	0.06928808	-0.204646465
NA	0.069330217	-0.281919192
NA	0.0695534	-0.16010101
DUX4	0.069614263	-0.157424242
NA	0.069633867	-0.108106061
NA	0.069646399	-0.154191919
RPS6KA2	0.069693381	-0.135429293
CLEC2D	0.069728007	0.183989899
NA	0.069780821	-0.145429293
GNE	0.069817287	-0.194671717
DUSP28	0.069827134	0.165984848
PSMD1	0.069841996	0.089974747
NA	0.069907232	-0.201565657
GGTA1P	0.069959032	0.182878788
GPX3	0.069973143	0.175808081
CAPRIN2	0.069980434	0.100454545
TEAD3	0.069986513	-0.14219697
PLEKHM2	0.070087575	0.143207071
NAA11	0.070135541	0.115959596
LOC728054	0.070149869	-0.195959596
SLC25A6	0.070186281	0.147853535
PPM1N	0.070247849	0.173005051
TRIM34	0.070261178	-0.188737374
XLOC_007868	0.070270132	-0.115
KRT4	0.070282069	-0.565252525
NA	0.07035842	-0.097323232
NA	0.070570991	-0.143080808
NA	0.070617762	-0.278358586
GOLGA6L7P	0.070637826	-0.151767677
PTGR1	0.070652341	-0.204772727
ACTR1B	0.070679124	0.133080808
MYO7A	0.070722561	0.19780303
MZB1	0.070808662	0.452045455
RTP4	0.070816499	0.226464646
ZHX3	0.070844736	-0.159090909
MANF	0.070918205	-0.171489899
TMEM95	0.070988095	-0.224848485
SERF2	0.07099312	0.14040404
NCAPH2	0.071001693	-0.095782828
TMEM146	0.071035102	-0.124873737
ATMIN	0.071067653	0.171388889
NA	0.071096096	-0.19709596
PMS2	0.071102547	-0.123030303
NDUFS6	0.071133652	-0.079015152
NA	0.071141559	-0.137171717
PARG	0.071211379	0.141893939
C1orf70	0.071267207	-0.176767677
C2orf29	0.07135395	-0.132727273
NA	0.071431203	-0.181944444
EFCAB1	0.071448586	0.331161616
NDE1	0.071463257	0.122525253
PTPN9	0.071467936	-0.129318182
FOLR2	0.071478024	0.280782828
USH1C	0.071496109	0.202323232
DNALI1	0.07151327	0.318333333
KCNQ2	0.071546626	-0.246792929
FLJ40434	0.071562363	-0.253434343
PPP1R8	0.071595748	-0.132020202
GFER	0.071599199	-0.140429293
CCDC141	0.07160617	-0.24040404
FAM105A	0.071780795	0.163712121
DIS3L	0.071791383	0.149949495
C17orf107	0.071800976	-0.201843434
EXOC3L1	0.071811877	-0.162424242
NA	0.071815252	-0.180530303
SCARF2	0.071818265	0.22270202
NPEPL1	0.071888727	0.18780303
MIA3	0.071908554	-0.153914141
MEP1A	0.071922584	0.112777778
FNDC1	0.072171669	-0.400479798
RCSD1	0.072195768	0.281363636
RAP2B	0.072202141	-0.11530303
TSPAN14	0.072205927	-0.154393939
RHBDL2	0.072304052	-0.142045455
DGCR11	0.07230798	-0.14290404
CPVL	0.072399719	0.196868687
DHDDS	0.072430585	-0.115909091
NA	0.072461864	-0.394823232
RPS20P27	0.072469502	0.103358586
NA	0.07248945	-0.151868687
LBR	0.072509793	0.143257576
OAT	0.072553224	-0.131439394
IL10RA	0.072558614	0.335479798
HP1BP3	0.072600431	-0.166186869
PTGFR	0.072618598	0.345454545
KANK3	0.072652541	-0.171439394
NA	0.072673178	-0.13719697
CKAP2	0.07274728	0.183434343
C1orf133	0.072781625	-0.237727273
ENG	0.072791588	0.139671717
ZNF333	0.072800597	-0.104520202
ZNF789	0.072915261	0.118131313
CFH	0.072943479	0.17270202
GBP2	0.072947756	0.283484848
IAPP	0.072976981	-0.170606061
MTCH1	0.072981389	0.104393939
ASCC1	0.07298539	-0.119671717
CHD1	0.073000332	-0.136565657
LDLRAD1	0.073015801	0.387449495
TMEM86B	0.073083005	-0.136489899
NA	0.073134125	-0.149444444
CEP112	0.0731763	0.128585859
VPS33B	0.073178508	0.115656566
RSL1D1	0.073210024	0.104090909
NSF	0.073225416	-0.100808081
NA	0.073236551	-0.104065657
NA	0.073286106	-0.201590909
NA	0.073291175	0.108156566
C11orf31	0.073309808	0.106060606
CCDC99	0.073398808	-0.080479798
PCSK7	0.073491044	-0.122727273
NA	0.073499002	-0.208787879
LOC84989	0.073505264	0.126717172
MFAP3L	0.073528786	-0.214974747
C2orf63	0.073542703	-0.143863636
AGBL2	0.073612284	0.345606061
LOC100130654	0.073625349	-0.119267677
ARFGAP1	0.073692301	-0.126792929
AGL	0.073716745	-0.147752525
NA	0.073726123	-0.221994949
NA	0.073740306	-0.13540404
SEMA4C	0.073777063	-0.121414141
LOC100287195	0.073806448	0.109065657
HP1BP3	0.073854335	0.114974747
RPL23A	0.073856034	0.147020202
NA	0.07386093	0.482853535
NA	0.073877841	-0.173131313
GALK2	0.073879331	-0.161439394
TNFSF14	0.07389658	0.266010101
LSM6	0.073933672	0.13290404
NA	0.073940361	-0.206919192
ACBD4	0.073944276	-0.120530303
NUP153	0.073946345	0.110353535
VPS37B	0.074099085	-0.145479798
RHCG	0.074176599	-0.66719697
BAIAP2L2	0.074180871	-0.158560606
TMEM97	0.074183578	0.192878788
PTPN3	0.074192091	-0.121287879
LSM14A	0.074200849	0.08510101
FAM189B	0.074263498	-0.089419192
NA	0.074286944	0.261742424
TOP2A	0.074291236	0.142954545
FERMT3	0.074352566	0.237954545
NA	0.074374299	-0.190025253
NA	0.074388701	0.196010101
GPR97	0.07443923	-0.212626263
KRTAP1-3	0.074480622	-0.201818182
NA	0.074494265	-0.185176768
MYLK	0.074498949	0.236742424
C5orf44	0.074566077	-0.208282828
IL15RA	0.074575719	-0.122323232
KCNQ1	0.074579736	0.212651515
GNAZ	0.074610063	0.325808081
LOC100134663	0.074637487	-0.192424242
NA	0.074637936	-0.19010101
POLA2	0.074689319	0.170429293
MRPS21	0.074736841	0.089949495
ENPP2	0.074875652	0.21729798
BTN3A2	0.074899712	0.203080808
XLOC_014209	0.074922695	-0.148585859
EBAG9	0.074947559	-0.111085859
WNT5A	0.074970166	-0.214494949
RPL26	0.074992802	0.111464646
DOK3	0.075012978	0.337777778
MRPL49	0.075042054	0.096085859
SALL3	0.075130151	-0.197727273
NA	0.075180743	-0.115429293
PCYT2	0.07523316	0.180176768
NA	0.075289048	-0.100227273
ZC3HAV1L	0.075349076	-0.326489899
C12orf34	0.075358821	-0.199722222
CCND2	0.07539871	0.209292929
MRPS18B	0.07540157	0.095858586
MFN2	0.07541411	-0.130833333
IQCE	0.075456077	0.227272727
ICA1	0.075469936	-0.130858586
JPH3	0.075543028	0.179267677
NA	0.075605788	-0.167929293
FANCB	0.075638468	-0.418611111
NA	0.075643475	0.164292929
TAF4	0.075693926	-0.108282828
ADAD2	0.075696984	-0.188712121
TET2	0.07570861	-0.175025253
ZNF846	0.075750612	-0.129545455
ABTB2	0.075768459	-0.256414141
ZNF780A	0.075795155	-0.125454545
TCIRG1	0.075859724	-0.163358586
11-Sep	0.075882004	-0.123535354
TMPPE	0.075888069	-0.135909091
ANXA8L2	0.075902527	-0.254520202
NA	0.075922629	0.118510101
RAC3	0.075923784	-0.180176768
FMNL1	0.075935434	0.197929293
S100A4	0.075979971	-0.286666667
SLC16A7	0.0759943	-0.159494949
NA	0.076045738	0.386010101
LOC100134237	0.076059462	-0.123080808
SETDB1	0.076076615	0.113661616
NA	0.07611738	-0.371818182
CHFR	0.076178558	0.140454545
NA	0.076186554	-0.132348485
S100A13	0.07628164	-0.135707071
KCNS3	0.076284912	-0.266035354
ATF7IP	0.076308823	-0.180984848
NHLRC2	0.076323885	-0.121010101
LMAN1	0.07635765	-0.140151515
MYBBP1A	0.076359501	0.123863636
A2ML1	0.076375858	-0.248661616
KIAA0040	0.07637741	0.280353535
GALE	0.076394257	-0.170151515
TEX10	0.076407413	0.071111111
HERC2	0.076439272	-0.140479798
LINS	0.076463821	-0.116035354
FAM49A	0.07646929	0.232020202
NRIP3	0.076470205	-0.174217172
C20orf94	0.076500492	-0.166060606
ABLIM1	0.076504094	-0.21780303
LOC157740	0.076526912	-0.200757576
NA	0.07657864	-0.180075758
PROM1	0.076607501	0.262550505
FOXH1	0.076614531	-0.140176768
RPL3	0.076652772	0.117575758
FAM114A1	0.076680295	-0.146919192
RPS9	0.076785823	0.120025253
NA	0.076802957	-0.146085859
TSNAXIP1	0.076839967	0.281818182
RNPC3	0.076857804	-0.120025253
PLEKHG7	0.076915857	0.168611111
LOC642852	0.076926258	0.170126263
SPINK5	0.076944591	-0.410505051
NA	0.076957525	-0.148383838
PCDHB2	0.077063293	-0.150782828
TACR3	0.0771584	-0.499040404
NOXA1	0.077173443	-0.174621212
DPH3P1	0.077303158	0.265025253
SLC10A7	0.077372813	-0.14510101
TIAM1	0.077375989	-0.200505051
DIAPH1	0.077389153	-0.137651515
NA	0.077392639	-0.116186869
DHRS12	0.077411487	0.146590909
PPP1R14B	0.07749863	-0.144368687
WNT3A	0.077528181	-0.088863636
NA	0.077538189	-0.234621212
ENPP1	0.077570959	0.113560606
SPINK7	0.077612707	-0.399015152
SLC8A1	0.077613522	0.126717172
C1QTNF9B-AS1	0.077650571	-0.208333333
C8G	0.077779798	-0.132954545
KRTAP3-3	0.077864185	-0.26540404
EVI2A	0.077899359	0.295580808
VAMP2	0.077947319	-0.142272727
SNORA74A	0.077989071	-0.321565657
ZNF57	0.07803455	-0.121313131
SHISA8	0.078098649	-0.235378788
TBCCD1	0.078234872	0.200580808
BANP	0.078258146	0.236515152
NA	0.078266932	-0.144570707
PPP1R1C	0.07831961	-0.159924242
RPL7	0.078349616	0.119848485
AMDHD2	0.078353937	-0.131590909
ZNF320	0.078410686	-0.103156566
FABP4	0.078438142	-0.312575758
DZIP3	0.078482372	0.290808081
CTH	0.078519279	0.168358586
PHGDH	0.078539365	0.297954545
AMZ1	0.078574247	-0.175479798
HLA-DOB	0.078593063	0.393358586
USP49	0.078619837	-0.139065657
IVNS1ABP	0.078649011	-0.129065657
LENG9	0.078724694	-0.196439394
TXNDC11	0.078793462	-0.15770202
ASAP3	0.078801988	-0.120555556
PPM1B	0.078812537	-0.141818182
PP14571	0.078822259	-0.246616162
MKLN1	0.078824122	-0.107954545
MAK	0.078850944	0.269166667
CDKAL1	0.078854159	-0.133030303
FASTKD1	0.078902526	-0.112979798
NCAPD2	0.07894445	0.164343434
MRPS25	0.078969255	-0.144621212
EPRS	0.078970918	0.096515152
RNASET2	0.078976285	0.138005051
ATF4	0.07900257	0.114722222
USP5	0.079005651	0.12729798
CASS4	0.079059079	-0.140252525
NA	0.079063238	-0.10239899
C16orf86	0.079125676	0.243434343
MICALL2	0.079187033	-0.155707071
LY6K	0.079250466	-0.321515152
METRN	0.079283037	-0.337272727
TRIP11	0.079333679	-0.129924242
LRP1	0.079393319	0.151717172
CDC42	0.079403706	-0.220555556
NA	0.079432691	-0.115151515
GBP1	0.079433901	0.299343434
M6PR	0.079438907	-0.1525
PPTC7	0.079464261	-0.223863636
DOT1L	0.07947903	-0.096944444
HIST1H3D	0.079492654	0.270782828
LOC339240	0.079502035	0.337247475
RNF13	0.079542751	-0.125429293
NA	0.079553517	-0.16280303
GPR98	0.079662477	-0.238156566
ATXN7L2	0.079668212	-0.156338384
NA	0.079700444	-0.084141414
LRP4	0.079761005	-0.206969697
