#Gene	P.Value	logFC
BBS7	2.11E-02	0.49521273
ARMCX3	2.11E-02	0.33134396
BCAR1	2.11E-02	-0.51968883
SEMA6C	2.11E-02	0.19952315
NDUFS3	2.11E-02	-0.20922173
SH3GLB1	2.11E-02	0.27262798
THEG	2.12E-02	0.22228003
OBFC1	2.12E-02	0.25111091
CMTM4	2.12E-02	-0.45839745
SPRR1A	2.12E-02	-0.3237909
COL6A5	2.12E-02	0.24852053
ZNF696	2.12E-02	-0.20736017
PPP1R15B	2.12E-02	0.22420478
NFXL1	2.13E-02	0.34158722
FBLN1	2.13E-02	0.24871354
C2CD5	2.14E-02	0.3797566
NA	2.14E-02	0.39711961
ALG1L	2.14E-02	0.59448019
NPNT	2.14E-02	0.35080354
CDKN2D	2.15E-02	-0.35675376
ATP8B5P	2.15E-02	0.20505685
DMKN	2.15E-02	-0.40317764
KLHDC3	2.15E-02	-0.40353886
NA	2.15E-02	0.23338377
FBXL12	2.15E-02	-0.23894265
ALKBH7	2.15E-02	-0.41120055
P2RY2	2.15E-02	-0.29954034
RPS29	2.16E-02	0.36364636
OTX2	2.16E-02	0.15874697
CASP3	2.17E-02	0.32784369
ZBTB3	2.17E-02	-0.30375752
OCIAD1	2.17E-02	0.41405628
CLN6	2.17E-02	-0.29527401
SULT1A1	2.18E-02	-0.28378299
4-Sep	2.18E-02	-0.26978851
GAPT	2.18E-02	0.71719109
ATP6V0B	2.18E-02	-0.47136679
NA	2.19E-02	-0.70918209
TAF5L	2.19E-02	0.19584968
MTF2	2.19E-02	0.47145529
POMGNT1	2.19E-02	-0.41699568
CRTC1	2.19E-02	-0.32168141
ANGPT1	2.19E-02	0.27268516
FICD	2.19E-02	-0.25366137
ENO3	2.20E-02	0.23968742
NSMCE2	2.20E-02	0.3991855
NDUFB7	2.20E-02	-0.68999336
RFESD	2.21E-02	0.25783452
FAM109B	2.21E-02	-0.41626881
CLP1	2.21E-02	0.41036837
TCERG1	2.21E-02	0.38926819
ARID5B	2.21E-02	0.33045714
DAB2IP	2.21E-02	-0.75011991
PXYLP1	2.21E-02	0.31949666
C11orf24	2.21E-02	-0.2210059
BSDC1	2.22E-02	-0.36337103
CNN2	2.22E-02	-0.25264059
ACAD11	2.22E-02	0.5486533
HSPA12B	2.22E-02	0.17658978
HNRNPH1	2.23E-02	0.27192345
C19orf33	2.23E-02	-0.54361825
NA	2.23E-02	0.31093382
CCPG1	2.23E-02	0.49726392
SNRPE	2.23E-02	0.26006224
PURB	2.23E-02	0.27048946
FRRS1	2.23E-02	-0.27980444
ZNF768	2.23E-02	-0.34243218
NIF3L1	2.23E-02	0.23442751
LSS	2.24E-02	-0.43690108
ADCK1	2.24E-02	-0.28776466
CTPS2	2.24E-02	0.31395018
AXIN1	2.24E-02	-0.25557296
ZNF835	2.24E-02	-0.16862196
SNRPA1	2.25E-02	0.31616832
NME2	2.25E-02	-0.34384279
DNAJB12	2.25E-02	-0.35982798
PBLD	2.25E-02	0.2425973
CHMP1A	2.25E-02	-0.47439238
TRIM69	2.25E-02	0.18721455
FAM213A	2.25E-02	0.28542666
TM9SF1	2.25E-02	-0.46358754
PIK3R1	2.26E-02	-0.52309155
TMEM156	2.26E-02	0.48159753
BCL2L11	2.26E-02	-0.23498825
HEBP2	2.26E-02	-0.39552461
ANKRD49	2.26E-02	0.52012129
ASPHD1	2.27E-02	-0.19382353
SPPL3	2.27E-02	-0.21555442
SEC14L4	2.27E-02	-0.24402048
MCM4	2.27E-02	-0.51741096
RNF170	2.28E-02	0.46726582
DUOX1	2.28E-02	0.24252708
MTHFS	2.28E-02	0.33695451
ACOT7	2.28E-02	-0.21814501
PCYT2	2.28E-02	-0.21433437
SNRNP35	2.29E-02	-0.31444957
RAB30	2.29E-02	0.32413592
ANKS1A	2.29E-02	-0.2226534
GPR3	2.29E-02	0.2073318
AIMP2	2.29E-02	0.26539546
PVRL2	2.29E-02	-0.60794036
NFE2L2	2.30E-02	0.41050259
STARD13	2.30E-02	0.28587108
NA	2.30E-02	0.33507653
CCDC14	2.30E-02	0.61988121
ZNF613	2.30E-02	0.46676983
EXOC1	2.31E-02	0.34674711
KLHL23	2.31E-02	0.39424637
CIR1	2.31E-02	0.47534595
NA	2.31E-02	-0.44750749
PSMD4	2.31E-02	0.22110076
COL8A1	2.31E-02	0.17249565
THAP8	2.31E-02	-0.23939787
EGLN3	2.33E-02	-0.52878339
DCAF6	2.33E-02	0.31397303
CAPZA2	2.34E-02	0.31897852
WDYHV1	2.34E-02	0.22738232
WAC	2.34E-02	0.26726571
BAZ1A	2.34E-02	0.29352505
TIMM9	2.34E-02	0.36347647
MAPRE3	2.35E-02	-0.46938015
PRKAR1A	2.35E-02	2.07951206
NA	2.36E-02	-0.24522783
INPP5A	2.36E-02	-0.16779409
PLCXD2	2.36E-02	-0.18543218
NA	2.36E-02	-0.32569323
GZMH	2.36E-02	-0.3483471
SPRY2	2.36E-02	-0.44801609
CLEC2B	2.37E-02	0.39143022
PCGF1	2.37E-02	0.30800262
PPHLN1	2.37E-02	0.35680067
RNLS	2.37E-02	0.28547044
HECA	2.37E-02	0.24243152
DCAF12	2.37E-02	-0.21421186
STK10	2.38E-02	-0.27472871
SEMA3B	2.38E-02	-0.36103413
ATP1B3	2.38E-02	-0.25746469
OXR1	2.38E-02	0.36154023
EFTUD1	2.38E-02	0.33006277
FASTKD2	2.39E-02	0.35372104
IGF1R	2.39E-02	-0.27464286
GPBP1	2.39E-02	0.38702256
TTK	2.39E-02	0.52129102
VSIG2	2.39E-02	-0.67332901
RRP9	2.39E-02	-0.30901676
CACTIN	2.40E-02	-0.28517037
GNG2	2.40E-02	0.3828902
FAM3D	2.40E-02	-0.47295153
TMEM205	2.40E-02	-0.31712922
LIG1	2.40E-02	-0.32462119
NUF2	2.41E-02	0.50190386
GNG5	2.42E-02	-0.27870008
PIK3C2B	2.42E-02	-0.25434121
INTS10	2.42E-02	0.29377015
PEBP4	2.42E-02	-0.21204126
PLCG1	2.42E-02	-0.19760811
NA	2.42E-02	0.18611446
FAM102A	2.43E-02	-0.62346867
BTNL3	2.43E-02	-0.8246498
ALPI	2.43E-02	-0.34285259
TUBA1B	2.43E-02	-0.37597874
SIK2	2.43E-02	-0.25975647
NEDD4	2.43E-02	-0.20538092
CEP83	2.43E-02	0.47806192
ZNF414	2.44E-02	-0.30856479
HYAL3	2.44E-02	-0.22656203
PPP2R5B	2.45E-02	-0.38747425
ADD3	2.45E-02	0.4593009
LPAR2	2.45E-02	-0.32548708
LAMC2	2.46E-02	-0.38756796
FAM3B	2.46E-02	1.99524924
NA	2.46E-02	0.24254537
PAIP2	2.46E-02	0.24655177
GBAS	2.46E-02	0.26760017
RPS23	2.47E-02	0.69383912
MOB4	2.47E-02	0.36744142
ZNF668	2.47E-02	-0.3696949
ABCB8	2.47E-02	-0.26293496
C9orf16	2.47E-02	-0.31457554
VPS13A	2.48E-02	0.24259551
CEACAM7	2.48E-02	0.31253904
ID1	2.48E-02	0.45722991
MYH14	2.48E-02	-0.46460583
ALDH3A2	2.48E-02	0.42928543
NA	2.48E-02	-0.40121782
C11orf63	2.48E-02	0.27817945
DDRGK1	2.49E-02	-0.35376227
IFIT1	2.49E-02	0.55637226
NMNAT3	2.49E-02	-0.31501991
NA	2.49E-02	0.45286908
RORC	2.49E-02	-0.51144929
CST1	2.49E-02	-0.17222101
KIAA0930	2.49E-02	-0.22624037
PKIA	2.49E-02	0.30929917
TMPRSS3	2.49E-02	0.21012699
NA	2.50E-02	-0.257298
PDCD2	2.50E-02	-0.20792152
SLC7A8	2.50E-02	-0.41720463
TSPAN16	2.50E-02	0.1781936
MTUS2	2.51E-02	0.16952563
DCLRE1C	2.51E-02	0.2417798
RPN1	2.51E-02	-0.2700614
NALCN	2.51E-02	0.16939702
LYRM5	2.51E-02	0.32246904
CD14	2.52E-02	-0.67163674
PATZ1	2.52E-02	-0.26162063
GCAT	2.52E-02	-0.28150809
STRBP	2.52E-02	0.29676574
ZNF548	2.52E-02	0.23490936
RARA	2.52E-02	-0.18435933
NFYA	2.52E-02	0.31736666
TCEAL8	2.52E-02	0.35172517
ADAM8	2.53E-02	0.38614246
TPPP3	2.54E-02	-0.28409257
NAE1	2.54E-02	0.20265343
TM4SF1	2.54E-02	-0.52634466
SLC46A1	2.54E-02	-0.32942618
NA	2.54E-02	0.63161863
ZNF772	2.54E-02	-0.21741592
NRG4	2.54E-02	0.31683649
C1orf112	2.54E-02	0.31434189
NA	2.54E-02	0.18587383
ZNF226	2.55E-02	0.33986931
NA	2.55E-02	-0.30258024
MRPL11	2.56E-02	-0.26425109
DNAH9	2.56E-02	-0.30645809
PFDN5	2.56E-02	-0.20116858
YTHDC2	2.56E-02	0.34181992
SLC25A37	2.56E-02	0.34069228
EPS8L1	2.56E-02	-0.44192232
GOLGA8A	2.57E-02	0.18108043
PTGDR	2.57E-02	0.36631858
NA	2.58E-02	-0.50582663
COX17	2.58E-02	0.27203027
TINAG	2.58E-02	0.71601109
SSBP1	2.59E-02	0.20479987
WDR26	2.59E-02	0.37720564
SNX7	2.59E-02	0.40468479
PSMD3	2.59E-02	-0.56323569
FOXA3	2.59E-02	-0.45403762
MFSD7	2.59E-02	-0.37978699
OLA1	2.59E-02	-0.22560289
MPND	2.59E-02	-0.48845015
METRN	2.60E-02	-0.26476315
PCK2	2.60E-02	0.40623879
RBM23	2.60E-02	-0.2350226
MED16	2.60E-02	-0.51495432
C19orf73	2.60E-02	-0.1656063
SAMD9L	2.60E-02	0.62698871
DCTPP1	2.60E-02	-0.31101468
C8orf33	2.61E-02	-0.71306313
ZNF204P	2.61E-02	0.28764384
MOB4	2.61E-02	0.35582402
SCFD1	2.61E-02	0.17682122
NOP16	2.62E-02	0.43845338
BRICD5	2.62E-02	0.17840701
KCTD3	2.62E-02	0.35263361
MAP3K7	2.62E-02	0.40385027
AKR1B15	2.62E-02	0.40937273
TMUB2	2.62E-02	-0.30169033
TRIM56	2.63E-02	-0.31123014
MFSD8	2.63E-02	0.41956624
NXPE4	2.63E-02	0.43899012
NA	2.63E-02	-0.58906822
POLR3H	2.63E-02	-0.35980078
NA	2.63E-02	-0.6462753
PYHIN1	2.64E-02	0.42127684
NA	2.65E-02	-0.68992783
MIER1	2.65E-02	0.25599594
MICU2	2.65E-02	0.25115676
MTRF1	2.66E-02	0.37336054
DCXR	2.66E-02	-0.31264467
NA	2.66E-02	-0.22624797
PANK2	2.67E-02	0.29223165
AP5S1	2.67E-02	-0.2913848
SLC25A26	2.67E-02	0.23825394
FAIM	2.67E-02	0.44226648
GPC1	2.68E-02	-0.19542504
IL18RAP	2.69E-02	0.53135485
BACE2	2.69E-02	-0.61562082
RBX1	2.69E-02	-0.26242505
MPDU1	2.69E-02	-1.08420429
DRD3	2.69E-02	-0.18330029
PLK4	2.70E-02	0.49222026
MYH6	2.70E-02	0.18659963
ARL2	2.70E-02	-0.55575668
TPP2	2.70E-02	0.29188617
ACP2	2.70E-02	-0.61157336
RAD51C	2.70E-02	0.46879449
NSMF	2.70E-02	-0.56885901
POT1	2.70E-02	0.36055637
C12orf10	2.71E-02	-0.50082717
TXN2	2.71E-02	-0.20993405
NA	2.71E-02	-0.2733162
TUBG1	2.71E-02	-0.35328295
S100A13	2.71E-02	-0.45635245
FOXB1	2.72E-02	0.19309013
ODF2L	2.72E-02	0.59475467
ZNF23	2.72E-02	0.42081996
ARPC2	2.72E-02	0.25728462
A1CF	2.73E-02	0.38633379
MYO1C	2.73E-02	-0.27615694
ERF	2.73E-02	-0.6514022
ZC3H7B	2.73E-02	-0.27523215
PSMD6	2.73E-02	0.30692317
NA	2.74E-02	0.19680348
NINJ1	2.74E-02	-0.42705461
DBT	2.74E-02	0.25829549
TBX1	2.74E-02	-0.2155702
B3GNT8	2.74E-02	-0.60042734
FBXO21	2.74E-02	0.2053313
FIG4	2.75E-02	0.38472188
ADAMTSL2	2.75E-02	-0.33232647
NIN	2.75E-02	0.19648751
MUC2	2.75E-02	-1.12538043
ZNF189	2.75E-02	0.3432845
IRAK1	2.75E-02	-0.30755118
HSPD1	2.76E-02	0.19812466
SNX8	2.76E-02	-0.25119836
CFL1	2.76E-02	-0.4796274
RABAC1	2.76E-02	-0.45663886
KRR1	2.76E-02	0.27038497
STX19	2.76E-02	0.61187596
TEX264	2.77E-02	-0.31991052
ACCS	2.77E-02	0.3405499
ZDHHC5	2.77E-02	-0.41576692
UQCRH	2.77E-02	0.29919599
PHF11	2.77E-02	0.25562892
TRPM4	2.77E-02	-0.5492019
C7orf55	2.77E-02	0.32203945
C1QA	2.78E-02	-0.52418875
TEX33	2.78E-02	-0.22499004
MYADM	2.78E-02	-0.52056142
TRAPPC6A	2.79E-02	-0.31762882
DMTN	2.79E-02	-0.29991058
VSX1	2.79E-02	0.22501777
NETO2	2.79E-02	0.71403493
VPS37B	2.79E-02	-0.6896033
SUMO2	2.79E-02	0.30273302
COG8	2.80E-02	-0.2627249
HIST1H2BF	2.80E-02	-0.23180782
SDR9C7	2.80E-02	0.18641134
TENC1	2.80E-02	-0.17941356
ARHGAP17	2.80E-02	-0.33250951
GDPGP1	2.80E-02	-0.26406748
SLC6A8	2.80E-02	-0.61664951
RAE1	2.81E-02	-0.24766955
FOXN3	2.81E-02	-0.1885701
CLIC1	2.82E-02	-0.27657253
TUBA1A	2.83E-02	-0.37746416
YOD1	2.83E-02	0.20693353
HPCA	2.83E-02	-0.24278054
TMEM209	2.83E-02	0.32572598
ALDOB	2.84E-02	1.59650849
SEC61G	2.84E-02	0.30692307
ERH	2.84E-02	-0.38442924
RPL23	2.84E-02	-0.30954801
PPAP2C	2.85E-02	-0.26292237
ZNF597	2.85E-02	0.28040035
FGFR4	2.85E-02	0.16828511
ARID1B	2.85E-02	-0.16761492
ZNF320	2.85E-02	-0.25914604
CMTM3	2.85E-02	-0.24303777
C11orf68	2.86E-02	-0.3636869
FRK	2.86E-02	0.36625684
CXorf40A	2.86E-02	-0.64508904
ZNF362	2.86E-02	-0.21366043
INF2	2.86E-02	-0.26350942
PTCD1	2.87E-02	-0.32518855
CHCHD1	2.87E-02	-0.25207857
NAA15	2.87E-02	0.38615628
KPNA2	2.87E-02	0.30482228
P4HA1	2.87E-02	-0.21482489
GUCA2B	2.88E-02	-0.91799872
IFI44	2.88E-02	0.69736421
SASS6	2.88E-02	0.45601752
MFSD5	2.88E-02	-0.21178582
FLII	2.89E-02	-0.35394957
TXLNA	2.89E-02	-0.37642549
TMEM126B	2.90E-02	0.2331318
ADPRHL1	2.90E-02	-0.38952235
GSTZ1	2.90E-02	-0.27649288
RSRC1	2.91E-02	0.37948431
AKAP11	2.91E-02	0.37161589
UGT2B10	2.91E-02	0.88036439
NA	2.91E-02	0.36603248
C9orf170	2.92E-02	0.17839369
KCTD2	2.92E-02	-0.29219034
TAF10	2.93E-02	-0.26957544
PIAS1	2.93E-02	0.39426435
CCDC87	2.93E-02	-0.23187348
SPECC1	2.94E-02	-0.20113096
ICMT	2.94E-02	-0.38377612
ATF7	2.94E-02	0.25714346
TLDC2	2.95E-02	-0.33303675
GAPDH	2.95E-02	-0.37205181
RNF180	2.95E-02	0.21512742
RPP14	2.96E-02	-0.22726234
TLR3	2.96E-02	0.43039767
G3BP1	2.96E-02	0.2588206
PLIN3	2.96E-02	-0.81016793
SEC61G	2.96E-02	0.39265402
SLAIN1	2.97E-02	-0.20994124
RHBDF1	2.97E-02	-0.57121357
AASDH	2.97E-02	0.36484973
GPR116	2.97E-02	0.33484111
TSSC4	2.97E-02	-0.45684992
MNAT1	2.97E-02	0.40919543
DCUN1D4	2.98E-02	0.23658334
PRMT5	2.98E-02	-0.21470407
RBM47	2.98E-02	-0.22456231
ELN	2.98E-02	-0.22591823
KCNQ1	2.98E-02	0.24468973
GDAP2	2.98E-02	0.24842381
ZFP36	2.98E-02	-0.45428642
RTN4R	2.98E-02	-0.27965304
PLEKHH3	2.98E-02	-0.22951312
RAD51	2.99E-02	0.23863686
C10orf99	2.99E-02	0.27683006
NMI	2.99E-02	0.37264225
BNIPL	2.99E-02	0.22286315
KLK15	2.99E-02	-0.30776856
RNASET2	2.99E-02	-0.34914488
SMARCD1	2.99E-02	-0.24453601
HMGN2	3.00E-02	-0.52150542
ARL14EP	3.00E-02	0.40717064
PLA2R1	3.00E-02	0.32130358
PPP1CC	3.00E-02	0.25764235
USP48	3.00E-02	0.33836514
PLD1	3.01E-02	0.27905554
EPN2	3.01E-02	-0.30052408
CRTC2	3.01E-02	-0.32902741
ZNHIT1	3.01E-02	-0.23872793
LAMTOR1	3.01E-02	-0.22705953
TUT1	3.01E-02	-0.27791778
KBTBD3	3.01E-02	0.30788383
SERP1	3.02E-02	-0.48155533
ABCB4	3.02E-02	0.29914183
PEX14	3.02E-02	-0.4671836
RPL13	3.03E-02	-0.37260105
C19orf24	3.03E-02	-0.40491751
ANXA2P1	3.03E-02	0.26630942
PPA1	3.03E-02	0.36595014
SCGB2A1	3.03E-02	-0.73704357
ATP13A2	3.03E-02	-0.41578228
ZNF77	3.04E-02	0.38863176
SLC37A4	3.04E-02	-0.30596686
NA	3.04E-02	0.16656792
VAMP4	3.04E-02	-0.31633953
THAP1	3.04E-02	0.42912291
ANAPC13	3.04E-02	0.27375386
ALDH8A1	3.04E-02	0.19367534
ADRA2A	3.05E-02	0.66917117
GARS	3.05E-02	0.24254997
LRRC17	3.06E-02	0.22476945
ANKRD16	3.06E-02	-0.24469636
RALBP1	3.07E-02	-0.32204644
LEPREL1	3.07E-02	-0.84971861
SETD8	3.07E-02	-0.1884129
DBN1	3.07E-02	-0.31353702
ENPP2	3.08E-02	0.61700145
IER5	3.09E-02	-0.31626537
SIAE	3.09E-02	-0.20194277
NA	3.09E-02	0.44352912
ADPRHL1	3.09E-02	-0.186441
DPP3	3.09E-02	-0.35567362
PPARD	3.10E-02	-0.30565653
RBCK1	3.10E-02	-0.34407212
PTGER2	3.11E-02	0.56937814
ITM2C	3.11E-02	-0.34779684
DPH2	3.11E-02	-0.22994519
ZCCHC6	3.11E-02	0.30733946
ZNF75A	3.11E-02	0.3338188
ARHGAP18	3.11E-02	0.39016007
SMUG1	3.11E-02	-0.22636228
FARSA	3.11E-02	-0.31684416
SNRNP27	3.12E-02	0.26687659
SCAPER	3.12E-02	0.41417534
KLHL10	3.12E-02	-0.20576951
STX16	3.13E-02	0.24475344
IMMP2L	3.13E-02	0.35592589
STX5	3.13E-02	-0.38481858
CCDC24	3.14E-02	-0.5013066
PREP	3.14E-02	-0.21169458
FKBP3	3.14E-02	0.33585771
NA	3.14E-02	0.50847167
EPCAM	3.14E-02	-0.30568464
CIC	3.14E-02	-0.24944159
ISM2	3.15E-02	-0.19515903
HIF1AN	3.15E-02	-0.24570264
NA	3.15E-02	0.1826661
NA	3.15E-02	-0.3287897
POR	3.15E-02	-0.33951053
SIRT2	3.15E-02	-0.2291193
PLA2G6	3.15E-02	-0.17228928
AP4S1	3.16E-02	-0.18302063
TRAP1	3.16E-02	-0.28241572
SRP72	3.16E-02	0.37440913
OMD	3.16E-02	0.19481922
NA	3.16E-02	-0.19007556
SREK1	3.16E-02	0.2662143
ADRA1D	3.17E-02	0.21745167
EIF4G3	3.17E-02	0.19150647
AGAP1	3.17E-02	-0.22982174
JTB	3.17E-02	-0.21924222
DKK3	3.17E-02	-0.3905402
ACTR1A	3.17E-02	-0.38644819
UEVLD	3.17E-02	0.38118356
OR8K5	3.18E-02	-0.14279252
UBE2J2	3.18E-02	-0.31375407
NA	3.18E-02	-0.21458552
EMC6	3.18E-02	-0.2536464
PLAGL1	3.18E-02	0.29373875
AP3M2	3.19E-02	0.26031234
ANKRD36B	3.19E-02	0.31818944
PLCB1	3.19E-02	0.64717511
SLC39A7	3.19E-02	-0.23145824
MRPS16	3.19E-02	-0.31839053
BUD13	3.19E-02	-0.1904658
TMEM104	3.20E-02	-0.27059118
TMEM92	3.20E-02	-0.1811139
GPRASP1	3.20E-02	-0.21137202
LDOC1	3.21E-02	-0.25609506
2-Sep	3.21E-02	0.21227108
BICD2	3.21E-02	0.2470177
DNTTIP2	3.21E-02	0.21452086
SLC5A3	3.21E-02	-0.35127421
NA	3.21E-02	0.18922526
B4GALT4	3.21E-02	0.3822858
BCL2L15	3.22E-02	0.37616127
TES	3.22E-02	-0.53772335
UBA6	3.22E-02	0.37585582
MYL4	3.22E-02	0.22432536
NA	3.22E-02	-0.4041643
P4HA2	3.23E-02	-0.31747269
PIGA	3.23E-02	0.24639381
EIF5	3.23E-02	0.22647678
PLAC9	3.24E-02	-0.28465442
TMX3	3.24E-02	0.51395786
HERC1	3.24E-02	0.20344688
SP1	3.24E-02	-0.27801392
DHX15	3.24E-02	0.22851456
TAAR9	3.24E-02	-0.18162542
MAP6	3.24E-02	0.19969893
SLC38A10	3.24E-02	-0.57506514
RBM28	3.24E-02	0.33767929
EIF4B	3.25E-02	0.23521835
SDCBP2	3.25E-02	-0.53428578
IQCG	3.25E-02	0.30349081
BSCL2	3.25E-02	-0.40108406
KIF1C	3.25E-02	-0.38399283
HCFC1R1	3.25E-02	-0.39714979
ALKBH4	3.25E-02	-0.19837628
AHNAK	3.26E-02	-0.25989463
IL36RN	3.26E-02	0.16170381
SFTPB	3.26E-02	0.16977343
DGAT1	3.26E-02	-0.47552024
TRAPPC4	3.27E-02	0.34417573
LAMC2	3.27E-02	-0.35695188
CSPP1	3.27E-02	0.20042799
PTK7	3.27E-02	-0.2410326
NHLRC2	3.27E-02	0.35324089
BTN2A2	3.27E-02	0.19167423
POFUT2	3.28E-02	0.27464446
EXOC6	3.28E-02	0.37824525
TMEM63C	3.28E-02	-0.17521477
NUBPL	3.28E-02	0.29296558
ELOVL6	3.28E-02	0.28250844
ZCRB1	3.29E-02	0.37600745
UBE3A	3.30E-02	0.21747655
FAM180A	3.31E-02	-0.19957753
MUC4	3.31E-02	-0.67880639
TRPM6	3.31E-02	-0.96237362
ZNF181	3.32E-02	0.54649186
MFN2	3.32E-02	-0.5671697
DECR2	3.32E-02	-0.37148359
SPON1	3.32E-02	-0.92426851
SF3B6	3.32E-02	-0.25593134
UBC	3.32E-02	-0.36938171
MTERF2	3.32E-02	0.23535615
AKAP14	3.33E-02	0.17497132
TM9SF1	3.33E-02	-0.23921422
CHD9	3.34E-02	0.39634157
FASTKD3	3.34E-02	0.29309781
FCN2	3.34E-02	-0.20814677
KCNN4	3.34E-02	-0.24717826
MCCC1	3.34E-02	0.24851489
ARAF	3.35E-02	-0.46829053
IPO4	3.35E-02	-0.28897549
HN1	3.35E-02	-0.45250792
IPO13	3.35E-02	-0.27996723
NA	3.35E-02	0.32203496
MVB12B	3.36E-02	-0.36053067
DOCK1	3.36E-02	0.25992884
TMEM98	3.36E-02	-0.26606329
NA	3.36E-02	0.25148107
RIPK2	3.37E-02	0.29369678
NA	3.37E-02	0.27034053
MGST1	3.37E-02	0.34570724
KXD1	3.38E-02	-0.44340252
RASSF1	3.38E-02	-0.22020895
NA	3.38E-02	0.30884915
UBALD2	3.38E-02	-0.29580283
DCUN1D5	3.39E-02	0.30502005
NA	3.39E-02	-0.24592688
AMT	3.39E-02	-0.25696772
PTPN23	3.39E-02	-0.28559227
ZNF24	3.40E-02	0.34216456
RNF13	3.40E-02	0.43390536
WNT11	3.40E-02	-0.19980029
TACC2	3.41E-02	-0.17557578
STK17B	3.41E-02	0.1744063
KRCC1	3.41E-02	0.4200056
SMARCA4	3.41E-02	-0.40966886
ZNF430	3.42E-02	-0.35571211
ZADH2	3.42E-02	0.21076551
BCL9L	3.42E-02	-0.21080126
ZBTB43	3.42E-02	0.24769767
LRIF1	3.42E-02	0.2090992
SMARCB1	3.42E-02	-0.47916223
MT3	3.42E-02	-0.4369225
AOX1	3.43E-02	0.25437753
GRIP2	3.43E-02	-0.15247185
UNC93B1	3.43E-02	-0.48585408
MCM9	3.44E-02	0.23232234
NOX1	3.44E-02	-0.98068998
RABGGTB	3.44E-02	0.31610423
NA	3.44E-02	-0.22376831
NOX5	3.44E-02	-0.18872502
SLCO1A2	3.44E-02	-0.16695852
HMGCLL1	3.44E-02	0.18153421
PACSIN2	3.44E-02	-0.37741029
FBL	3.45E-02	-0.3157925
RUFY3	3.45E-02	0.30372713
BIRC3	3.45E-02	0.50920392
CSNK1G2	3.45E-02	-0.60964887
CLMN	3.45E-02	-0.39240403
FAT1	3.46E-02	-0.20203092
SLC25A3	3.46E-02	0.21285105
NA	3.46E-02	-0.18736576
ENPP2	3.46E-02	0.62957706
SLPI	3.47E-02	-0.71841356
ARMCX5	3.47E-02	0.26087489
SCG5	3.47E-02	0.56469971
NA	3.47E-02	-0.32101292
NA	3.47E-02	-0.20756943
SIRT6	3.48E-02	-0.33512705
ATG7	3.48E-02	-0.24673312
NEU4	3.48E-02	-1.28878445
PTTG1	3.48E-02	0.54493676
ANXA13	3.48E-02	0.52638634
SLC7A5P1	3.48E-02	0.40235405
TCEAL8	3.48E-02	0.33992191
WBP1	3.48E-02	-0.21270503
GAS6	3.48E-02	-0.52067681
TMEM63A	3.48E-02	-0.58210822
ASIC3	3.48E-02	-0.16764696
OR1J2	3.48E-02	-0.1642226
RBM10	3.49E-02	-0.27709605
NA	3.49E-02	-0.40436862
TSR3	3.49E-02	-0.26640005
TRIM10	3.50E-02	-0.21170774
METTL2A	3.50E-02	-0.30712583
ZNF319	3.51E-02	-0.18010932
LRRC66	3.51E-02	0.33156084
SRCAP	3.51E-02	-0.24185172
PRPF38B	3.51E-02	0.4018719
MLLT3	3.52E-02	0.18087224
PTPN6	3.52E-02	-0.21428914
IRAK4	3.52E-02	0.21805071
PRKAG2	3.52E-02	-0.25521628
DNAJC13	3.52E-02	0.23513404
ITM2C	3.53E-02	-0.35955051
ETAA1	3.53E-02	0.24550452
IRF3	3.53E-02	-0.31393315
ZNF121	3.53E-02	-0.33094581
NAA10	3.53E-02	-0.44497519
FDX1L	3.53E-02	-0.27759159
NCAPG2	3.54E-02	0.26503601
SLCO4A1	3.55E-02	-0.30602225
GHSR	3.55E-02	0.17616034
GALNT2	3.55E-02	-0.22103938
C1QTNF9B	3.55E-02	0.198699
TNFRSF21	3.55E-02	-0.32963565
UBR7	3.56E-02	0.40397617
CDKN1B	3.56E-02	0.22745991
CBY1	3.56E-02	0.19255944
PATZ1	3.57E-02	-0.31373994
PDCD6	3.57E-02	-0.41220564
CEP135	3.57E-02	0.35223097
ZFYVE16	3.57E-02	0.24221336
FANCG	3.57E-02	-0.32929888
MOB2	3.57E-02	-0.25764612
UCN3	3.58E-02	0.21327419
TIMM8B	3.58E-02	-0.32472563
SPAG11B	3.59E-02	0.16667746
NA	3.59E-02	0.20766881
DENND4A	3.59E-02	0.30200245
WDR49	3.59E-02	-0.20015135
CLTA	3.60E-02	0.2311522
RNASE1	3.60E-02	-0.56287959
ATL1	3.61E-02	0.41833808
DNAJB1	3.61E-02	-0.43938332
PAFAH1B3	3.61E-02	0.38683345
CAPRIN2	3.61E-02	0.38519813
SOD2	3.61E-02	0.47323239
OSER1	3.62E-02	0.21711817
C11orf65	3.62E-02	0.15956132
SNORD48	3.62E-02	-0.28237628
VHL	3.62E-02	-0.29177294
LRRC10	3.62E-02	-0.22411059
HSH2D	3.62E-02	-0.25213356
NA	3.62E-02	-0.20978663
ZNF687	3.63E-02	-0.27654718
RAB11FIP3	3.63E-02	-0.27033016
SRC	3.63E-02	-0.30073199
UGT2A3	3.64E-02	0.41172361
TMEM252	3.64E-02	0.1661507
AHR	3.64E-02	-0.37099241
PODN	3.65E-02	-0.22165489
XPO6	3.65E-02	-0.29015848
TCEAL4	3.65E-02	0.4000347
FLYWCH2	3.66E-02	-0.34087909
DGKA	3.66E-02	-0.22649539
FANCC	3.66E-02	-0.20450096
NA	3.66E-02	0.3878689
