#Gene	P.Value	logFC
DSP	0.02043414	-2.93E-01
CALHM2	0.02046562	2.48E-01
GNL1	0.0204773	-3.03E-01
CSNK2A1	0.02049066	-4.57E-01
NA	0.02053908	2.39E-01
TAZ	0.02054334	2.15E-01
TRPM1	0.02055151	2.30E-01
SULT1C2	0.0205544	3.59E-01
CCZ1B	0.02057236	-3.55E-01
NA	0.02057375	2.44E-01
IFNA5	0.02057498	2.43E-01
MAP2K7	0.02059552	1.98E-01
PDSS2	0.02059553	-2.77E-01
RASIP1	0.02064879	2.35E-01
ITM2B	0.02065457	-2.77E-01
KRT7	0.0206563	2.99E-01
SRSF1	0.02068047	-4.30E-01
MNDA	0.02068658	1.93E-01
AVL9	0.02069715	-2.80E-01
ASMTL-AS1	0.02072322	2.30E-01
SEC23B	0.02072418	-3.43E-01
PARVB	0.02075699	2.47E-01
NA	0.02076189	4.58E-01
SLC15A1	0.02077256	4.77E-01
MCTP1	0.02077703	2.01E-01
HEYL	0.02077727	-2.05E-01
BCAP31	0.02078398	-3.07E-01
SMARCD1	0.02079981	2.09E-01
EIF2D	0.02082788	-2.49E-01
VPS53	0.02085056	3.35E-01
CYP4F3	0.02088632	5.13E-01
NR6A1	0.02089042	2.13E-01
THTPA	0.02090727	2.89E-01
NA	0.02090837	-1.85E-01
PAPOLA	0.02094406	-3.53E-01
CD97	0.02095298	-6.73E-01
MST1	0.02096178	-3.86E-01
PCDH7	0.02097188	2.82E-01
NCOA3	0.02098251	-2.55E-01
UBE3A	0.02098847	-3.99E-01
FOXL1	0.02101372	2.11E-01
MTAP	0.02102038	2.57E-01
CDH6	0.02105535	2.64E-01
SH2B3	0.02108117	3.28E-01
ATP5H	0.02109054	-2.55E-01
CDH3	0.02113708	2.53E-01
NA	0.0211699	2.61E-01
CNTNAP1	0.02121588	3.00E-01
SCN1B	0.02121705	2.09E-01
NDST2	0.02123705	2.61E-01
ZFR	0.02124093	-3.84E-01
MAGED1	0.02124541	-2.46E-01
KMT2B	0.02126093	3.13E-01
PBX2	0.02126824	2.47E-01
PDE3A	0.02127003	-2.79E-01
UCP3	0.02128256	2.91E-01
SLC47A1	0.02129506	2.50E-01
NAP1L4	0.02130958	-3.66E-01
SDHAP1	0.02131071	-2.79E-01
ADM	0.02132597	8.81E-01
GOT1	0.02139649	-2.73E-01
TFF2	0.02140095	3.56E-01
TPO	0.0214556	3.18E-01
GUSB	0.02148612	-4.42E-01
DECR1	0.02149121	-4.29E-01
LRRC41	0.02151595	-2.29E-01
PKIA	0.02151916	2.16E-01
KLC2	0.0215198	3.11E-01
CPD	0.02152492	-7.79E-01
G3BP1	0.02152608	-3.87E-01
DAPK1	0.02157595	3.45E-01
FKSG49	0.02159038	2.38E-01
SOX13	0.02160716	2.83E-01
LOC100507164	0.02163275	1.89E-01
LOC649330	0.02163916	2.37E-01
NA	0.02169362	3.34E-01
OLFML2A	0.02170282	2.67E-01
2-Sep	0.02171276	-6.75E-01
EIF2AK1	0.02178171	-3.85E-01
PSMD2	0.02180999	-4.07E-01
IGLV@	0.02181632	2.16E-01
NA	0.02182423	2.45E-01
RPL38	0.02182561	-3.05E-01
PSMD8	0.0218441	-3.85E-01
GPLD1	0.02184973	3.41E-01
RARA	0.02186416	2.69E-01
DCLRE1C	0.02186438	-3.14E-01
NKIRAS2	0.0218905	2.99E-01
FOXN3-AS2	0.02191104	3.65E-01
TRIM38	0.02193739	2.98E-01
HYPK	0.0219498	-5.35E-01
TAF9B	0.02198507	2.05E-01
AKAP5	0.02199894	2.19E-01
ZNF589	0.02201633	2.27E-01
NA	0.02203361	2.81E-01
NA	0.02203968	2.44E-01
NA	0.02206156	3.83E-01
LOC441204	0.02206501	2.57E-01
TAF6	0.02209692	2.66E-01
ARL6IP5	0.02210475	-6.65E-01
VN1R1	0.02210818	1.99E-01
LIN7C	0.02211249	-6.78E-01
MTCH2	0.02212695	-2.83E-01
ILVBL	0.02212867	-2.92E-01
NDST1	0.02213622	2.29E-01
SRPR	0.02214051	-4.41E-01
COLGALT2	0.0221594	2.39E-01
PAK3	0.02216107	3.09E-01
CCNG2	0.02220416	-4.19E-01
SF3B2	0.02223921	-1.91E-01
RHBG	0.02224044	2.75E-01
TNIP3	0.02225097	3.83E-01
FYCO1	0.02225179	-2.98E-01
TRIM39-RPP21	0.02229497	-3.27E-01
SERPINB3	0.02232127	2.37E-01
CHRNA1	0.02232775	2.70E-01
HCRP1	0.022397	2.28E-01
HAL	0.02242154	2.65E-01
PPP1R7	0.02246985	-2.39E-01
ARL1	0.02246994	-3.71E-01
SART3	0.02248903	-3.31E-01
XPOT	0.02252031	-3.75E-01
NA	0.02254424	2.55E-01
SLC24A1	0.0225625	2.41E-01
SWAP70	0.02256456	2.47E-01
PRKCA	0.02256705	2.99E-01
SPG20	0.02257406	3.32E-01
EPS15	0.02257511	-3.11E-01
IGKV3-20	0.02257777	-2.73E-01
PMS2P1	0.02259443	1.83E-01
FLJ11292	0.02260199	2.82E-01
DSC2	0.02262073	-4.75E-01
STIP1	0.02262084	-5.77E-01
DHRS7B	0.02262781	-2.90E-01
STOML2	0.02266788	-3.83E-01
CASK	0.02267596	-6.07E-01
KLF12	0.02267899	1.76E-01
USP7	0.02268508	-2.40E-01
LARP1	0.02270036	-4.03E-01
ESR1	0.02271928	2.21E-01
NA	0.02273716	3.16E-01
NEAT1	0.02274865	-6.81E-01
AAK1	0.02277227	2.05E-01
ARHGEF12	0.02285175	2.21E-01
PAX3	0.02287794	2.31E-01
DNASE1L1	0.02288193	-2.80E-01
PAIP1	0.02288261	-3.05E-01
NA	0.02291062	-3.15E-01
NA	0.02294313	2.65E-01
PDIA6	0.0229644	-5.23E-01
HIF1AN	0.02298449	-2.06E-01
PAX8	0.02298658	2.75E-01
NA	0.02298998	2.11E-01
ALPP	0.02300785	2.31E-01
C6	0.02300866	3.84E-01
ACP1	0.02306075	-5.73E-01
CNOT4	0.02306969	2.20E-01
TRAM1	0.02311874	-7.24E-01
NA	0.02312197	3.39E-01
NUDT21	0.02315555	-3.09E-01
GCN1L1	0.0231777	-3.86E-01
LOC100286895	0.02321989	2.05E-01
FBXO38	0.02323	-2.63E-01
PRDX2	0.02323052	-4.48E-01
SKI	0.02326516	2.20E-01
MAP7	0.02328306	-3.85E-01
CSNK1A1	0.02329061	-3.11E-01
MCCC1	0.02329846	-2.85E-01
MASP1	0.02331544	2.33E-01
SLC34A2	0.02331881	2.06E-01
AP3S2	0.02332373	3.90E-01
FASTKD1	0.02337621	-5.00E-01
TSR2	0.02338888	-3.11E-01
PHKB	0.02339936	-3.16E-01
USO1	0.02340695	-4.06E-01
FASTKD2	0.02343475	-4.96E-01
PPP2R2B	0.02344577	3.01E-01
IGHV3-48	0.02344905	-4.17E-01
AQR	0.02344928	-2.97E-01
STX6	0.0234647	-2.59E-01
ACSM3	0.02346927	-5.44E-01
ZFAND6	0.02347063	2.99E-01
NA	0.02347563	-4.28E-01
VASH2	0.02348332	2.43E-01
TGM4	0.02349082	2.71E-01
SSBP1	0.02350493	-4.15E-01
LUZP4	0.02351191	3.08E-01
BCLAF1	0.02354534	-5.83E-01
NUFIP1	0.02358152	3.01E-01
CTSV	0.02359522	-6.23E-01
GALNT14	0.02359674	3.19E-01
STAT4	0.02364778	3.11E-01
CCKBR	0.02366681	3.26E-01
DNAJC1	0.023686	-2.87E-01
CDK11A	0.02369863	-2.45E-01
ZNF609	0.02371526	3.65E-01
SKIL	0.02372674	3.03E-01
ADD1	0.02373714	-2.43E-01
PTGS2	0.02377679	2.14E-01
DDX18	0.0238097	-2.63E-01
PYGL	0.02382313	-4.07E-01
TPI1	0.02387314	2.51E-01
LOC100287275	0.02390133	2.42E-01
ARHGAP6	0.02394028	2.25E-01
MCL1	0.02394896	-4.39E-01
ACRV1	0.0239602	2.65E-01
TREM2	0.02396731	2.65E-01
NA	0.02397201	2.80E-01
USP10	0.02398332	-2.61E-01
ANP32B	0.02399797	-3.28E-01
EHBP1L1	0.02402135	3.44E-01
MYO19	0.02402633	3.35E-01
DCAF7	0.02402972	-3.00E-01
MAP3K4	0.02403321	-2.87E-01
NPHS2	0.02407102	2.85E-01
MGAT2	0.02409037	-3.67E-01
RPS29	0.02410356	-2.91E-01
SLAMF7	0.02410573	2.10E-01
POLQ	0.02411105	4.22E-01
CNTD2	0.0241409	3.37E-01
ABCB8	0.02415165	2.39E-01
PRR14	0.02416898	2.19E-01
NA	0.02417937	3.24E-01
BMP2K	0.02420755	-1.89E-01
DNM3	0.02427983	2.33E-01
ZNF580	0.02429574	2.63E-01
ACVR1B	0.02435012	2.20E-01
ANAPC5	0.02435759	-4.32E-01
DBT	0.02436061	-4.33E-01
MAP3K3	0.02442482	2.44E-01
DHX9	0.02442889	-4.43E-01
CD6	0.02444982	2.41E-01
WNT5A	0.02445398	2.32E-01
CAST	0.0244562	-4.37E-01
ABCD1	0.02446599	2.05E-01
NA	0.02447289	3.53E-01
BCAS2	0.02448653	-2.81E-01
KDELR3	0.02451309	2.65E-01
LOC100294341	0.02452086	3.76E-01
CYLD	0.02453814	-1.98E-01
RXRB	0.02454238	2.17E-01
GNAL	0.02456352	2.64E-01
KDM5B	0.02456777	-2.75E-01
HAUS2	0.02456796	-3.29E-01
MMP19	0.02457781	3.05E-01
IGFBP7	0.02462022	2.01E-01
WWOX	0.02462634	2.24E-01
OGFR	0.02464273	2.57E-01
GABRG2	0.02465632	2.97E-01
PKD1P1	0.02470632	3.63E-01
SERPINE1	0.024722	2.23E-01
CRLF2	0.02474079	3.83E-01
UXT	0.02476431	-3.89E-01
NA	0.02476983	2.80E-01
SH3BP1	0.02478452	2.91E-01
TUBGCP2	0.02478504	-2.63E-01
TMEM45A	0.02478665	2.51E-01
LGALS3BP	0.02479179	-2.95E-01
DTNA	0.0248018	1.81E-01
BANP	0.02485386	-3.63E-01
UBE3A	0.02488789	2.85E-01
KPNA1	0.0248885	-3.21E-01
NA	0.02492781	3.65E-01
MR1	0.02492873	4.13E-01
FAM208B	0.02494148	-2.67E-01
DOK4	0.02496315	4.01E-01
RNASE3	0.02497094	2.84E-01
QKI	0.02498612	2.66E-01
NA	0.02498974	2.53E-01
UBE4B	0.02499097	-3.45E-01
KDM5B	0.0250315	-2.13E-01
PTGIS	0.02503238	2.02E-01
CDH4	0.02505317	-2.42E-01
NAV3	0.02506207	2.81E-01
PSMF1	0.02515949	-2.21E-01
ADRA1A	0.02518773	2.12E-01
TTC28	0.02519374	-2.45E-01
MPL	0.02524369	2.06E-01
BLNK	0.02525294	-5.34E-01
HNRNPH1	0.02530089	-2.90E-01
ILVBL	0.02530206	-3.39E-01
UFL1	0.02530726	-4.24E-01
SRR	0.02532107	2.93E-01
SORBS3	0.02532687	3.95E-01
CCDC101	0.02536547	-2.85E-01
TMED9	0.02537023	-2.41E-01
LOC100420758	0.02537653	2.59E-01
CSNK1A1	0.02538042	-3.91E-01
TFAP2A	0.02538168	1.82E-01
TICAM1	0.02541185	3.03E-01
NUP98	0.02546715	-2.50E-01
NA	0.02547391	2.70E-01
NA	0.02547883	-3.52E-01
GPRASP1	0.02550847	2.73E-01
RPS19	0.0255104	-4.96E-01
ZNF3	0.02551149	2.39E-01
ACTR1A	0.02551387	-3.39E-01
KLHL20	0.02553512	-3.35E-01
CHI3L1	0.02558793	1.83E-01
ACTA2	0.02562451	2.45E-01
C2orf54	0.02564083	2.97E-01
NRG2	0.02564714	1.91E-01
UBE2H	0.02568348	-3.53E-01
SPTAN1	0.02570555	2.33E-01
LOC100293561	0.02572252	2.67E-01
ELOVL5	0.02574587	1.93E-01
RAB2A	0.02575936	-2.83E-01
ADRA1B	0.02576668	3.16E-01
NA	0.02580304	2.23E-01
NOS2	0.02580762	9.76E-01
CXorf36	0.0258585	2.35E-01
NA	0.0258911	1.78E-01
NA	0.02591848	1.94E-01
GPR35	0.02596168	2.41E-01
NPY6R	0.02597535	3.21E-01
EIF5	0.02599559	-4.99E-01
PRR3	0.02599888	2.83E-01
HOXC10	0.02606678	3.09E-01
PLCG2	0.02607578	4.06E-01
HNRNPC	0.02608219	-3.33E-01
CYP3A5	0.0260913	5.96E-01
MAP2K2	0.02611551	5.19E-01
CSHL1	0.02612199	2.83E-01
NA	0.02612257	2.46E-01
SNAPC4	0.02612257	2.46E-01
HAND2	0.02615273	-3.39E-01
COPS5	0.0262172	-3.08E-01
NA	0.02630873	2.55E-01
SNAP23	0.02632189	-6.99E-01
SPTAN1	0.02632944	3.41E-01
NA	0.02633101	-5.35E-01
RPS11	0.02634516	-3.45E-01
FLT3	0.0263468	2.31E-01
MYOZ2	0.02635206	2.02E-01
CES1P1	0.02636246	-3.20E-01
SCLY	0.02636811	2.95E-01
NA	0.02638443	2.55E-01
HDLBP	0.02641965	-3.32E-01
NTS	0.02644232	3.67E-01
TUFT1	0.02645909	2.77E-01
SEC11A	0.02648358	-3.14E-01
LMAN2	0.02648404	-3.03E-01
TTC22	0.02653221	2.79E-01
NMNAT2	0.02653553	2.78E-01
TRAK1	0.02655372	3.25E-01
NCBP2	0.02656467	-2.95E-01
ACTL6A	0.02658394	-3.84E-01
PTP4A3	0.02658688	1.81E-01
RNF25	0.02663378	-3.08E-01
LOC100510678	0.02664323	-2.80E-01
CALB1	0.02664922	2.16E-01
ATPAF2	0.02666415	2.38E-01
CACNB1	0.02668636	4.27E-01
RPL37	0.02669081	-3.99E-01
TNIP2	0.0266998	3.12E-01
FRAS1	0.02673956	2.25E-01
TAF1	0.02674625	3.17E-01
NLGN3	0.02674814	2.58E-01
BTF3	0.02679868	-3.91E-01
LARP1	0.02681447	2.92E-01
NA	0.02681459	3.13E-01
BMP8A	0.02682278	3.30E-01
PLGLA	0.0268366	2.11E-01
TRIM10	0.02686747	1.82E-01
HECW1	0.02692841	2.35E-01
FLII	0.02693687	-2.57E-01
RPS24	0.02693766	-2.85E-01
NA	0.02694066	2.63E-01
ZCCHC4	0.02694972	2.53E-01
TOMM22	0.0270337	-2.73E-01
NA	0.02704301	1.81E-01
BZW1	0.02707053	-3.52E-01
SIGLEC5	0.02707494	2.16E-01
SIRT3	0.02709082	2.23E-01
HOXC6	0.02709411	2.68E-01
HERC4	0.02713295	-3.09E-01
SMC3	0.02713305	-2.43E-01
TMEM50B	0.02713401	-5.11E-01
SDHA	0.0271711	-3.03E-01
SMARCA4	0.02721221	-3.65E-01
CPD	0.02722464	-3.95E-01
GAPDH	0.02723534	-2.21E-01
NTRK3	0.02724226	1.87E-01
PPP3CA	0.02725454	-4.24E-01
CORO1C	0.02725566	-3.66E-01
NA	0.02727833	1.91E-01
CROCC	0.02728594	2.39E-01
ACP6	0.02729059	-2.88E-01
SLC48A1	0.02732743	2.00E-01
UBTF	0.02732979	-2.41E-01
ST6GAL1	0.02737905	-5.36E-01
CACNG1	0.02741197	2.26E-01
NA	0.02741832	-2.82E-01
COX6A1	0.02742173	-1.90E-01
NA	0.02743874	3.07E-01
PTPRM	0.027453	2.06E-01
RPS6KA6	0.02749398	3.22E-01
SZRD1	0.02750302	2.81E-01
ERP29	0.02750914	-3.30E-01
PPP3CC	0.02751636	-2.54E-01
RPL28	0.02752342	-5.27E-01
COMMD3	0.02754733	-1.89E-01
NR2F2	0.02755797	2.15E-01
PDLIM5	0.02759866	-4.07E-01
CD1A	0.02763982	2.33E-01
PAXBP1	0.02767643	2.41E-01
RTFDC1	0.02767788	-2.11E-01
NA	0.02767978	3.00E-01
CD209	0.0276862	1.93E-01
SIGIRR	0.02769086	3.37E-01
BTBD1	0.02769903	-4.05E-01
NA	0.0276993	-3.27E-01
RPL22	0.02772518	-3.23E-01
AKAP1	0.02774658	-2.07E-01
CASQ1	0.02778281	3.25E-01
ANAPC2	0.0277933	3.27E-01
JUND	0.02781134	9.49E-01
OR2H2	0.0278145	3.27E-01
SLC25A14	0.02783802	1.90E-01
PYHIN1	0.02784338	2.29E-01
AIMP2	0.02785891	-2.63E-01
NPY5R	0.02785907	3.15E-01
CYSLTR2	0.02787946	2.95E-01
PSMD4	0.02788282	-3.29E-01
ERP44	0.02788741	-3.27E-01
BAZ2A	0.02790983	2.93E-01
FIGF	0.02791835	2.47E-01
FAM206A	0.02793019	-2.32E-01
SCN2B	0.02796379	-2.13E-01
NGLY1	0.02796902	-2.99E-01
CEBPA	0.02797702	3.91E-01
M6PR	0.02798002	-5.29E-01
CTNNA1	0.02800093	-2.26E-01
JAKMIP2	0.02800328	1.84E-01
MRE11A	0.02800347	2.51E-01
EFR3B	0.02809105	1.99E-01
HIST3H2A	0.02809197	-2.17E-01
SLC9A2	0.02810611	-5.59E-01
KDM5B	0.0281619	2.21E-01
MRPS18B	0.02820635	-3.16E-01
CDC23	0.02821027	-2.68E-01
B3GALT5	0.02821928	3.54E-01
NFE2L1	0.02822115	-5.57E-01
MTMR8	0.02824979	2.86E-01
SUCLG2	0.02828208	-5.33E-01
NA	0.02829824	2.57E-01
TRMT2B	0.02830031	2.01E-01
OXSM	0.02833502	-2.57E-01
PSMA1	0.02834061	-3.80E-01
HCAR3	0.02836909	2.21E-01
EMP2	0.02837882	-5.15E-01
COPB2	0.02844747	-4.26E-01
ZC3H13	0.0284499	-3.07E-01
ATP5O	0.02846081	-2.29E-01
ELL2	0.02849839	2.34E-01
OPCML	0.02851488	1.61E-01
RBM12B-AS1	0.02852359	3.26E-01
GSE1	0.02857221	2.76E-01
CLOCK	0.02858148	2.47E-01
ISG20L2	0.02858154	3.05E-01
ACTL7A	0.02859041	3.39E-01
TAX1BP1	0.0285937	-2.26E-01
EPOR	0.0285993	1.99E-01
ATXN8OS	0.02861678	2.04E-01
NRN1	0.02863055	2.87E-01
LOC100293559	0.02866574	2.67E-01
RHOG	0.02870303	2.66E-01
SCARB2	0.02870345	1.98E-01
MRPL42	0.02871699	-3.47E-01
SLC4A4	0.02873524	-1.22
JUNB	0.02874268	5.71E-01
COL11A2	0.02875128	2.29E-01
GIF	0.02875175	2.70E-01
TAF4B	0.02876669	2.25E-01
CA1	0.02881353	2.50E-01
SERPINB13	0.02881679	1.90E-01
SLC38A2	0.02883626	-4.09E-01
SDHD	0.028847	2.20E-01
EIF3M	0.02886086	2.73E-01
PNPLA6	0.02887446	2.65E-01
UBE4B	0.02887881	-3.86E-01
PSMD13	0.02888611	-3.33E-01
YWHAB	0.02888907	2.21E-01
C4orf46	0.02892796	-3.21E-01
SLIT3	0.02897434	1.95E-01
KIR2DS3	0.02897986	3.15E-01
NA	0.02898089	5.97E-01
PRMT2	0.02900154	1.83E-01
GRM8	0.02900769	2.23E-01
ZNF174	0.02902379	2.45E-01
SH2B2	0.02903018	1.81E-01
VPS4B	0.02904874	-3.90E-01
SRRM2	0.02905405	3.88E-01
BCL11A	0.02905836	2.94E-01
P2RY4	0.02906679	2.25E-01
NA	0.02911488	3.33E-01
KRT37	0.02912228	2.72E-01
FBP1	0.02913074	-3.67E-01
FCAR	0.02916404	2.17E-01
FGR	0.02917996	2.37E-01
IGHV3-23	0.02918103	-6.18E-01
EMC1	0.02918841	-2.45E-01
EIF5B	0.02919054	-2.13E-01
YES1	0.02922655	1.85E-01
TACC1	0.02923736	2.67E-01
ABCG5	0.02924288	2.15E-01
TNFAIP6	0.0292625	2.11E-01
NA	0.02930072	2.47E-01
IL13RA1	0.02935166	-3.78E-01
NFATC2IP	0.02936244	3.95E-01
IL19	0.02938551	2.83E-01
NA	0.02939524	2.74E-01
C14orf159	0.02942029	-3.41E-01
PTCD2	0.02947447	2.33E-01
FHL1	0.02950292	-1.86E-01
ZP2	0.02953206	2.98E-01
ANP32B	0.02953497	-3.35E-01
DFFB	0.02955914	-2.59E-01
JUN	0.02958604	6.19E-01
ANAPC5	0.02960242	-2.61E-01
PHF3	0.02964614	-2.89E-01
TMX1	0.02969438	-6.54E-01
PRLH	0.02970011	3.39E-01
PYGM	0.02971736	1.96E-01
ITGA8	0.02971839	2.47E-01
NA	0.02975274	3.03E-01
STRAP	0.02975318	-2.47E-01
GNL2	0.02976514	-4.77E-01
SLC11A1	0.02976618	2.65E-01
FMO1	0.02977555	2.76E-01
IPW	0.02977667	2.05E-01
UBE4A	0.02979739	-2.15E-01
NA	0.02980011	2.34E-01
ANP32A	0.02985276	-4.54E-01
JAK1	0.02986994	-2.61E-01
CHI3L1	0.02987146	2.45E-01
CHST4	0.02988464	2.07E-01
EBAG9	0.02989477	-3.79E-01
SV2C	0.02990501	1.69E-01
CCBL1	0.02991945	2.53E-01
EDF1	0.02993376	-3.27E-01
NA	0.02998134	-2.68E-01
RNF24	0.02998748	2.34E-01
TPGS2	0.02999522	-2.27E-01
HNRNPA1P33	0.03005856	-3.05E-01
EZR	0.03006228	-6.53E-01
KLK13	0.03006333	3.97E-01
FCGR3B	0.03008515	1.77E-01
CNOT3	0.03009325	6.90E-01
KIAA0319L	0.03009588	-2.82E-01
SMARCD1	0.03010964	2.35E-01
FGL2	0.03011158	-4.79E-01
PSMD9	0.03011739	2.41E-01
IGLC7	0.03012406	-1.07
ANK2	0.03012442	1.85E-01
RPL37A	0.0301501	2.09E-01
CAPZB	0.03016717	2.98E-01
GTF2F2	0.03016965	-2.19E-01
CLEC4M	0.03017651	1.78E-01
AKAP8L	0.03018169	-2.53E-01
ACTN2	0.03018371	2.27E-01
PRKG2	0.03021079	5.16E-01
CD5L	0.0302433	2.00E-01
SRSF8	0.03027528	-3.59E-01
CHIA	0.03028977	2.44E-01
CYC1	0.03031024	-2.36E-01
CAPN15	0.03031724	5.71E-01
TRD	0.03033767	2.85E-01
SERBP1	0.03038156	-2.97E-01
SSX4B	0.03039428	3.45E-01
TFDP1	0.03041111	-2.68E-01
FAHD2A	0.03043069	-3.28E-01
NPY	0.03044877	3.00E-01
PCDH11Y	0.03045941	1.81E-01
SLC39A9	0.0304649	2.85E-01
MSH6	0.03047329	-4.57E-01
EIF1AY	0.03048422	6.01E-01
TP53AIP1	0.03050841	2.05E-01
ALDH1A1	0.03051334	-8.55E-01
GPR98	0.03051393	1.92E-01
IL25	0.03054209	1.86E-01
HLA-DRB4	0.03055468	1.64E-01
CACNA1F	0.03055468	1.64E-01
AZIN1	0.03055609	-4.52E-01
IL36RN	0.03056714	2.06E-01
ERVH-6	0.03059153	2.48E-01
TPGS2	0.03060025	-2.93E-01
PKNOX2	0.0306454	2.45E-01
HES2	0.03071783	3.04E-01
AKAP10	0.03073645	2.14E-01
SLC31A1	0.0307532	-4.51E-01
IHH	0.03078384	2.89E-01
ECM1	0.03078915	-2.43E-01
KIR3DL2	0.03081381	2.45E-01
PDCL	0.03081469	-2.24E-01
STK26	0.03082474	-5.42E-01
OLA1	0.03083069	-2.54E-01
SLC22A8	0.0308504	3.03E-01
CD80	0.03086263	2.90E-01
CCDC7	0.03087656	2.43E-01
SLC25A6	0.03088457	-4.10E-01
SLC11A2	0.03089373	-6.91E-01
GOLGB1	0.03090026	-2.01E-01
THUMPD1	0.03096733	-3.52E-01
PDIA3	0.03097747	-4.90E-01
ACVRL1	0.03097947	3.09E-01
FAM83E	0.03102389	3.77E-01
FLT1	0.0310527	1.67E-01
TAF10	0.03110615	3.38E-01
SAMD4A	0.03113937	2.94E-01
NA	0.03117471	2.69E-01
ATP6V1A	0.03122682	-1.06
ENDOD1	0.03122911	-6.19E-01
DET1	0.03127278	2.33E-01
GPR124	0.03128114	2.37E-01
NA	0.03131468	2.43E-01
DLK1	0.03132786	2.38E-01
RNF123	0.03132906	2.21E-01
KEAP1	0.0313523	-2.19E-01
SIVA1	0.03135408	3.10E-01
NRG2	0.03135792	1.88E-01
DZANK1	0.03136857	2.05E-01
ADD3	0.0314424	-5.08E-01
EMP1	0.03144796	-5.91E-01
NA	0.03144993	-8.55E-01
ST8SIA4	0.03146384	2.33E-01
CRBN	0.03146424	-4.04E-01
GCNT1	0.0314666	-3.07E-01
NDUFA6	0.03153533	-3.11E-01
ATF3	0.03153774	1.41
RYK	0.03154095	-3.23E-01
TUBB7P	0.0315582	3.41E-01
GHRHR	0.03156253	2.75E-01
NA	0.03156929	1.70E-01
ZNRF4	0.03158048	2.83E-01
CENPT	0.03160673	5.15E-01
GINS4	0.0316135	2.01E-01
GRPR	0.03162371	2.83E-01
OBSL1	0.03166175	2.30E-01
AKAP6	0.0316656	2.91E-01
GPR27	0.03166586	2.90E-01
AVPR1B	0.03167688	2.69E-01
FOXO4	0.03169904	-2.69E-01
PAIP1	0.03169959	-4.13E-01
RPS18	0.031711	-2.83E-01
NA	0.03172146	1.98E-01
TACSTD2	0.03173101	1.81E-01
TIAM2	0.03174444	2.76E-01
XRCC4	0.0318078	2.41E-01
LRRC23	0.03181649	2.09E-01
RECK	0.03182954	1.65E-01
MGAT2	0.03183688	-3.05E-01
PTBP3	0.03183933	-3.19E-01
NFKB2	0.03185493	2.22E-01
ATP8B2	0.03189389	2.36E-01
VPREB1	0.03189925	-1.79E-01
RBM14	0.03192919	-1.71E-01
GRIK1	0.03193072	1.97E-01
LDB1	0.03194402	1.84E-01
FAM89B	0.03195516	2.59E-01
PRAMEF11	0.03196759	1.99E-01
ZNF430	0.03197579	-2.88E-01
SLC25A37	0.03204087	4.00E-01
EEF1A1P9	0.03208213	-2.07E-01
NUP54	0.03214791	-2.86E-01
IKBKE	0.03218853	3.07E-01
CYP2C8	0.03225261	1.99E-01
ZNF419	0.03225696	2.41E-01
NHP2L1	0.03226292	-3.37E-01
SAA4	0.03229279	1.70E-01
PRAF2	0.03230019	2.83E-01
BMP10	0.03232368	2.25E-01
TEKT2	0.03233406	2.04E-01
TNFSF11	0.03234898	3.17E-01
TFAM	0.03239527	-2.62E-01
KAT5	0.03242052	-3.02E-01
BARX2	0.03244194	3.61E-01
TRIM29	0.03246891	2.35E-01
DGCR9	0.03253987	2.48E-01
AKAP13	0.03261091	2.03E-01
KRIT1	0.03262275	-4.47E-01
NA	0.03262486	2.62E-01
MRPS22	0.03262598	-2.75E-01
PDE4DIP	0.03265354	2.31E-01
PRLR	0.03265384	2.01E-01
TFAP4	0.03267291	1.60E-01
ZNF280A	0.03267423	2.51E-01
RAB4A	0.03272717	-4.02E-01
HNRNPA1P10	0.032731	-3.03E-01
FNDC3B	0.03273484	2.88E-01
PAPOLA	0.03276641	2.19E-01
IFIT2	0.03280297	3.86E-01
GOSR2	0.03280898	2.67E-01
ACVR2B	0.0328661	3.13E-01
ATP2C2	0.0328712	-4.09E-01
CDC5L	0.03290088	-2.97E-01
ZCCHC24	0.03295989	3.12E-01
URI1	0.03303517	-2.10E-01
ARAP3	0.03303659	3.19E-01
PSMD9	0.03306262	-2.64E-01
FAM168B	0.03310209	-2.98E-01
SAR1A	0.03311008	-4.19E-01
ENY2	0.03317987	-2.88E-01
ATXN3L	0.03318012	1.66E-01
NR2C1	0.03318634	2.15E-01
ITIH1	0.03323709	2.29E-01
MAP3K7	0.03324848	-2.03E-01
SMIM2	0.0332739	1.57E-01
DPY19L1	0.03330875	2.01E-01
WIPI2	0.03334852	2.53E-01
ZNF365	0.03338219	1.63E-01
BUB3	0.03338614	-3.19E-01
RPS25	0.03338796	-3.59E-01
PRO2958	0.03345575	2.22E-01
NA	0.03346375	2.26E-01
WTAP	0.03346913	-3.00E-01
FARS2	0.03346988	-2.76E-01
RSG1	0.03351307	2.29E-01
NA	0.03351552	-1.96E-01
KIF1C	0.03354654	2.31E-01
TLK1	0.0335798	-3.50E-01
ANK1	0.0335896	2.61E-01
PSG4	0.03359136	2.81E-01
DHX15	0.03359676	-3.15E-01
GOSR1	0.03360607	-3.03E-01
SCAND2P	0.0336451	2.19E-01
C1QL1	0.03367761	2.79E-01
DUSP12	0.03368414	-2.33E-01
MTMR4	0.03371849	-3.33E-01
PRAMEF12	0.03374857	3.01E-01
LRRC47	0.03377823	-3.44E-01
GLRX3	0.03378372	-3.93E-01
