#Gene	P.Value	logFC
SNHG12	9.45E-13	-0.9743536
EPB41L4B	9.47E-13	2.155143
RPL28	9.49E-13	-0.7817771
NA	9.49E-13	-1.2986395
NA	9.55E-13	-1.5391141
ERLEC1	9.57E-13	0.6907738
CBFA2T3	9.57E-13	1.2917388
C9orf114	9.59E-13	-1.0651742
CBL	9.59E-13	-0.6990793
NA	9.64E-13	2.0473628
GALNT1	9.64E-13	-0.8941468
FAM134A	9.67E-13	0.6744325
RBM47	9.70E-13	-1.6734893
RHOT1	9.70E-13	0.6434052
TCEAL3	9.72E-13	0.9321655
CTSC	9.73E-13	-2.1575563
PPP4R4	9.86E-13	3.7046226
GLIPR2	9.87E-13	-1.371294
RIMS2	9.92E-13	2.8355797
NA	9.94E-13	0.6232111
SNPH	1.01E-12	1.5946497
TANK	1.01E-12	-0.9484958
ZNF501	1.01E-12	-0.9715939
HEATR1	1.02E-12	-0.6180585
CCDC85A	1.03E-12	2.5338779
NEDD4L	1.03E-12	1.4637952
GART	1.03E-12	-0.967093
DRD1	1.04E-12	2.8961523
FAM81A	1.04E-12	1.6564401
TGFB1I1	1.04E-12	-1.8669678
TXNDC12	1.04E-12	-0.691113
NA	1.05E-12	2.0110495
RPRD1A	1.05E-12	0.7297828
RCC2	1.06E-12	-0.7757943
FOXM1	1.06E-12	-3.3689645
NA	1.07E-12	-1.7791201
APH1A	1.07E-12	-0.7398296
OLFM1	1.08E-12	2.7062492
SYNRG	1.08E-12	-0.7049623
CEND1	1.08E-12	1.0501219
PPIB	1.09E-12	-0.9818035
MBD2	1.09E-12	-0.9723467
PCNX	1.10E-12	0.8221197
CEP135	1.10E-12	-1.1292055
SLC25A1	1.10E-12	-0.8258471
GORAB	1.11E-12	-0.8297735
CDK5R1	1.11E-12	2.0840614
AQR	1.11E-12	-0.4443495
TMEM151B	1.11E-12	1.9461402
SLC25A14	1.12E-12	0.7582676
PGAM1	1.13E-12	0.6703587
RELA	1.14E-12	-0.5436432
TSPAN12	1.14E-12	-1.9150254
STMN4	1.14E-12	2.4698303
NA	1.15E-12	-1.9427432
CXCR4	1.15E-12	-1.3686234
ARHGAP23	1.15E-12	1.3093359
SLC2A13	1.15E-12	1.8356605
BCL6	1.15E-12	-1.0887673
TIA1	1.16E-12	-0.799362
S100PBP	1.17E-12	-0.792879
CACNG8	1.17E-12	1.3751488
CCDC186	1.17E-12	1.1371883
TTLL3	1.17E-12	-0.9391856
COL26A1	1.17E-12	2.3099247
RALA	1.18E-12	-0.8511369
PCSK2	1.18E-12	2.7706823
CELF6	1.18E-12	1.2004664
LOC100129973	1.18E-12	2.0221411
GPR56	1.18E-12	-1.0809036
SMC1A	1.18E-12	-1.0661868
GNB2	1.18E-12	-0.9045712
AK2	1.19E-12	-0.8455009
VGLL4	1.19E-12	-0.8940911
NCEH1	1.19E-12	1.5471109
CDK12	1.20E-12	-0.7797924
USP31	1.20E-12	0.823477
CCBE1	1.20E-12	2.3071315
RPS16	1.20E-12	-0.6745997
NA	1.21E-12	2.3611246
NDUFB8	1.21E-12	0.792366
FAM114A1	1.21E-12	-1.2373149
PGRMC1	1.22E-12	0.6467361
ATMIN	1.22E-12	0.680195
ANXA2	1.22E-12	-2.1693928
SRSF4	1.22E-12	-1.0119418
HFE	1.23E-12	-1.9086161
NA	1.23E-12	-0.99124
APBA3	1.23E-12	-1.2240612
PRSS3P2	1.23E-12	1.3834803
LPGAT1	1.24E-12	0.857705
BRI3	1.24E-12	-0.822288
COL4A1	1.24E-12	-3.9844979
NA	1.25E-12	-0.7169076
NBEAL1	1.25E-12	-0.9478985
LOC389831	1.25E-12	-2.1479408
SSR1	1.26E-12	-0.8468282
SLC17A7	1.27E-12	3.7178207
ARPP21	1.28E-12	2.2867309
MKI67	1.28E-12	-1.2314246
TRIM21	1.29E-12	-0.820243
DTNB	1.29E-12	1.7464393
INTS8	1.29E-12	-0.6549543
VCAN	1.29E-12	-1.5297529
RAP1GDS1	1.32E-12	1.0436121
DRAM2	1.32E-12	-1.00131
H6PD	1.33E-12	-0.8769995
RLIM	1.33E-12	0.6159107
TP53	1.33E-12	-2.3063979
NA	1.33E-12	-1.4405343
NDFIP2	1.33E-12	0.8328409
RPA1	1.33E-12	-0.9359601
RAB27B	1.33E-12	2.0422057
AGAP1	1.34E-12	1.0725402
ENTPD3	1.35E-12	1.9351734
NPHP1	1.35E-12	-1.2352125
DCAF13	1.35E-12	-0.8760909
NOP2	1.36E-12	-0.5817178
LPP	1.36E-12	-0.9924977
PPP4R4	1.37E-12	1.9078193
ZNF814	1.38E-12	-2.0791047
LAP3	1.40E-12	-1.2349775
EFR3A	1.41E-12	1.0065383
USP11	1.41E-12	0.8242023
NA	1.41E-12	-0.8196102
C1QB	1.41E-12	-1.9881377
TRIM46	1.42E-12	0.8151696
METTL2A	1.42E-12	-0.8854103
NA	1.42E-12	-1.5489885
PQLC1	1.42E-12	0.6848225
NDFIP1	1.44E-12	0.7773241
UBE2J1	1.45E-12	-0.8484959
DIRAS2	1.45E-12	2.6642485
GON4L	1.45E-12	-0.7285686
RASGRF2	1.46E-12	1.242228
NEXN	1.46E-12	-1.2147059
NA	1.47E-12	1.0689532
TMEM242	1.47E-12	0.6241907
NA	1.47E-12	0.7479235
IFI16	1.47E-12	-1.5776646
B2M	1.48E-12	-0.6243203
C2orf68	1.48E-12	-0.8765915
SYT4	1.48E-12	2.9480569
NDUFA8	1.48E-12	0.714029
DAG1	1.48E-12	-0.6888214
CKAP2L	1.49E-12	-2.4644939
KCNIP4	1.49E-12	3.0841416
GNAI3	1.49E-12	-0.8266616
NA	1.50E-12	0.9565793
CBX6	1.50E-12	0.770853
PDGFC	1.50E-12	-1.1444812
DOCK3	1.50E-12	2.7579913
NA	1.50E-12	-2.0205542
TMEM248	1.51E-12	-0.9856903
LOC441259	1.53E-12	-1.2343039
HAUS8	1.53E-12	-2.3594753
TBC1D9	1.53E-12	1.5271735
USMG5	1.53E-12	0.6848097
RNF6	1.54E-12	0.684517
NFIB	1.54E-12	-1.7297143
UGGT1	1.55E-12	-0.7297814
NA	1.57E-12	3.5122607
CENPA	1.57E-12	-2.0849988
PDS5A	1.58E-12	-0.6132707
NCAPD2	1.58E-12	-0.9482062
SNHG1	1.59E-12	-1.161958
KIAA0101	1.59E-12	-1.0755263
SMIM15	1.60E-12	-0.6036055
MSANTD2	1.60E-12	-0.7761543
DBF4	1.60E-12	-1.5380954
AKAP13	1.62E-12	-1.1263306
MSR1	1.62E-12	-2.0164594
DCTN1-AS1	1.63E-12	1.9337344
STAMBPL1	1.64E-12	0.8535215
UNG	1.64E-12	-0.7572349
LMO3	1.66E-12	2.8480621
LPL	1.66E-12	-2.0115295
YAE1D1	1.66E-12	-0.6092612
MOB1A	1.67E-12	-0.8131569
SYT5	1.67E-12	2.8255394
CC2D2A	1.68E-12	-0.8966169
COA4	1.68E-12	-0.7230716
CAMK2G	1.69E-12	1.3626725
HLA-DRB1	1.69E-12	-1.5331777
TMEM67	1.69E-12	-0.9866965
ZNF558	1.69E-12	-0.88443
CALB2	1.69E-12	1.5422699
E2F7	1.70E-12	-2.2825212
SAMD9	1.70E-12	-1.7382431
DPM3	1.70E-12	-0.8396448
NA	1.71E-12	-1.096002
MYC	1.71E-12	-2.0179302
PGBD5	1.71E-12	1.8601666
KIF11	1.72E-12	-1.5813994
SLITRK4	1.72E-12	2.866276
CELF5	1.72E-12	2.9922985
KSR2	1.72E-12	2.2246379
THTPA	1.73E-12	0.6705163
UBE2N	1.73E-12	0.729083
KLHL1	1.73E-12	3.150271
HIST1H4J	1.74E-12	-3.145518
EIF4A1	1.74E-12	-0.8012788
SYNE1	1.75E-12	2.5705325
CCDC6	1.76E-12	0.9591632
VEZF1	1.76E-12	-0.9243226
RASGEF1A	1.77E-12	2.6217578
RBMS1	1.77E-12	-1.5124443
SOAT1	1.77E-12	-1.2315741
SETD5	1.77E-12	-1.3443374
STXBP6	1.78E-12	2.7903883
GPX8	1.81E-12	-2.1729968
BZRAP1	1.81E-12	1.4779293
SLC35F5	1.81E-12	-1.1491888
MALT1	1.81E-12	-0.7769897
TLE3	1.82E-12	-0.9995466
FBXO5	1.84E-12	-1.7067072
PPM1A	1.85E-12	0.8902544
ATPIF1	1.86E-12	0.6279204
HNRNPH1	1.86E-12	-0.6192262
CALD1	1.86E-12	-1.2679951
HNRNPAB	1.87E-12	-0.9687721
SSTR1	1.88E-12	3.1836265
ZNF416	1.88E-12	-0.960638
GPR161	1.89E-12	-0.9713726
SSR1	1.89E-12	-0.7914919
ENKD1	1.89E-12	-1.1794015
HLA-G	1.90E-12	-1.4585518
FNDC3B	1.90E-12	-2.1449755
RHOC	1.92E-12	-1.9256485
FYB	1.92E-12	-1.6865694
GABRG2	1.94E-12	2.2422287
NA	1.95E-12	-0.6524078
RAPGEF5	1.95E-12	2.4356502
EPHB6	1.95E-12	2.0868687
RABEP1	1.95E-12	0.8617631
NA	1.98E-12	-1.5917893
CHN1	1.99E-12	1.9099767
ZNF765	1.99E-12	-1.1035934
NIPAL3	2.00E-12	1.6889478
VEZF1	2.01E-12	-0.9055882
PHYHIP	2.02E-12	3.0834267
DNAJC24	2.02E-12	-1.0601922
ARHGAP18	2.02E-12	-1.4829268
LYNX1	2.03E-12	1.2284274
MCM2	2.03E-12	-1.4716092
FAM162A	2.04E-12	1.1625395
AKT3	2.04E-12	1.0017606
RREB1	2.04E-12	-1.5460161
RNMT	2.05E-12	0.5582451
HSP90B1	2.06E-12	-1.1696562
FBXO5	2.06E-12	-2.2957893
NA	2.06E-12	-1.1371698
SRCIN1	2.06E-12	2.3823011
MLLT4	2.07E-12	1.3057785
RBMX	2.07E-12	-0.9773416
EIF4A1	2.08E-12	-0.669655
ENTPD1	2.09E-12	-1.1553561
ODC1	2.09E-12	-1.1576684
TPX2	2.09E-12	-2.3343568
PAK7	2.09E-12	2.2143525
GUCA1A	2.11E-12	1.5558806
ZFAND6	2.11E-12	-0.9203748
TEF	2.11E-12	1.6472934
NA	2.11E-12	-0.8326492
LINC01355	2.12E-12	-1.0747505
TTC31	2.12E-12	-0.8015181
REST	2.13E-12	-0.8891718
CBX7	2.13E-12	1.5745676
SAPCD1	2.13E-12	-2.3240191
ZNF385B	2.14E-12	2.2909054
KLHL20	2.15E-12	-0.4781633
ALDH3A2	2.15E-12	-0.8719305
LAMP2	2.16E-12	1.0712987
TEX10	2.16E-12	-1.8387202
C3orf80	2.17E-12	2.5676887
NR2C2AP	2.18E-12	-0.8755433
NA	2.19E-12	1.1542832
MYD88	2.19E-12	-1.1025648
NPY1R	2.20E-12	3.0941355
ATP8A1	2.20E-12	2.2834563
NA	2.20E-12	-1.1140005
LSM7	2.21E-12	-1.0831573
TMEM189-UBE2V1	2.21E-12	-0.6546951
RELL2	2.21E-12	0.8143271
CCSAP	2.24E-12	1.0600343
FARP1	2.24E-12	1.5294813
CRBN	2.26E-12	0.6336015
BIN1	2.27E-12	1.5048931
RBM25	2.27E-12	-1.0142423
TRPM6	2.28E-12	1.2950841
ATP2B3	2.28E-12	3.3444234
ARRB1	2.28E-12	1.8639185
PIP5K1B	2.28E-12	1.0805389
HLA-F	2.29E-12	-1.3572055
MAVS	2.29E-12	-0.8914941
PAXIP1OS	2.29E-12	-1.5683039
SNHG12	2.30E-12	-0.9243584
GANAB	2.34E-12	-0.6118745
NA	2.34E-12	-1.5064378
SMCHD1	2.34E-12	-1.2208469
WNT5A	2.37E-12	-1.3725092
CENPL	2.38E-12	-1.0104119
HLF	2.39E-12	2.4208689
HMGN1	2.39E-12	-1.1475628
SLC30A9	2.40E-12	0.5507088
NA	2.41E-12	1.1232099
NA	2.42E-12	-1.2401026
HID1	2.43E-12	0.8269289
DNAJC5	2.43E-12	0.7696706
LPCAT3	2.44E-12	-0.9316094
PLP2	2.45E-12	-2.4282205
NA	2.45E-12	-0.8841499
NME6	2.49E-12	-0.552771
PPFIA3	2.50E-12	1.1457462
RGS1	2.50E-12	-2.1708249
ZNF92	2.50E-12	-0.9009126
RUSC1	2.50E-12	0.842599
GABPB1-AS1	2.50E-12	-1.1207892
LZTS3	2.51E-12	1.2837397
UBE2I	2.51E-12	-0.8199032
PATL1	2.51E-12	-0.7730019
TCF25	2.52E-12	0.5897554
UMPS	2.53E-12	-0.8320873
MDK	2.57E-12	-2.6011613
CTPS2	2.58E-12	-0.7370408
CKAP4	2.59E-12	-1.0040208
RBM41	2.60E-12	-0.8155934
LOC401220	2.63E-12	2.3626205
LINC01128	2.65E-12	1.424764
RGS4	2.67E-12	3.3475108
FIG4	2.68E-12	0.6938399
ZNF385D	2.69E-12	1.1995413
FADD	2.69E-12	-0.7653657
MRC2	2.70E-12	-1.7038027
PRKAR2A	2.71E-12	-0.7460975
ADCY1	2.71E-12	2.0612027
CUL2	2.72E-12	0.6965649
TARBP2	2.73E-12	-0.6609291
ARHGEF40	2.74E-12	-0.8369136
IGIP	2.74E-12	1.2744186
NA	2.74E-12	2.6211831
REEP5	2.76E-12	0.8004714
WDR90	2.79E-12	-1.5844613
LHX6	2.83E-12	1.0749968
SLC30A4	2.83E-12	0.5444979
LINC00997	2.84E-12	-0.8348621
SH3BP2	2.84E-12	-1.4444201
DUSP3	2.84E-12	0.7745338
HNRNPUL1	2.85E-12	-0.9053069
UBE2QL1	2.87E-12	2.7850339
LOC100507619	2.88E-12	-0.960301
RBM12	2.89E-12	-0.6509305
PAK2	2.90E-12	-0.7254568
KIAA1279	2.91E-12	0.7757637
EIF4E3	2.91E-12	1.051927
DHX9	2.93E-12	-1.0366631
IL17RD	2.94E-12	-0.9403128
IAH1	2.94E-12	-0.8586713
HM13	2.94E-12	-0.9070811
NA	2.97E-12	-0.7462957
RPS20	2.98E-12	-0.5748424
TRIOBP	3.00E-12	-0.9401725
IRF2BP2	3.00E-12	-0.8372939
NA	3.03E-12	0.8189169
HEATR6	3.04E-12	-1.2250269
NA	3.04E-12	1.1466417
NA	3.06E-12	-1.2881911
TMCO1	3.06E-12	-0.6687964
MSI1	3.07E-12	-1.7700635
PHIP	3.10E-12	1.8828951
VPS53	3.11E-12	0.9406799
SP110	3.11E-12	-0.816604
FCHO1	3.12E-12	1.1986506
C6orf62	3.12E-12	-0.544668
BCL11A	3.13E-12	1.9026366
TMEM151B	3.16E-12	2.1573764
CMC4	3.16E-12	-0.7763182
ANTXR2	3.16E-12	-1.6523947
CNRIP1	3.17E-12	1.2681408
SCAPER	3.17E-12	0.8596565
ACAP2	3.19E-12	-0.8070974
AR	3.19E-12	-1.1882053
GPR6	3.20E-12	2.3409026
RNFT1	3.21E-12	-0.9165113
CLEC2D	3.22E-12	-1.3765597
ABCA2	3.22E-12	1.2105259
ATP5F1	3.23E-12	0.6281048
GTSE1	3.27E-12	-2.1976808
LRFN5	3.29E-12	2.5679937
CABP1	3.29E-12	3.6296523
RGS1	3.30E-12	-2.5603544
DNAL4	3.30E-12	1.1142888
KLHL42	3.30E-12	0.9620018
CNTRL	3.31E-12	-1.6787114
TESPA1	3.31E-12	1.6155244
LRCH1	3.32E-12	-0.8621603
NA	3.34E-12	0.8825064
RAB3C	3.34E-12	4.4170735
VIPR1	3.35E-12	1.8391349
ICA1	3.35E-12	0.8605283
ANKS1B	3.35E-12	2.6396308
SSX2IP	3.37E-12	1.289543
ABCA1	3.38E-12	-2.0028929
BEX2	3.40E-12	1.8532115
SLC24A2	3.41E-12	2.6363719
MAP2K4	3.42E-12	0.8335097
NA	3.42E-12	0.8584582
SUGT1P3	3.45E-12	1.4763655
KRT10	3.45E-12	-0.6854526
DLG3	3.46E-12	0.6703529
TSC22D4	3.48E-12	-0.8945558
LARP1	3.48E-12	0.6504808
FAM57A	3.49E-12	-0.9267923
PRKAR2B	3.50E-12	1.568859
ELP2	3.50E-12	-0.5510345
NEGR1	3.50E-12	2.7716498
ZNF12	3.52E-12	-0.7639879
PSMD6-AS2	3.53E-12	-0.7646808
SHANK3	3.53E-12	1.7678729
SOX11	3.55E-12	-2.7135833
NAP1L3	3.56E-12	1.7046964
HOMER3	3.57E-12	-1.0048279
OGFOD3	3.60E-12	-1.6342294
ARHGAP26	3.62E-12	1.1346749
SEC62	3.65E-12	0.8815986
PACSIN1	3.66E-12	3.7068757
ADRBK2	3.69E-12	1.3986618
USP33	3.71E-12	0.5478513
LYNX1	3.71E-12	0.6942507
TOLLIP	3.73E-12	1.0661889
PLCL2	3.74E-12	1.0755886
YY1	3.76E-12	0.5011839
SLU7	3.77E-12	0.5956543
NA	3.78E-12	2.2578058
HMGCLL1	3.79E-12	2.9699955
FNDC9	3.79E-12	2.2810928
EMP1	3.80E-12	-1.8611601
LDB3	3.81E-12	2.8421536
UBALD2	3.82E-12	-1.053909
DPH5	3.82E-12	-0.5984509
CPSF3	3.86E-12	-0.5750924
MALAT1	3.87E-12	-1.4636045
ZAK	3.88E-12	-1.3357554
PGM2L1	3.88E-12	1.3938209
STXBP6	3.88E-12	3.3034348
TSR1	3.89E-12	-1.1777766
DIXDC1	3.89E-12	1.0912604
AATK	3.90E-12	1.6651621
RBFOX3	3.92E-12	2.1855181
CSRNP3	3.92E-12	1.3675196
MGRN1	3.95E-12	0.5364659
ISG20L2	3.96E-12	-0.7564626
BTN3A3	3.96E-12	-1.0838485
CELF3	3.96E-12	2.2248623
NPTX1	3.97E-12	2.9664555
SNX5	3.98E-12	-0.9780163
MFSD6	3.99E-12	1.3528008
JAM2	4.03E-12	-1.1146237
CCNA2	4.04E-12	-1.4497032
ATP6V0E1	4.04E-12	-1.8970225
SRPK2	4.04E-12	0.8514655
BUB1B	4.07E-12	-1.8342893
ADAMTS6	4.07E-12	-1.5217192
MRPL30	4.08E-12	0.4167779
SOWAHC	4.08E-12	-0.9213229
BEND4	4.10E-12	3.4079499
UBE2W	4.13E-12	0.8025826
LPPR4	4.13E-12	1.7573054
MRAP2	4.13E-12	1.9145437
TNFAIP8L1	4.13E-12	0.95683
NA	4.13E-12	1.8569391
STXBP4	4.15E-12	-0.8427247
FAM134B	4.17E-12	1.1869091
BAX	4.18E-12	-0.8861729
BIN1	4.18E-12	1.3988822
NA	4.19E-12	-1.5460908
HLA-DRA	4.19E-12	-1.9184686
AGTPBP1	4.20E-12	1.7380947
NA	4.20E-12	1.081857
TXNIP	4.20E-12	-1.7136085
EMX1	4.21E-12	2.2657935
CFI	4.23E-12	-2.5186811
CD44	4.23E-12	-1.8465537
IFI16	4.24E-12	-1.3692107
PSMC3IP	4.25E-12	-1.0181052
ZBTB10	4.27E-12	-1.0347904
STX1B	4.29E-12	2.7606193
ELF1	4.31E-12	-1.1366008
RANBP2	4.31E-12	0.7517367
CYP2U1	4.32E-12	-0.7753782
SOSTDC1	4.34E-12	2.921308
SAP30	4.34E-12	-1.0332813
ZFR2	4.36E-12	2.1833964
TYK2	4.36E-12	-0.7060268
TBX2	4.38E-12	-1.8287282
NA	4.41E-12	0.9213654
SSR1	4.42E-12	-1.0078586
RALGAPA1	4.43E-12	0.8165681
TYRO3	4.45E-12	1.0792577
EVI5L	4.46E-12	0.9439277
LDB2	4.46E-12	2.0940031
CAMK2B	4.50E-12	3.5068277
HLA-DPA1	4.50E-12	-1.8584439
MAN2A2	4.51E-12	1.1148146
NA	4.51E-12	-1.1227348
NA	4.55E-12	-1.3748264
SV2B	4.56E-12	4.5183063
TANK	4.58E-12	-0.7665939
RUFY3	4.58E-12	-0.9480702
TRIM13	4.62E-12	-0.9517454
ZNF551	4.63E-12	-1.2130988
ANXA1	4.63E-12	-2.6602045
MPHOSPH8	4.65E-12	0.6503182
CDIP1	4.65E-12	1.3123776
EPB41L3	4.69E-12	2.0648279
RPS21	4.70E-12	-0.7081128
JPH1	4.71E-12	1.6755103
FERMT2	4.73E-12	-1.2413263
SFTPC	4.74E-12	0.8952976
PREPL	4.75E-12	0.8265253
NECAB1	4.76E-12	2.8695798
SYT1	4.77E-12	3.1690637
NA	4.78E-12	-1.0755104
SAMD9L	4.79E-12	-2.8003805
CPNE3	4.82E-12	-0.8213377
HOMER3	4.83E-12	-1.142494
SMYD1	4.84E-12	1.9776123
ZNRD1	4.84E-12	-1.2326692
NA	4.85E-12	-1.3873759
ACAD10	4.87E-12	-0.9910036
TMEM194A	4.89E-12	-1.1594802
GAS2L3	4.89E-12	-2.6933495
PLCXD2	4.94E-12	1.689292
KLHL7	4.95E-12	-1.1217819
UCHL1	4.95E-12	1.3193913
NA	4.99E-12	-1.1630199
ABR	5.00E-12	0.8323173
LONRF2	5.08E-12	1.5954555
LSM14A	5.08E-12	-0.7734817
BRINP1	5.14E-12	1.9261875
NUBP1	5.14E-12	-0.597245
NA	5.14E-12	-1.9316911
PRPF38B	5.16E-12	-0.8860352
NCOA3	5.22E-12	-0.94228
FRMPD4	5.24E-12	2.722268
NBPF10	5.26E-12	-0.9220467
UBE2E1	5.28E-12	-0.6143588
SPC24	5.28E-12	-2.3444257
ZNF44	5.32E-12	-0.5827245
NELL2	5.36E-12	1.842846
RAB11FIP4	5.37E-12	2.483073
SZRD1	5.38E-12	-1.7003391
ZNF93	5.40E-12	-0.6324776
RBFOX3	5.40E-12	3.5782272
IKBIP	5.43E-12	-1.3638699
YWHAZ	5.45E-12	0.6308375
FAM19A2	5.49E-12	3.3054199
AK5	5.50E-12	3.1833644
FIBIN	5.50E-12	-1.1951434
PINK1	5.51E-12	0.8638603
SUDS3	5.52E-12	0.76591
ANK2	5.53E-12	1.0504231
DDIAS	5.55E-12	-1.8620018
TMEM39A	5.55E-12	-0.7511994
HHIP	5.56E-12	2.7439569
BHLHE22	5.58E-12	2.012769
BRCA1	5.59E-12	-1.026304
TRIM22	5.60E-12	-1.2712947
CASP1	5.60E-12	-1.3651607
LIX1L	5.64E-12	-0.6769212
CALU	5.66E-12	-1.398058
C15orf27	5.68E-12	1.0179981
PCLO	5.68E-12	2.3269319
ADAMTS6	5.68E-12	-1.0758384
RPL13A	5.68E-12	-0.6392019
GALNT2	5.70E-12	-0.9653773
NA	5.70E-12	-0.8434982
ZKSCAN5	5.73E-12	-0.5692251
PECR	5.73E-12	-0.9191487
IPO9	5.76E-12	-0.6808095
PAXIP1OS	5.79E-12	-1.9598914
TNFRSF19	5.82E-12	-1.6750191
SERPINH1	5.83E-12	-3.9269486
ACVR1C	5.85E-12	1.7926766
CSF1	5.85E-12	-1.5976349
AR	5.86E-12	-1.8085215
GOT2	5.90E-12	0.8092309
PLSCR1	5.93E-12	-1.6858719
GATAD2A	5.93E-12	-1.1141385
GABRB2	5.94E-12	2.7695236
CD40	5.94E-12	-0.5704717
PKN1	5.95E-12	-0.717388
NA	5.95E-12	3.0068189
NA	5.96E-12	-0.9687354
KLK7	5.98E-12	2.6577302
NA	5.99E-12	-0.9123996
NA	5.99E-12	-0.9590734
ANGPT2	6.01E-12	-2.7541221
MAFK	6.05E-12	0.9078945
LYAR	6.10E-12	-0.4213721
MAP3K10	6.14E-12	1.0376615
LINC-PINT	6.14E-12	1.0216655
GLI2	6.15E-12	-1.3593914
ANK3	6.16E-12	1.0909161
NA	6.17E-12	3.0158597
INPP5A	6.19E-12	1.089359
SEMA4D	6.24E-12	1.0067128
STEAP3	6.25E-12	-1.7211954
ETHE1	6.27E-12	-0.6380592
CHN2	6.28E-12	1.88947
HEATR5B	6.31E-12	0.5231067
TGFB1	6.32E-12	-1.1803386
C1QTNF4	6.32E-12	3.4170048
DENR	6.33E-12	-1.4515252
FBXL16	6.37E-12	3.6574638
CMTM4	6.37E-12	1.086425
F11R	6.38E-12	-0.9916573
MAPKAPK2	6.39E-12	-0.7680886
ELN	6.39E-12	-1.1662315
HLF	6.40E-12	2.1876128
SOBP	6.41E-12	0.9467364
ZNF93	6.43E-12	-1.4146967
JAG1	6.44E-12	-1.7567668
HRH3	6.47E-12	2.3032785
IFT140	6.48E-12	-0.7732768
NME1-NME2	6.52E-12	-0.8448132
MIR600HG	6.53E-12	0.9736061
MPZL1	6.56E-12	-1.3440555
TFDP2	6.56E-12	-1.3895759
SHMT2	6.58E-12	-0.8770042
POLH	6.60E-12	-2.4209178
SH3PXD2B	6.62E-12	-1.1512113
NA	6.62E-12	-1.2604653
UBQLN2	6.62E-12	0.5619456
TMEFF1	6.66E-12	1.5005973
FAXC	6.67E-12	1.6650127
SBF1	6.71E-12	0.9174767
ARL13B	6.71E-12	-0.8640261
LGALS3BP	6.74E-12	-1.3323137
QSER1	6.76E-12	-0.8398165
QDPR	6.77E-12	1.1025154
ANXA2R	6.77E-12	-1.0680487
TNNT1	6.80E-12	2.1489762
DCUN1D5	6.84E-12	0.6124868
VAMP8	6.84E-12	-1.9104428
NA	6.89E-12	-1.0993344
DAB2	6.91E-12	-1.8267738
CISD2	6.96E-12	0.5213631
RIMS3	6.96E-12	2.6869748
MBTD1	6.96E-12	-1.1327521
BRCA2	6.97E-12	-1.1934169
MS4A7	7.00E-12	-1.704509
SPHAR	7.02E-12	0.7167071
CACNA1B	7.05E-12	2.6200255
FAM98A	7.11E-12	0.5414153
LILRB4	7.12E-12	-0.8842381
RPL7A	7.16E-12	-0.6088586
NXPE3	7.16E-12	1.2141358
FAM49A	7.21E-12	1.1923141
TNFRSF1A	7.22E-12	-1.6145139
FAM114A2	7.23E-12	-0.5421045
KIAA0930	7.23E-12	1.329301
GPR83	7.28E-12	2.5828982
KCNK1	7.28E-12	2.8380044
WDR35	7.29E-12	-0.9295757
MED14	7.29E-12	0.6938224
PPP1R21	7.31E-12	0.6729491
TGIF1	7.32E-12	-1.4218156
ZNF599	7.32E-12	-1.0165033
PPP3CA	7.33E-12	1.3882715
RAB26	7.37E-12	2.1057565
DIP2C	7.39E-12	0.8707646
CKAP4	7.40E-12	-1.0439649
CDH11	7.42E-12	-1.0803855
CCAR1	7.46E-12	-0.8361369
SV2A	7.49E-12	1.5030051
PDIA4	7.53E-12	-0.8872564
SLC25A4	7.53E-12	1.6551774
ADAM12	7.53E-12	-2.2699332
VSTM2L	7.54E-12	2.9374732
PLCE1	7.54E-12	-0.8270496
NA	7.56E-12	0.888408
SP100	7.57E-12	-1.0694381
SRGAP1	7.58E-12	-1.1456836
CLEC4G	7.59E-12	2.4016387
FNTA	7.59E-12	-1.1811761
DLG2	7.61E-12	1.7528045
STX7	7.63E-12	0.7955151
ABHD5	7.65E-12	-0.7380556
VPS36	7.67E-12	0.8245185
RPAP2	7.68E-12	-0.6434002
S100A6	7.71E-12	-1.8019679
PCDH7	7.75E-12	1.2166443
VGLL4	7.77E-12	-0.9982588
NA	7.81E-12	-1.1693818
LOC401442	7.86E-12	1.0252076
WDR76	7.87E-12	-1.2404378
NA	7.88E-12	3.6868703
GNL2	7.88E-12	-0.7377029
LARP1	7.89E-12	0.426181
EML3	7.91E-12	-0.7830191
GJC1	7.91E-12	-1.4057368
ZNF529	7.93E-12	0.9798137
NA	7.93E-12	-1.6941273
TM9SF1	7.97E-12	-0.862261
GPHN	7.98E-12	0.9204479
MCL1	7.99E-12	-1.6122844
RGS7	8.00E-12	2.2113431
CLMN	8.02E-12	1.4028712
JAKMIP1	8.02E-12	2.7260257
EHD3	8.02E-12	0.7875012
VRK3	8.06E-12	1.9679088
HSPG2	8.07E-12	-3.1491108
BRSK2	8.08E-12	1.9075956
JAZF1-AS1	8.08E-12	2.7030646
NA	8.10E-12	-1.1087443
IRF7	8.11E-12	-1.2774688
DAB2	8.13E-12	-1.5760566
CALD1	8.21E-12	-0.9641493
KIAA1804	8.22E-12	1.2599719
PEX5L	8.26E-12	2.7540287
ZNF621	8.31E-12	-1.1065705
PCYOX1L	8.35E-12	0.6037942
COQ2	8.38E-12	-0.9611614
TTLL11	8.39E-12	0.9021875
HS6ST3	8.39E-12	2.2479776
RFPL1S	8.41E-12	0.8944097
PLD2	8.44E-12	-0.6254722
FIGN	8.47E-12	-1.8655939
