#Gene	P.Value	logFC
NA	9.82E-03	0.1386658
TDP2	9.82E-03	-0.1437298
NA	9.83E-03	0.1205007
SMCHD1	9.84E-03	-0.1262163
RING1	9.84E-03	0.1699302
KCTD17	9.84E-03	0.1400635
DCAF8	9.85E-03	-0.1496818
L3MBTL4	9.85E-03	0.564617
ADAM7	9.85E-03	0.120598
SEC22A	9.85E-03	-0.1538133
PTK2	9.86E-03	0.1361734
MTMR9	9.87E-03	0.141233
DLGAP1	9.87E-03	-0.2277721
TAF4B	9.89E-03	0.1812417
POU6F2-AS1	9.90E-03	0.1128991
NA	9.90E-03	0.2417279
SAE1	9.91E-03	0.1729051
DDX18	9.91E-03	-0.1922632
NA	9.91E-03	0.1288084
TNIK	9.92E-03	-0.139982
LMBR1	9.92E-03	-0.2297412
FAM122A	9.93E-03	0.1027394
USP13	9.94E-03	-0.2103827
SNRPA1	9.94E-03	-0.2368339
ORC4	9.94E-03	0.1263545
IQSEC2	9.94E-03	0.1319679
TMEM181	9.95E-03	0.1253923
LINC01339	9.95E-03	0.1214141
PSMC5	9.96E-03	-0.1397585
EDNRA	9.96E-03	0.1565634
LRIT3	9.97E-03	0.1274529
COMMD6	9.97E-03	-0.1531243
NA	9.98E-03	0.1090373
CDKAL1	9.99E-03	0.1409714
NA	1.00E-02	0.1652276
OR7E14P	1.00E-02	0.1162371
MIR181A2HG	1.00E-02	0.1263386
SLC1A2	1.00E-02	-0.1431863
NA	1.00E-02	-0.1724282
RTN4	1.00E-02	-0.4619295
NA	1.00E-02	-0.153517
NA	1.00E-02	0.1685916
NA	1.00E-02	0.1420891
NA	1.00E-02	-0.1677187
NA	1.00E-02	0.1544992
NA	1.00E-02	0.1176802
SYNRG	1.01E-02	0.0919746
NA	1.01E-02	0.1176162
LRRIQ1	1.01E-02	0.1135832
EZH2	1.01E-02	-0.3909573
NA	1.01E-02	0.130632
TTC21B	1.01E-02	-0.1485765
ARMC9	1.01E-02	0.1582888
NPRL2	1.01E-02	-0.1439632
HDAC6	1.01E-02	-0.1518302
SQRDL	1.01E-02	0.1117185
HOXA11-AS	1.01E-02	0.1255868
NHLRC2	1.01E-02	0.1485474
FUT10	1.01E-02	0.1723446
PAX9	1.01E-02	0.1154076
NA	1.01E-02	0.1517599
HEXDC	1.01E-02	-0.2282504
FOSL2	1.01E-02	-0.1315921
NA	1.01E-02	-0.1383657
AKAP17A	1.01E-02	-0.1289547
CPD	1.01E-02	-0.126644
C1orf105	1.01E-02	0.119918
BEND6	1.01E-02	-0.1493963
NRXN3	1.01E-02	0.1117364
PRKCE	1.01E-02	0.1237458
PDCL3	1.02E-02	-0.102557
CRIM1	1.02E-02	-0.2541196
FXR1	1.02E-02	0.0995237
NA	1.02E-02	-0.2452931
TRNP1	1.02E-02	-0.1442095
NA	1.02E-02	0.1323829
NA	1.02E-02	-0.178206
CAPZA1	1.02E-02	0.1781926
NA	1.02E-02	0.1476413
PDZD2	1.02E-02	-0.1227987
RAP2A	1.02E-02	-0.1428627
RBM26	1.02E-02	0.1774296
SLC2A6	1.02E-02	0.1723021
IFT81	1.02E-02	-0.2055376
NA	1.02E-02	0.1341766
NA	1.02E-02	0.1187847
NA	1.02E-02	-0.1320653
TRIM68	1.02E-02	-0.1127388
E4F1	1.02E-02	-0.1923192
CERS1	1.02E-02	0.1481405
NA	1.02E-02	-0.1580952
SLC25A2	1.02E-02	0.155459
NA	1.02E-02	-0.1680619
NMNAT2	1.03E-02	-0.1649135
FAM81A	1.03E-02	-0.131641
PDZD7	1.03E-02	-0.1629727
NA	1.03E-02	-0.2297865
FAM188B	1.03E-02	-0.1566359
LOC100130207	1.03E-02	0.185473
NA	1.03E-02	0.1053696
ITGA11	1.03E-02	-0.2561328
ELFN1	1.03E-02	0.1538362
FAM96B	1.03E-02	0.1450599
SETD2	1.03E-02	-0.1197673
GPR22	1.03E-02	-0.2430988
FUT9	1.03E-02	0.1192542
MS4A6E	1.03E-02	0.1236515
RNF14	1.03E-02	0.1401917
UBE2G1	1.03E-02	-0.1689443
PKHD1	1.03E-02	0.1424751
NA	1.03E-02	-0.1419681
OSM	1.03E-02	0.1043201
PPWD1	1.03E-02	-0.1855173
NA	1.03E-02	-0.2028851
TREML1	1.03E-02	-0.1378899
ACP6	1.04E-02	0.1276538
NA	1.04E-02	0.1515086
NA	1.04E-02	0.2103139
NA	1.04E-02	0.1460841
NA	1.04E-02	0.1057434
SLC25A5	1.04E-02	0.1221321
NA	1.04E-02	0.105017
RALGAPA2	1.04E-02	0.1321487
NA	1.04E-02	0.1185054
RNF148	1.04E-02	-0.1846376
WDR77	1.04E-02	0.2511181
C20orf195	1.04E-02	-0.1302016
NA	1.04E-02	-0.1829074
CSGALNACT1	1.04E-02	-0.1547343
NA	1.04E-02	-0.1572306
NTN1	1.04E-02	-0.2265328
EXOC4	1.04E-02	0.1379453
CDS1	1.04E-02	-0.1584827
SNTG1	1.05E-02	0.1190692
NKD1	1.05E-02	0.1087947
3-Mar	1.05E-02	0.1351787
MRPS22	1.05E-02	0.1422741
NA	1.05E-02	0.1217545
GTDC1	1.05E-02	0.1559161
CFAP36	1.05E-02	-0.1661672
NA	1.05E-02	0.2836505
NA	1.05E-02	-0.2109739
RBAK	1.05E-02	0.1112299
TAPT1	1.05E-02	-0.1573592
LAYN	1.05E-02	-0.1639957
DICER1	1.05E-02	-0.1296993
NA	1.05E-02	0.1527865
NA	1.05E-02	-0.1573534
ADAM12	1.06E-02	-0.1584508
ARID5B	1.06E-02	-0.4823146
NA	1.06E-02	-0.1170465
LINC00403	1.06E-02	0.1902907
NA	1.06E-02	-0.1547113
CEBPB	1.06E-02	0.1538
NA	1.06E-02	0.2173453
NFS1	1.06E-02	0.1281396
NA	1.06E-02	0.1426766
FRS3	1.06E-02	0.1477516
GALNT18	1.06E-02	0.1047199
PLBD1	1.06E-02	0.1233709
NA	1.06E-02	0.1352432
HS6ST2	1.06E-02	-0.1891615
SNAI1	1.06E-02	0.1517013
NA	1.06E-02	0.1776974
NA	1.06E-02	0.1154472
BCORL1	1.06E-02	-0.1112032
SLC1A4	1.06E-02	0.1263266
ACMSD	1.06E-02	0.1133876
ZNF592	1.07E-02	-0.228786
PIF1	1.07E-02	-0.1222061
HCN1	1.07E-02	0.0937503
NA	1.07E-02	-0.1832117
THSD7B	1.07E-02	-0.1341547
NA	1.07E-02	-0.2048005
MYL12A	1.07E-02	-0.8129542
PHLDA1	1.07E-02	0.1504013
NA	1.07E-02	0.107359
NA	1.07E-02	0.1424804
NA	1.07E-02	0.1445993
NA	1.07E-02	0.1672808
SRSF12	1.07E-02	0.1164929
VPREB3	1.07E-02	0.0989115
ZNHIT2	1.07E-02	-0.1556609
TEAD3	1.07E-02	0.1098797
NA	1.07E-02	0.121171
PVRL4	1.07E-02	-0.178783
FSTL1	1.07E-02	0.1861841
FOXG1	1.07E-02	0.1560282
NA	1.07E-02	0.1638784
NA	1.07E-02	0.1109384
NA	1.07E-02	-0.1696548
CHN2	1.07E-02	-0.183342
WDFY3	1.07E-02	0.1131096
NA	1.07E-02	-0.1366224
RPN1	1.08E-02	0.1189822
PTPN3	1.08E-02	-0.2229782
GAB2	1.08E-02	0.1246189
ARMC8	1.08E-02	0.1167644
WWC2	1.08E-02	-0.2280162
SPRTN	1.08E-02	0.1236721
CST6	1.08E-02	-0.1084892
COBL	1.08E-02	0.1262771
NA	1.08E-02	-0.1714624
ADAM20	1.08E-02	0.117541
CENPM	1.08E-02	0.1356669
BPTF	1.08E-02	0.1446662
EDNRB	1.08E-02	0.1425875
NA	1.08E-02	-0.1915738
PICALM	1.08E-02	0.129669
CA10	1.08E-02	-0.2012264
NA	1.08E-02	0.151414
MYO1B	1.08E-02	0.1744359
NA	1.08E-02	0.111956
INVS	1.08E-02	-0.0970333
MAPK8IP1	1.09E-02	-0.1619712
PLAC9	1.09E-02	0.1784205
CSPP1	1.09E-02	0.1920925
TRMU	1.09E-02	-0.1518283
NA	1.09E-02	-0.1484276
NEIL1	1.09E-02	-0.1445483
NA	1.09E-02	0.1442125
MFNG	1.09E-02	0.1229991
NA	1.09E-02	-0.1473682
NA	1.09E-02	0.1502291
GPR160	1.09E-02	0.1071053
MED31	1.09E-02	-0.1507297
TRIP12	1.09E-02	-0.1243702
USH2A	1.09E-02	-0.0995594
WDR7	1.09E-02	-0.15276
SMTN	1.09E-02	-0.1294137
SLC25A30	1.09E-02	-0.42447
RHEB	1.10E-02	-0.1292158
ITPA	1.10E-02	-0.1844439
C4orf19	1.10E-02	-0.1314669
CADPS2	1.10E-02	0.140035
NA	1.10E-02	0.1240297
FLNB	1.10E-02	-0.1560388
ZFHX4	1.10E-02	-0.1945283
GPSM2	1.10E-02	0.149848
LATS1	1.10E-02	0.1059937
DNAJC15	1.10E-02	-0.1846102
HERC2	1.10E-02	-0.0979252
NA	1.10E-02	0.1426173
ARSA	1.10E-02	-0.1398411
NA	1.10E-02	-0.1233872
NA	1.10E-02	-0.1425635
NA	1.10E-02	-0.1756745
FBXL7	1.10E-02	0.1265035
ONECUT2	1.10E-02	-0.1584899
APOB	1.11E-02	-0.2058941
NA	1.11E-02	-0.1771232
MAGED4B	1.11E-02	-0.1334338
DPM3	1.11E-02	-0.1728951
DHRS7	1.11E-02	-0.1480863
PTPN23	1.11E-02	-0.1220644
MLH1	1.11E-02	-0.1496815
CPXM2	1.11E-02	-0.1419136
PTPN13	1.11E-02	0.1341781
KMT2E	1.11E-02	0.153578
NA	1.11E-02	-0.1656003
SPRED2	1.11E-02	-0.1632321
SP3	1.11E-02	0.1379574
SNHG23	1.11E-02	0.2212264
FOXP1	1.11E-02	0.1561681
TMPRSS5	1.11E-02	0.1062858
NDUFV2	1.11E-02	-0.1612774
CARS2	1.11E-02	0.1284676
KIAA1524	1.11E-02	0.1953696
NEK11	1.12E-02	0.1140271
NME9	1.12E-02	0.1128566
PFN3	1.12E-02	0.1278759
NA	1.12E-02	-0.1495664
WNK3	1.12E-02	0.1175723
IFT81	1.12E-02	0.1189748
NRP2	1.12E-02	-0.1185673
MED9	1.12E-02	-0.1166728
THADA	1.12E-02	-0.1264106
NA	1.12E-02	-0.148337
COA4	1.12E-02	-0.2431669
MAP3K1	1.12E-02	-0.1241393
C14orf37	1.12E-02	0.1467233
C16orf45	1.12E-02	0.1654651
FGF13	1.12E-02	-0.1510965
KCNMB4	1.12E-02	-0.1539799
NA	1.12E-02	-0.1516332
NA	1.13E-02	0.1908109
DZIP1	1.13E-02	0.1432696
DHRS2	1.13E-02	-0.3483364
BNIP3L	1.13E-02	0.1868165
TAF12	1.13E-02	-0.1784025
REV3L	1.13E-02	0.1420368
NA	1.13E-02	0.1298107
LINC00518	1.13E-02	0.1864973
NA	1.13E-02	0.1476314
CRISP1	1.13E-02	0.1153856
STXBP3	1.13E-02	-0.1666181
AP4E1	1.13E-02	-0.1286165
MGAM	1.13E-02	0.1320854
CSRNP1	1.13E-02	0.1129961
CBX5	1.13E-02	0.1769721
PCDH19	1.13E-02	-0.1119052
AQPEP	1.13E-02	0.2132182
GPHA2	1.13E-02	0.1338083
NA	1.13E-02	0.1020072
DENND6B	1.13E-02	-0.1354942
NA	1.13E-02	0.1373229
PLEKHG5	1.13E-02	-0.1964611
FXYD2	1.13E-02	-0.2665127
SLC7A8	1.13E-02	-0.1546671
DNAJC1	1.14E-02	0.1713439
CRACR2A	1.14E-02	0.1095667
NA	1.14E-02	-0.2554626
WDR4	1.14E-02	0.1926269
DNAJC15	1.14E-02	0.1036806
CYP4V2	1.14E-02	-0.1084225
TGFB2	1.14E-02	-0.2578813
AGXT2	1.14E-02	0.1062997
SESTD1	1.14E-02	-0.1357514
NA	1.14E-02	0.1632747
DAAM1	1.14E-02	-0.191962
NA	1.14E-02	0.1254256
RPS26	1.14E-02	0.1205177
BLOC1S2	1.14E-02	-0.1579271
RFX7	1.14E-02	-0.1538616
NA	1.14E-02	0.1440638
CXorf21	1.14E-02	-0.217045
NA	1.15E-02	0.1451887
CCDC101	1.15E-02	0.1128464
TRIM11	1.15E-02	0.1050806
TP53I11	1.15E-02	0.1331643
LINC00992	1.15E-02	0.1287341
NA	1.15E-02	0.1012362
NA	1.15E-02	0.1523726
CFTR	1.15E-02	0.0987487
NA	1.15E-02	-0.1529636
NA	1.15E-02	-0.1575317
CNOT11	1.15E-02	-0.1258012
PLAUR	1.15E-02	0.1434874
NA	1.15E-02	0.1002232
DGCR2	1.15E-02	-0.1231518
LOC100132781	1.15E-02	0.134639
PANK1	1.15E-02	-0.1237218
DLX4	1.15E-02	0.1801906
G2E3	1.15E-02	-0.2352894
CLEC12A	1.16E-02	-0.154966
SCUBE2	1.16E-02	0.1309067
PNPLA6	1.16E-02	-0.1359557
HOXA3	1.16E-02	0.1358658
PLCB2	1.16E-02	-0.1316719
LINC00087	1.16E-02	0.1094498
IGFBP4	1.16E-02	0.1968156
GTPBP6	1.16E-02	-0.1448755
TRIM62	1.16E-02	0.1708377
CLDN11	1.16E-02	0.1945341
ADARB2	1.16E-02	0.1157743
NA	1.16E-02	-0.1430332
HID1	1.16E-02	0.1632388
FANCI	1.16E-02	0.1760724
NA	1.17E-02	-0.1621524
YTHDF2	1.17E-02	-0.1420857
FAM204A	1.17E-02	0.1253452
NA	1.17E-02	-0.1470469
ZFAND4	1.17E-02	-0.4211608
NA	1.17E-02	0.1099174
NA	1.17E-02	0.1681687
NA	1.17E-02	0.1532728
C9orf72	1.17E-02	0.1454224
SAMD5	1.17E-02	0.1137797
CREB3L4	1.17E-02	0.1617778
OGT	1.17E-02	-0.2335816
NA	1.17E-02	0.1373894
TAF1B	1.17E-02	0.129088
TRPC2	1.18E-02	0.117357
NA	1.18E-02	0.1162975
CAMK1D	1.18E-02	0.1334263
ADO	1.18E-02	-0.1941242
NA	1.18E-02	-0.1860158
CLIP1	1.18E-02	0.1415403
ZNF365	1.18E-02	0.1237628
NA	1.18E-02	-0.1087049
NA	1.18E-02	0.1783573
NA	1.18E-02	-0.1210539
IL36G	1.18E-02	-0.1066764
TNRC6B	1.18E-02	0.1608154
NA	1.18E-02	0.1115502
PQLC3	1.18E-02	-0.2281112
CD1C	1.18E-02	-0.1370513
ADCY1	1.18E-02	0.1617597
CD209	1.18E-02	0.0961339
NA	1.18E-02	0.1295984
NA	1.19E-02	0.1213331
NA	1.19E-02	0.1173516
MAPK6	1.19E-02	0.1368163
CTSA	1.19E-02	-0.1674321
CC2D2B	1.19E-02	-0.1802833
B4GALNT3	1.19E-02	-0.133032
FRMD5	1.19E-02	0.12852
NA	1.19E-02	0.1873299
NA	1.19E-02	0.102401
NA	1.19E-02	0.1228273
SIRT3	1.19E-02	-0.1538047
TMA16	1.19E-02	0.111197
MRPS16	1.19E-02	0.1594911
NA	1.19E-02	-0.1195769
PCBD2	1.19E-02	0.161526
ZNF461	1.19E-02	0.1207415
SIPA1L1	1.19E-02	0.1558642
SLC30A4	1.19E-02	0.1381132
AGPAT5	1.19E-02	0.2074433
SMC3	1.19E-02	-0.2318646
PDPK1	1.19E-02	0.1651946
SCARB2	1.19E-02	-0.2061113
PLXNC1	1.19E-02	0.1195869
NA	1.19E-02	0.1440361
KIAA1429	1.19E-02	-0.2073425
NA	1.19E-02	-0.1710599
COX16	1.19E-02	-0.1357287
IRAK2	1.19E-02	0.173323
UGT2B7	1.19E-02	-0.2489076
NA	1.20E-02	0.1645063
RFC3	1.20E-02	0.1245857
B3GALTL	1.20E-02	0.1824468
LZTS2	1.20E-02	-0.1225282
NA	1.20E-02	0.1359099
NA	1.20E-02	-0.1477295
LCP2	1.20E-02	0.1882839
UBAP1L	1.20E-02	0.1108185
CTAG2	1.20E-02	0.1344426
TOLLIP	1.20E-02	0.1324398
AKAP1	1.20E-02	0.1273678
LRTOMT	1.20E-02	0.1003032
NA	1.20E-02	0.1064687
MRPS12	1.20E-02	-0.1439767
CCM2	1.20E-02	0.1641142
GPR18	1.20E-02	-0.1767291
NA	1.20E-02	0.1749037
NA	1.20E-02	0.1128571
NA	1.21E-02	-0.1391169
MAU2	1.21E-02	0.1327777
BTBD9	1.21E-02	-0.1116113
POLR3B	1.21E-02	-0.1522996
NA	1.21E-02	0.1735908
SYP	1.21E-02	0.1038683
NA	1.21E-02	0.0995811
LOC100131257	1.21E-02	0.1035981
LMLN	1.21E-02	0.2007632
ANLN	1.21E-02	0.2186606
CCDC24	1.21E-02	-0.1448515
NA	1.21E-02	0.1341299
NA	1.22E-02	0.1034348
TMEM245	1.22E-02	-0.2458124
SLC11A1	1.22E-02	-0.1921478
EIF4G2	1.22E-02	0.2137878
NA	1.22E-02	0.1212908
MCM2	1.22E-02	-0.2358027
LEFTY1	1.22E-02	-0.1121166
NA	1.22E-02	-0.3429126
ALKBH8	1.22E-02	-0.1427964
XPNPEP3	1.22E-02	0.1548135
THAP10	1.22E-02	-0.1597105
NA	1.22E-02	0.2489534
CCDC82	1.22E-02	0.1889042
NA	1.22E-02	0.1237785
KIAA1161	1.22E-02	-0.1520538
PES1	1.22E-02	-0.115347
SH3BGR	1.22E-02	-0.5685613
RAP1GAP	1.22E-02	-0.1183248
TOE1	1.22E-02	0.1324259
NA	1.22E-02	-0.1663685
VGLL4	1.22E-02	0.1636497
CORO2B	1.22E-02	0.1412641
RILPL2	1.23E-02	-0.1562009
FBN1	1.23E-02	0.1295624
NA	1.23E-02	-0.1266637
RRS1-AS1	1.23E-02	0.1123447
TMEM134	1.23E-02	0.1383057
CNTNAP5	1.23E-02	0.0978243
CARD8	1.23E-02	-0.1696063
KRTDAP	1.23E-02	-0.1546576
FAF1	1.23E-02	-0.1338568
TMEM26	1.23E-02	0.1158555
NA	1.23E-02	0.1585316
UCKL1	1.23E-02	-0.1541698
NA	1.23E-02	-0.2113616
NA	1.23E-02	0.1290328
NA	1.23E-02	0.1047685
NA	1.23E-02	-0.1974582
PTMA	1.23E-02	-0.1836869
RDM1	1.23E-02	0.1408568
C19orf57	1.23E-02	-0.1337447
NA	1.23E-02	0.2015908
NA	1.24E-02	-0.1194199
NA	1.24E-02	-0.1768469
SIM2	1.24E-02	0.0874755
CCDC186	1.24E-02	0.1372439
PRNP	1.24E-02	-0.1137563
NA	1.24E-02	-0.1437005
NA	1.24E-02	0.1610773
RHOBTB3	1.24E-02	0.1218168
CPEB2	1.24E-02	0.1667257
FNBP4	1.24E-02	0.2619704
LOC101928471	1.24E-02	0.118237
NA	1.24E-02	-0.5678952
NA	1.24E-02	0.1019784
NA	1.24E-02	0.1538451
HECTD1	1.24E-02	-0.1709211
SPAG17	1.24E-02	-0.1111241
OSBPL8	1.24E-02	-0.1568755
NA	1.24E-02	0.1219603
UTP15	1.24E-02	-0.134591
MICAL2	1.25E-02	0.1288845
NA	1.25E-02	0.1417292
KLHL8	1.25E-02	0.1343719
WDR55	1.25E-02	0.1199397
CRADD	1.25E-02	0.1568744
DYRK1A	1.25E-02	-0.1625173
NA	1.25E-02	0.134915
NA	1.25E-02	0.1179163
TRIM64	1.25E-02	0.102307
CUL2	1.25E-02	-0.1663732
TMBIM6	1.25E-02	-0.229799
NA	1.25E-02	0.13194
NA	1.25E-02	0.1492429
DKFZP434K028	1.25E-02	-0.1932696
SLC25A1	1.25E-02	0.1227415
CDS1	1.25E-02	0.1448543
NA	1.25E-02	-0.2986908
NA	1.25E-02	0.1306692
RASGRP3	1.25E-02	-0.1391517
ACMSD	1.25E-02	0.0920435
FRMPD1	1.26E-02	0.1000326
ARHGEF3-AS1	1.26E-02	0.1279022
NA	1.26E-02	0.12894
LOC101928248	1.26E-02	0.1426085
ACTR10	1.26E-02	-0.1146464
CEP57	1.26E-02	-0.2100629
MKL2	1.26E-02	0.118986
NA	1.26E-02	0.15145
C16orf74	1.26E-02	-0.1665961
NA	1.26E-02	0.1438662
HDAC9	1.26E-02	-0.179438
PSIP1	1.26E-02	-0.2227507
UQCRC1	1.26E-02	-0.2283754
KRBOX4	1.26E-02	0.1850778
ZBTB33	1.26E-02	-0.1437661
C19orf26	1.26E-02	-0.1271887
CINP	1.26E-02	0.1551026
DNAJA3	1.26E-02	-0.1532981
RPP25	1.26E-02	0.1574378
NA	1.26E-02	0.1717326
NA	1.26E-02	0.1177652
NA	1.26E-02	-0.1675745
LY6G6C	1.26E-02	0.1172642
ARMC4	1.27E-02	0.0927267
FAM229B	1.27E-02	0.2128177
NCKAP1	1.27E-02	-0.1507583
AARS2	1.27E-02	0.1340343
ANKRD11	1.27E-02	-0.180989
TBCK	1.27E-02	-0.1369236
SACM1L	1.27E-02	0.1929191
PON1	1.27E-02	0.1293041
NA	1.27E-02	0.1387733
NA	1.27E-02	-0.1623619
NA	1.27E-02	-0.1482119
NA	1.27E-02	-0.1898251
NA	1.27E-02	-0.2175996
STK40	1.27E-02	0.1273424
CAMSAP2	1.27E-02	-0.1165465
SCAF11	1.27E-02	-0.1363473
IGSF9	1.27E-02	-0.1509071
NA	1.28E-02	0.1138466
RNASEL	1.28E-02	0.0903571
NA	1.28E-02	0.1734274
NA	1.28E-02	0.1479998
NA	1.28E-02	0.1845077
FOXP1	1.28E-02	0.201507
MFSD10	1.28E-02	-0.1430645
NA	1.28E-02	-0.1510502
NA	1.28E-02	0.114928
NA	1.28E-02	0.1675579
NHLH1	1.28E-02	0.1509973
CLNK	1.28E-02	-0.0960624
NA	1.28E-02	0.1185333
MAP2K4	1.28E-02	-0.1016385
LINC00845	1.28E-02	0.1190005
LAMTOR1	1.28E-02	-0.1464021
NAPEPLD	1.29E-02	-0.133408
NA	1.29E-02	0.1176229
PKP2	1.29E-02	0.1584006
KIAA1147	1.29E-02	-0.1096809
NA	1.29E-02	-0.1350658
SUN1	1.29E-02	-0.1117567
CNGA1	1.29E-02	0.1085925
NA	1.29E-02	0.1292489
NA	1.29E-02	0.1206754
CAMP	1.30E-02	0.0898731
ENPP3	1.30E-02	-0.2340288
NA	1.30E-02	0.1152031
PLA2G10	1.30E-02	0.1110976
NA	1.30E-02	0.138144
LOC101928036	1.30E-02	-0.1523562
XPA	1.30E-02	-0.137797
NA	1.30E-02	0.1244935
GAREM	1.30E-02	-0.1215221
SPRYD3	1.30E-02	0.18522
CDC37L1	1.30E-02	-0.1460767
NA	1.30E-02	-0.1700544
NA	1.30E-02	0.1469161
FZD2	1.30E-02	-0.1780398
NA	1.31E-02	-0.1234394
NA	1.31E-02	0.1160898
PDE12	1.31E-02	-0.1103467
SIKE1	1.31E-02	-0.124454
RPS6KA6	1.31E-02	-0.1410051
NA	1.31E-02	0.1137192
MAPK13	1.31E-02	-0.1116228
SETD2	1.31E-02	-0.1111958
NA	1.31E-02	-0.1471235
RFPL3S	1.31E-02	0.1703221
NA	1.31E-02	0.1324139
ZNF395	1.31E-02	0.1845419
APITD1	1.31E-02	0.1358526
CMSS1	1.31E-02	-0.1609838
LLGL2	1.31E-02	0.1756423
ITGA6	1.31E-02	0.176465
NA	1.31E-02	-0.1033127
NA	1.32E-02	0.1399822
NA	1.32E-02	0.1285387
MFI2	1.32E-02	0.1589437
UBE2Q1	1.32E-02	-0.186608
NA	1.32E-02	0.1204963
NA	1.32E-02	0.1185351
PARP11	1.32E-02	-0.1319856
BCDIN3D	1.32E-02	-0.1302716
NA	1.32E-02	0.1021518
RNF169	1.32E-02	-0.119594
MRPL3	1.32E-02	-0.2618512
ANO4	1.32E-02	0.1274298
SNX18	1.32E-02	0.1785205
FAM172A	1.32E-02	-0.1081233
RAB30	1.32E-02	-0.216406
CEBPZ	1.32E-02	-0.1635919
PKP1	1.32E-02	-0.1854346
EPHA5-AS1	1.32E-02	0.0996672
SIRPG	1.33E-02	-0.2923203
NA	1.33E-02	0.149413
ARHGEF7	1.33E-02	-0.1595309
VAMP8	1.33E-02	0.2761289
C17orf99	1.33E-02	0.103394
DYNC2H1	1.33E-02	-0.1369847
NCOR1	1.33E-02	0.1390911
GRIN3A	1.33E-02	0.0995271
TMC6	1.33E-02	0.1538964
RRN3P3	1.33E-02	0.1403287
MEMO1	1.33E-02	-0.1644761
TMEM196	1.33E-02	0.1096461
C3orf70	1.33E-02	0.1467586
HECTD3	1.33E-02	0.1517893
USP21	1.33E-02	-0.2103243
C1QC	1.33E-02	0.1813363
MYH15	1.33E-02	-0.4438575
FARP1	1.33E-02	-0.1485858
OTUD7B	1.33E-02	0.1456229
ABHD10	1.34E-02	-0.1137846
ICAM5	1.34E-02	-0.1150762
NA	1.34E-02	0.1158732
NA	1.34E-02	0.1420129
NA	1.34E-02	0.1285758
RERE	1.34E-02	-0.1756215
NA	1.34E-02	0.1382124
NA	1.34E-02	0.1182528
SOS1	1.34E-02	0.1127828
LINC00327	1.34E-02	0.1524708
GTSF1L	1.34E-02	0.0936001
NA	1.34E-02	0.1034429
BAGE4	1.34E-02	-0.2299229
NA	1.34E-02	-0.179432
NA	1.34E-02	0.1405175
PSMB2	1.34E-02	-0.1425937
ARID5B	1.34E-02	-0.1228349
NFKB1	1.34E-02	-0.1738645
LINC01364	1.35E-02	-0.1594938
SYTL4	1.35E-02	0.0935902
LTBP1	1.35E-02	-0.2146266
EMID1	1.35E-02	0.1224165
RNF41	1.35E-02	0.155357
PPIF	1.35E-02	-0.2042927
ACTR3	1.35E-02	-0.2962101
TMBIM6	1.35E-02	-0.2067919
NA	1.35E-02	0.118505
UQCC1	1.35E-02	-0.1670461
SLC9A7	1.35E-02	0.1339983
LOC101928837	1.35E-02	-0.1350801
UGGT1	1.35E-02	-0.1357852
NA	1.35E-02	0.1234676
DEFB129	1.36E-02	0.104641
GTF2E2	1.36E-02	0.1465991
GCSAML-AS1	1.36E-02	0.104389
LPCAT1	1.36E-02	0.1961319
JARID2	1.36E-02	-0.2032496
IL1R2	1.36E-02	-0.2931537
SLC25A21	1.36E-02	0.2026704
NA	1.36E-02	0.1041353
FOXL2	1.36E-02	-0.1319692
AMER2	1.36E-02	-0.1712198
ZC3HC1	1.36E-02	0.2020669
NA	1.36E-02	0.0994598
SEMA3D	1.36E-02	-0.1996163
ERC1	1.36E-02	0.1994815
ATP8B1	1.36E-02	-0.1336516
CAMSAP1	1.36E-02	-0.1561857
TTC1	1.36E-02	0.148671
SWI5	1.36E-02	0.1237777
NA	1.36E-02	-0.2268993
KIAA1715	1.36E-02	0.1268592
BCCIP	1.36E-02	-0.1582155
IL17RA	1.37E-02	0.1350231
NA	1.37E-02	0.1127233
C5orf38	1.37E-02	0.1451661
EGF	1.37E-02	0.1193322
NA	1.37E-02	0.1684442
ZNF627	1.37E-02	-0.131287
GPATCH11	1.37E-02	0.1493266
MIR4500HG	1.37E-02	0.1373263
SAP30L	1.37E-02	0.112028
ESPNL	1.37E-02	0.08767
TCF4	1.37E-02	-0.1097825
RGS5	1.37E-02	0.128531
NA	1.37E-02	0.1440551
ABCB10	1.37E-02	0.1327603
SND1	1.37E-02	0.1126044
AKAP6	1.37E-02	-0.1683092
NA	1.37E-02	0.1541541
LGALS4	1.38E-02	0.0939807
PPP1R14B	1.38E-02	0.1041218
DROSHA	1.38E-02	0.1180146
ARIH1	1.38E-02	0.1931508
MTL5	1.38E-02	0.103489
PLCB1	1.38E-02	0.0929881
BHLHE22	1.38E-02	0.1555475
SUPT5H	1.38E-02	-0.1285825
NA	1.38E-02	0.1404774
NA	1.38E-02	0.1214034
CAV3	1.38E-02	0.1131695
NA	1.38E-02	0.2121
NA	1.38E-02	-0.2064908
PRKRA	1.38E-02	0.1057778
OLR1	1.38E-02	0.1571994
WWC3	1.38E-02	0.147669
TPD52	1.39E-02	0.1053285
LITAF	1.39E-02	0.2845415
ADCYAP1R1	1.39E-02	0.1398932
AGAP1	1.39E-02	-0.1108842
ERCC2	1.39E-02	-0.135566
SPG7	1.39E-02	0.093351
EFCAB2	1.39E-02	0.0931085
WDR86	1.39E-02	-0.1411114
